Социально-экономические показатели по субъектам Российской Федерации;;;;;;;;;;;;;;;;;;;
17. ТРАНСПОРТ;;;;;;;;;;;;;;;;;;;
17.5.  ГРУЗООБОРОТ АВТОМОБИЛЬНОГО ТРАНСПОРТА ОРГАНИЗАЦИЙ ВСЕХ ВИДОВ ДЕЯТЕЛЬНОСТИ1);;;;;;;;;;;;;;;;;;;
(миллионов тонно-километров);;;;;;;;;;;;;;;;;;;
;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018
Российская Федерация;152735;159852;167238;173146;182141;193597;198766;205849;216276;180136;199341;222823;248862;250054;246784;247134;248251;254524;259084
Центральный федеральный округ;19932;19552;19495;24242;20419;19554;22960;23256;26813;27890;31086;37857;36168;38553;39339;38555;38429;55765;65257
Белгородская область;1435;1436;1508;1610;1518;1733;1535;1667;2057;2514;3364;3294;3322;3245;3352;3428;3592;3628;3955
Брянская область;866;993;1094;1114;1188;1405;1099;1257;1196;877;1002;1069;1057;1120;1277;1236;2250;3847;4569
Владимирская область;860;823;917;889;807;772;810;748;878;741;879;985;1057;1066;1011;897;800;729;789
Воронежская область;1741;1847;1713;3183;1396;1225;1138;1079;1311;1497;1275;1665;1548;1960;1954;2180;2932;2246;2935
Ивановская область;395;392;418;398;436;453;469;441;416;367;643;752;1073;1232;1018;896;830;686;815
Калужская область;580;635;687;479;607;548;460;467;597;1141;974;1010;1093;781;901;834;856;691;812
Костромская область;701;755;789;864;716;760;788;503;510;404;405;450;502;577;389;432;472;577;716
Курская область;728;843;761;748;675;680;644;734;751;706;763;881;995;1017;1022;1014;1111;1213;1270
Липецкая область;1025;966;799;882;828;832;798;919;955;916;901;1044;1146;1254;1207;1257;1216;1274;1268
Московская область;3666;3225;3125;6244;3597;2777;3062;4124;5697;5787;6008;9735;6780;8506;9126;8631;8298;22632;26239
Орловская область;831;782;789;922;994;1004;855;777;1145;1148;1350;1539;2288;2024;1976;2034;1631;1355;1662
Рязанская область;792;590;587;576;525;564;491;559;519;465;561;679;686;583;592;592;638;717;731
Смоленская область;800;767;875;629;685;998;896;1167;2275;1308;1555;1771;2013;2545;2517;2610;3782;4613;6116
Тамбовская область;350;441;472;599;539;507;573;536;491;481;422;659;977;1108;1497;1766;1883;2812;2980
Тверская область;914;1011;825;1002;916;701;730;955;981;909;1083;1412;1965;1788;2048;1598;1585;1532;1745
Тульская область;850;812;792;752;1219;826;761;923;908;919;1127;1603;1439;1818;1531;1582;1575;1763;1833
Ярославская область;984;844;947;935;858;847;793;844;673;579;725;774;972;886;1019;938;901;1075;1076
г. Москва;2414;2390;2397;2416;2915;2921;7059;5556;5451;7131;8051;8536;7255;7043;6902;6630;4078;4375;5746
Северо-Западный федеральный округ;12892;10403;9510;10728;12697;14156;14060;14461;16345;14227;18155;21642;38482;19447;19443;19733;16881;18112;18587
Республика Карелия;1032;1061;1057;1102;1248;1407;1387;1438;1430;1028;997;1040;1963;1465;1621;1119;683;708;857
