Социально-экономические показатели по субъектам Российской Федерации;;;;;;;;;;;;;;;;;;;
17. ТРАНСПОРТ;;;;;;;;;;;;;;;;;;;
17.7. ПАССАЖИРООБОРОТ АВТОБУСОВ ОБЩЕГО ПОЛЬЗОВАНИЯ1);;;;;;;;;;;;;;;;;;;
 (миллионов пассажиро-километров);;;;;;;;;;;;;;;;;;;
;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018
Российская Федерация;173660;172100;170701;166156;168698;142276;135986;149929;152145;141477;140611;138588;133275;126042;127090;126271;124347;123382;122536
Центральный  федеральный округ;46475;46849;47561;47179;48087;41994;38557;38055;38566;36037;35343;34509;32941;30630;29965;28928;27826;27995;27970
Белгородская область;2626;2667;2354;2215;1872;898;1443;1552;1716;1592;1517;1530;1522;1424;1233;1118;1039;994;873
Брянская область;1595;1712;1605;1593;1390;1108;882;860;823;764;693;664;585;451;729;639;522;738;667
Владимирская область;1322;1193;1155;1126;1458;1416;1401;1672;1580;1391;1280;1210;1188;1102;1003;988;851;825;784
Воронежская область;3507;4461;5049;5481;4673;4748;4606;4567;4534;4321;4241;4102;3614;3286;2996;2957;2581;2401;2579
Ивановская область;1120;878;948;937;1091;861;891;963;963;860;900;879;747;537;580;606;587;570;539
Калужская область;1446;992;745;679;673;647;707;809;750;705;708;760;679;599;591;539;491;484;455
Костромская область;1301;1356;1353;1387;1541;1143;1158;990;951;819;827;846;873;724;640;632;599;634;600
Курская область;1163;1173;1244;1173;1322;845;902;959;1035;1016;1019;1081;1112;965;907;784;829;782;748
Липецкая область;3708;3049;2887;1820;1443;1309;1323;1304;1305;1173;1160;1109;1097;1036;901;881;890;875;832
Московская область;7688;7355;8439;8760;9334;9369;9064;8526;8458;7943;7504;7569;7407;7119;6976;7041;7261;7720;8001
Орловская область;1453;1395;1291;1292;1091;643;695;664;725;779;732;581;531;537;484;548;523;485;447
Рязанская область;1947;2053;1920;1956;2037;1532;1352;1199;1252;1177;1035;1034;980;822;787;757;802;828;856
Смоленская область;910;1198;1201;1384;1457;1192;1172;1211;1256;1048;1122;1040;994;873;846;807;756;687;521
Тамбовская область;1885;1848;1807;1591;1569;832;928;1029;1065;1077;1086;1094;1095;1071;1251;1268;1257;935;888
Тверская область;2498;2689;2429;2062;1707;684;657;870;909;825;1014;921;827;669;691;604;490;505;519
Тульская область;2024;2070;2271;2280;2027;1312;1520;1892;1938;1938;1912;1621;1548;1177;1172;1184;1080;1045;1106
Ярославская область;1845;1785;1812;1837;2909;2613;2441;2208;2315;2304;2356;2205;2065;2000;1977;1515;1151;1617;1398
г. Москва;8436;8977;9051;9606;10494;10839;7415;6777;6990;6303;6238;6263;6077;6239;6201;6059;6115;5870;6156
Северо-Западный федеральный округ;22324;21806;20237;19044;18594;12269;11007;13832;14632;13946;13417;12303;11367;10859;10571;10632;9894;9434;9500
Республика Карелия;810;567;260;223;143;97;129;243;401;223;129;142;251;243;377;431;420;437;382
Республика Коми;1469;1537;1516;750;712;655;700;868;767;724;756;769;825;743;846;1092;872;613;566
Архангельская область;1117;937;917;918;1015;808;773;922;907;732;789;789;777;518;820;843;805;798;804
в том числе:;;;;;;;;;;;;;;;;;;;
Ненецкий автономный округ;20;20;21;22;19;15;11;19;16;12;8;8;11;9;19;26;14;12;12
Архангельская область     без автономного округа;1098;917;896;896;996;793;762;903;892;721;781;781;766;509;801;817;791;786;792
Вологодская область;1553;1486;1429;1481;1500;1139;1116;1500;1734;1414;1220;1185;1105;947;842;728;589;685;654
Калинингpадская область;684;670;651;583;180;157;324;3056;3268;3570;3265;2336;2122;1586;1600;1426;1242;788;816
Ленинградская область;2024;1967;1799;1762;1754;1038;1317;1354;1480;1518;1444;1319;1324;1369;1324;1284;1247;1248;1267
Мурманская область;2027;2104;2266;2054;2101;722;707;734;768;752;758;721;631;596;606;641;609;601;674
Новгородская область;2071;2034;2002;1956;1918;1709;1291;1064;948;835;866;772;639;653;634;549;422;406;390
Псковская область;1687;1612;1586;1597;1556;731;683;560;573;498;541;534;527;550;459;447;451;441;440
г. Санкт-Петербург;8881;8892;7812;7721;7715;5213;3967;3529;3786;3680;3650;3736;3166;3655;3064;3191;3237;3418;3507
Южный         федеральный округ;13298;13232;13213;13788;13738;12913;12522;13918;13719;13552;13537;13938;13855;16508;18872;18019;19946;20221;19830
Республика Адыгея;253;227;267;266;238;243;253;266;270;264;262;219;175;137;114;108;124;123;111
Республика Калмыкия;86;180;261;266;245;245;223;412;494;434;387;427;445;401;367;371;383;267;265
Республика Крым;;;;;;;;;;;;;;;2607;2150;2386;2384;2458
Краснодарский край;4387;3921;3529;3356;3345;3076;3212;3763;3664;3523;3537;4260;4524;4329;4208;4332;4316;4232;4157
Астраханская область;559;598;791;1087;1223;1179;1258;1275;1289;1401;1390;1305;1193;4895;5385;4723;4411;4491;4592
Волгоградская область;2572;2795;3376;3642;3875;3337;3274;3729;3708;3671;3548;3439;3284;3080;2342;2502;4449;4861;4867
Ростовская область;5441;5511;4990;5171;4812;4832;4302;4474;4293;4260;4414;4288;4234;3667;3479;3555;3577;3458;3055
г. Севастополь;;;;;;;;;;;;;;;371;278;301;405;325
Северо-Кавказский     федеральный округ;5006;5023;5425;6002;6193;5430;4607;4678;4694;4799;4570;4506;4345;4231;4136;4013;4167;4725;4819
Республика Дагестан;1080;1078;1138;1245;1388;1442;607;798;750;796;776;812;850;626;453;534;804;1088;1182
Республика Ингушетия;212;209;188;224;288;291;265;253;214;375;134;120;124;284;145;146;138;104;57
Кабардино-Балкарская    Республика;769;792;826;879;881;709;653;614;615;616;573;479;435;431;578;611;536;523;515
Карачаево-Черкесская      Республика;169;218;229;256;261;251;227;208;218;230;219;211;207;184;172;171;168;160;295
Республика Северная       Осетия – Алания;742;892;1114;1246;1147;962;814;773;773;701;699;706;637;601;605;573;564;556;578
Чеченская Республика;…;…;…;292;349;258;185;338;303;306;389;397;455;469;465;378;326;390;392
Ставропольский край;2035;1836;1931;1861;1878;1518;1856;1695;1822;1773;1781;1781;1637;1636;1719;1600;1630;1905;1800
