Социально-экономические показатели по субъектам Российской Федерации;;;;;;;;;;;;;;;;;;;
16. ТОРГОВЛЯ И УСЛУГИ НАСЕЛЕНИЮ;;;;;;;;;;;;;;;;;;;
УСЛУГИ НАСЕЛЕНИЮ;;;;;;;;;;;;;;;;;;;
16.10. ОБЪЕМ БЫТОВЫХ УСЛУГ;;;;;;;;;;;;;;;;;;;
16.10.2. На душу населения;;;;;;;;;;;;;;;;;;;
(рублей);;;;;;;;;;;;;;;;;;;
;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018
Российская Федерация;604;751;879;1055;1308;1593;1943;2317;2843;3129;3410;3732;4155;5197;5517;5997;6331;6542;6855
Центральный    федеральный округ;941;1148;1345;1609;1983;2350;2811;3059;3553;3898;4162;4436;4715;5897;6249;6435;6719;6962;7160
Белгородская область;549;790;730;863;1078;1367;1692;2344;3586;4503;5023;5432;6004;6838;7322;8119;8531;8756;9059
Брянская область;792;1143;1305;1563;2059;2332;2932;3394;3770;3578;3482;3672;3935;4660;5187;5322;5694;5912;6473
Владимирская область;391;482;570;738;908;1102;1309;1757;1874;3278;3578;3947;4707;6486;7196;7057;7111;6570;6573
Воронежская область;449;641;740;878;1114;1364;1574;1840;2482;3001;4280;4673;5599;7290;7905;8670;9387;9846;10049
Ивановская область;473;532;553;710;920;1079;1299;1480;1728;1972;2279;2740;3167;3737;4148;4266;4296;4507;4598
Калужская область;399;473;622;746;886;1061;1260;1686;2283;2676;2974;3183;3742;4775;5118;5216;5173;5547;5721
Костромская область;248;303;302;369;448;510;728;844;1010;930;2483;2775;3205;3339;3504;3673;3863;4105;4324
Курская область;271;321;355;568;819;1232;2068;3174;4343;4356;4503;4796;5261;6183;6907;7551;7975;8285;8726
Липецкая область;442;627;773;966;1216;1565;2032;2480;3244;3825;4280;4860;5693;6688;7583;8063;8605;9146;9704
Московская область;1202;1592;1945;2433;3017;3314;3906;4526;5226;5354;5864;6182;6347;8812;9059;9293;9738;10038;10104
Орловская область;441;581;732;876;1117;1295;1377;1506;1679;2266;2579;3151;3384;4226;4919;5654;5866;6271;6636
Рязанская область;286;454;589;769;888;994;1098;1305;1530;1606;2034;2287;2539;2836;3070;3035;3118;3231;3526
Смоленская область;342;365;343;415;514;636;816;957;1277;1324;1446;1597;1693;2293;2534;2420;2473;2457;2515
Тамбовская область;460;688;930;1192;1407;1658;1879;2428;3821;4266;4595;4984;5483;6402;7140;7846;8212;8557;8888
Тверская область;193;262;314;455;592;741;953;1231;1365;1633;1813;1973;2433;2752;2904;3163;3499;3587;3784
Тульская область;394;475;531;669;859;1029;1192;1434;1733;2183;2549;2686;3230;3867;4144;4469;4782;4814;5111
Ярославская область;388;515;466;588;780;1066;1422;1757;1837;2285;1969;1918;2377;2682;2910;3025;3424;3408;3454
г. Москва;1901;2102;2420;2723;3250;3890;4539;4273;4572;4882;4712;4891;4827;5754;5942;5817;5929;6202;6366
Северо-Западный     федеральный округ;467;594;728;957;1213;1481;1914;2332;2940;3247;3399;3736;4049;4662;4970;5362;5515;5679;5981
Республика Карелия;463;620;736;1035;1307;1611;1923;2387;2420;2320;2704;2925;3371;3712;4005;4213;4350;4581;4698
Республика Коми;445;675;868;1174;1424;1816;2489;2934;3395;3572;3444;3515;3382;4770;5010;4553;4665;4853;5078
Архангельская область;282;389;581;799;1267;1342;2476;3008;4286;5663;4411;4682;4823;4995;5166;5136;5265;5231;5361
в том числе: ;;;;;;;;;;;;;;;;;;;
Ненецкий автономный округ;167;300;369;507;704;782;1092;1310;1906;2967;4795;2788;3664;3571;4032;4585;5173;6119;6232
Архангельская область    без автономного округа;;;;;;;;;;;;;;5048;5209;5158;5268;5196;5326
Вологодская область;468;658;727;861;1053;1207;1483;1847;2256;2416;2837;3042;3356;3921;4205;4447;4677;4820;5008
Калинингpадская область;303;427;582;753;1001;1267;1718;2201;2814;3102;3256;3601;4213;4535;5069;5566;6405;6480;6763
Ленинградская область;222;286;352;446;569;772;929;1113;1345;1496;1764;1994;2132;2497;2643;2875;3115;3279;3499
Мурманская область;578;895;1283;1731;2547;3046;4090;5117;5796;5135;3649;3987;4669;7489;7576;7288;7442;7519;7708
Новгородская область;369;415;437;561;699;857;1155;1515;2028;2445;2967;3553;4382;4853;5323;5530;5519;5191;5021
Псковская область;296;431;613;762;964;1283;1727;1983;2416;2836;3097;3396;3729;3587;3856;4108;4254;4371;4609
г. Санкт-Петербург;669;752;858;1136;1322;1638;1900;2295;3050;3395;4025;4482;4775;5316;5703;6559;6562;6845;7345
Южный           федеральный округ;484;658;819;1009;1222;1544;1870;2294;2945;3320;3956;4413;5159;6610;6475;8795;9788;9640;10353
Республика Адыгея;298;366;402;559;662;709;858;1048;1231;1277;1678;2185;3347;4549;4608;4570;5259;5230;4674
Республика Калмыкия;160;233;197;253;437;582;675;671;446;481;763;592;568;861;929;1070;1162;1211;1281
Республика Крым;;;;;;;;;;;;;;;190;11166;9985;8971;9300
Краснодарский край;484;682;797;947;1173;1513;1790;2400;2890;3440;4539;5245;6441;8796;10102;11268;12474;11716;12429
Астраханская область;305;413;463;581;722;853;1017;1139;1315;1493;2251;2489;2750;3908;4243;4299;3897;3928;4095
Волгоградская область;235;324;432;575;739;997;1532;2053;2991;3838;4293;4835;5304;5578;5998;6491;6639;6858;7303
Ростовская область;717;949;1246;1540;1800;2223;2554;2821;3710;3689;3893;4075;4544;5720;6576;7795;8734;9634;10864
г. Севастополь;;;;;;;;;;;;;;;295;10499;27893;25559;26906
Северо-Кавказский     федеральный округ;279;302;375;418;599;709;925;1225;1525;1759;1949;2377;2936;4745;5245;5661;6082;6500;6683
Республика Дагестан;81;106;144;202;497;559;878;1389;1689;1927;2235;2452;2930;3624;4303;4990;5438;6325;6457
Республика Ингушетия;30;28;46;55;61;68;88;102;177;227;214;260;274;353;417;757;749;773;779
Кабардино-Балкарская Республика;204;371;439;606;741;842;1067;1256;1553;1781;2046;2494;2727;3232;3422;3549;3901;4173;4667
Карачаево-Черкесская Республика;297;372;498;657;921;1403;2137;2468;3132;3240;3516;3642;3738;4153;4269;4458;4524;4675;4918
Республика Северная  Осетия – Алания;692;620;568;729;821;863;1118;1527;1621;2074;1706;1982;1978;2142;2439;2868;3198;3431;3852
Чеченская Республика;…;…;…;…;…;…;…;9;101;109;154;1062;1123;5876;5630;6221;7616;7863;7887
Ставропольский край;407;525;556;673;875;1054;1193;1453;1876;2208;2488;3077;4384;7316;8282;8477;8572;8780;8976
