Социально-экономические показатели по субъектам Российской Федерации;;;;;;;;;;;;;;;;;;;
7. ПРЕСТУПНОСТЬ1);;;;;;;;;;;;;;;;;;;
7.1. ЧИСЛО ЗАРЕГИСТРИРОВАННЫХ УБИЙСТВ И ПОКУШЕНИЙ НА УБИЙСТВО;;;;;;;;;;;;;;;;;;;
;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018
Российская Федерация;31829;33583;32285;31630;31553;30849;27462;22227;20056;17681;15563;14305;13265;12361;11933;11496;10444;9738;8574
Центральный     федеральный округ;6431;6863;6502;6478;6625;6659;5824;4939;4274;3555;3038;2751;2531;2320;2265;2196;1996;1797;1652
Белгородская область;145;185;131;163;142;166;150;119;101;85;84;85;66;78;61;73;67;69;64
Брянская область;195;209;193;209;226;225;173;173;158;136;130;110;116;90;107;91;63;60;46
Владимирская область;317;294;330;315;303;353;266;216;179;177;167;139;151;119;125;109;111;102;76
Воронежская область;319;367;397;384;332;304;252;213;181;153;136;138;116;128;130;143;118;103;84
Ивановская область;269;283;273;238;260;267;207;202;159;157;111;76;99;76;54;53;64;73;62
Калужская область;187;179;161;152;219;177;175;157;136;139;115;100;94;87;80;82;70;68;64
Костромская область;138;171;139;149;165;136;133;134;105;84;56;56;48;40;39;40;29;29;22
Курская область;183;209;212;173;207;167;132;110;104;101;73;77;70;67;67;69;53;39;39
Липецкая область;158;154;157;150;148;139;125;129;120;107;101;114;99;93;72;57;61;45;46
Московская область;1507;1547;1443;1472;1620;1657;1420;1279;1019;869;746;692;634;518;579;565;507;421;368
Орловская область;151;145;160;158;173;148;153;107;99;81;61;74;52;63;55;43;42;41;38
Рязанская область;217;253;193;217;200;249;164;154;95;127;96;77;71;72;56;59;60;59;45
Смоленская область;226;202;206;214;226;194;189;113;123;128;92;79;75;65;88;81;67;43;52
Тамбовская область;199;202;148;151;164;179;149;103;98;93;80;77;72;60;63;56;49;52;55
Тверская область;362;407;387;372;325;356;415;221;222;166;155;160;126;114;126;124;97;111;112
Тульская область;433;502;405;354;397;351;310;215;205;204;154;116;116;131;103;120;108;95;77
Ярославская область;296;285;292;265;283;260;220;193;181;117;99;90;79;96;81;78;79;72;63
г. Москва;1129;1269;1275;1342;1235;1331;1191;1101;989;631;582;491;447;423;379;353;351;315;339
Северо-Западный     федеральный округ;3012;3254;2949;2976;3146;2994;2696;2256;2000;1787;1544;1294;1169;1067;1121;953;1016;935;840
Республика Карелия;153;164;139;174;184;164;131;125;98;93;73;84;57;66;78;64;63;53;47
Республика Коми;308;324;271;330;328;347;319;205;175;158;147;125;118;115;105;84;118;84;85
Архангельская область;344;343;305;284;322;326;280;239;218;176;161;150;128;114;155;151;141;178;122
в том числе:;;;;;;;;;;;;;;;;;;;
Ненецкий автономный округ;20;15;16;18;16;13;12;13;17;8;9;6;4;9;6;9;7;5;1
Архангельская область       без автономного округа;324;328;289;266;306;313;268;226;201;168;152;144;124;105;149;142;134;173;121
Вологодская область;240;293;244;248;262;266;217;178;160;180;146;129;108;99;100;94;86;76;83
Калинингpадская область;176;162;193;167;172;118;127;135;104;96;94;66;57;60;60;55;59;59;38
Ленинградская область;432;493;512;490;503;464;455;365;313;284;255;230;200;162;180;160;172;141;152
Мурманская область;155;162;150;159;136;129;97;86;80;62;75;52;61;64;54;39;52;45;33
Новгородская область;178;191;187;173;168;127;127;115;107;115;95;81;75;75;65;58;69;42;46
Псковская область;165;166;123;123;160;152;111;116;99;89;71;65;61;71;67;45;44;59;44
г. Санкт-Петербург;861;956;825;828;911;901;832;692;646;534;427;312;304;241;257;203;212;198;190
Южный                федеральный округ;2525;2530;2349;2240;2013;1973;1994;1367;1236;1177;1122;1034;1012;890;967;1004;813;805;732
Республика Адыгея;64;73;73;61;53;50;59;34;44;51;27;25;29;21;15;27;16;14;16
