Социально-экономические показатели по субъектам Российской Федерации;;;;;;;;;;;;;;;;;;;
19. НАУКА И ИННОВАЦИИ;;;;;;;;;;;;;;;;;;;
19.4. ЧИСЛЕННОСТЬ ИССЛЕДОВАТЕЛЕЙ С УЧЕНЫМИ СТЕПЕНЯМИ ;;;;;;;;;;;;;;;;;;;
19.4.2. С ученой степенью доктора наук ;;;;;;;;;;;;;;;;;;;
(человек);;;;;;;;;;;;;;;;;;;
;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018
Российская Федерация;21949;22262;22571;22936;23102;23410;23880;25213;25140;25295;26789;27675;27784;27485;27969;28046;27430;26076;25288
Центральный    федеральный округ;13307;13440;13451;13659;13434;13625;13843;14502;14514;14527;16031;16150;15877;15868;15949;15505;15195;14422;14046
Белгородская область;22;23;20;16;15;15;16;20;23;46;45;53;51;56;60;74;79;80;73
Брянская область;6;8;8;9;8;8;13;12;14;15;15;18;14;20;24;36;26;26;27
Владимирская область;54;55;53;56;51;52;47;50;52;50;40;50;49;57;63;83;41;36;34
Воронежская область;79;89;102;105;117;119;144;162;178;151;151;257;165;142;152;156;147;146;143
Ивановская область;35;44;48;49;50;48;53;55;56;58;61;65;96;95;101;69;70;62;64
Калужская область;201;201;205;204;205;205;208;206;208;198;197;204;201;195;189;201;180;168;148
Костромская область;2;2;2;2;2;2;2;4;2;3;3;2;3;3;5;7;9;6;4
Курская область;35;28;29;29;27;24;34;28;30;30;32;44;42;40;39;39;45;43;44
Липецкая область;5;4;5;9;18;27;41;21;28;51;46;41;44;42;46;55;43;48;45
Московская область;1629;1597;1548;1601;1593;1659;1711;1815;1902;1911;1922;1829;1684;1680;1812;1704;1715;1652;1762
Орловская область;29;26;37;38;20;19;21;21;24;24;28;33;25;27;29;35;36;33;31
Рязанская область;20;23;24;25;24;23;24;30;29;29;31;31;33;30;27;33;42;28;25
Смоленская область;3;3;4;6;9;8;9;12;16;8;8;7;6;9;8;10;7;12;12
Тамбовская область;23;20;20;21;21;24;23;25;27;28;32;29;33;32;39;39;32;33;27
Тверская область;48;54;52;52;52;54;48;55;55;58;62;58;66;66;54;53;54;46;42
Тульская область;39;42;37;35;39;43;40;45;45;43;40;43;40;36;42;48;37;32;30
Ярославская область;54;54;57;57;63;61;62;167;171;171;179;193;192;186;192;186;190;172;169
г. Москва;11023;11167;11200;11345;11120;11234;11347;11774;11654;11653;13139;13193;13133;13152;13067;12677;12442;11799;11366
Северо-Западный федеральный округ;3194;3140;3182;3188;3405;3252;3255;3428;3366;3352;3296;3305;3449;3396;3330;3274;3073;2887;2681
Республика Карелия;60;64;63;61;64;70;76;81;76;78;76;84;80;86;87;87;82;85;79
Республика Коми;67;71;80;82;83;82;91;94;96;99;102;104;101;105;108;102;100;103;112
Архангельская область;11;17;16;19;18;19;20;21;24;23;23;23;26;28;34;32;34;32;25
в том числе:;;;;;;;;;;;;;;;;;;;
Ненецкий автономный округ;-;-;-;-;-;-;-;-;-;-;-;-;-;-; -; -;-;-;-
Архангельская область     без автономного округа;11;17;16;19;18;19;20;21;24;23;23;23;26;28;34;32;34;32;25
Вологодская область;6;4;4;3;3;6;6;4;4;7;8;7;13;15;16;21;18;16;11
Калининградская область;12;13;13;13;14;14;12;14;14;18;16;20;20;28;29;35;30;20;23
Ленинградская область;93;97;96;98;103;103;103;116;115;116;120;122;118;119;127;130;126;120;115
Мурманская область;94;102;107;105;107;107;110;112;113;113;114;115;118;116;114;116;110;107;107
Новгородская область;1;1;1;1;1;1;2;4;6;6;6;6;7;8;8;7;10;7;8
Псковская область;3;-;8;9;11;3;6;4;16;6;6;24;54;47;48;51;8;8;10
г. Санкт-Петербург;2847;2771;2794;2797;3001;2847;2829;2978;2902;2886;2825;2800;2912;2844;2759;2693;2555;2389;2191
Южный             федеральный округ;446;452;491;465;475;476;532;732;644;679;660;652;801;789;996;1182;1092;1123;1082
Республика Адыгея;10;9;13;14;14;14;16;18;19;17;18;21;23;20;18;21;22;20;20
Республика Калмыкия;8;11;11;11;10;11;12;11;11;11;10;13;13;16;15;17;16;12;12
Республика Крым;;;;;;;;;;;;;;;66;74;74;111;120
Краснодарский край;139;140;176;170;175;174;213;225;215;212;210;211;327;333;388;509;506;490;471
Астраханская область;23;27;29;31;31;34;37;108;60;39;35;40;54;58;72;71;44;45;39
Волгоградская область;61;69;62;64;73;80;80;117;83;122;108;84;85;88;87;113;103;96;100
Ростовская область;205;196;200;175;172;163;174;253;256;278;279;283;299;274;302;294;275;300;272
г. Севастополь;;;;;;;;;;;;;;;48;83;52;49;48
Северо-Кавказский      федеральный округ;242;250;263;288;328;356;368;453;461;500;520;886;808;614;669;746;814;732;610
Республика Дагестан;107;114;119;132;129;141;148;160;160;159;163;184;189;181;180;188;232;189;170
Республика Ингушетия ;-;-;-;-;;-;-;1;2;1;3;5;7;10;9;27;25;20;15
Кабардино-Балкарская    Республика;44;44;49;51;53;60;60;62;60;61;62;65;66;72;74;87;107;75;75
Карачаево-Черкесская        Республика;18;17;20;20;24;27;27;29;30;30;27;26;27;28;29;34;34;34;29
Республика Северная       Осетия –Алания;13;17;18;24;24;25;26;50;40;36;45;57;54;52;50;41;48;50;43
Чеченская Республика ;-;-;-;-;33;39;41;69;65;78;89;142;124;129;130;130;119;118;59
Ставропольский край;60;58;57;61;65;64;66;82;104;135;131;407;341;142;197;239;249;246;219
Приволжский   федеральный округ;1320;1438;1475;1480;1503;1587;1697;1754;1766;1769;1713;1840;1858;1880;1918;2047;2015;1917;1956
Республика Башкортостан;212;228;231;229;227;228;225;241;236;241;245;262;274;276;293;272;267;248;271
Республика Марий Эл;8;4;5;4;5;4;5;4;5;4;5;4;4;7;5;7;7;5;8
Республика Мордовия;13;16;19;15;20;11;19;13;13;17;17;16;14;17;17;19;19;16;17
Республика Татарстан;241;252;266;277;278;287;282;300;308;292;289;325;332;328;331;353;352;351;348
Удмуртская Республика;46;52;49;49;48;48;49;56;56;56;59;57;64;62;60;64;76;61;61
Чувашская Республика;8;6;6;6;6;7;6;7;14;13;12;19;16;13;15;18;14;14;11
Пермский край;105;102;102;114;119;121;121;127;114;108;128;133;129;126;151;160;148;149;149
Кировская область;24;28;30;32;38;35;36;47;47;50;44;46;45;40;54;52;47;51;55
Нижегородская область;338;373;377;396;395;475;491;533;549;564;471;484;539;540;532;535;552;499;507
Оренбургская область;34;35;34;39;36;37;42;45;49;60;62;68;60;62;69;72;70;77;81
Пензенская область;4;10;8;10;12;15;28;37;33;37;47;48;54;56;45;83;79;74;72
Самарская область;112;143;144;106;104;106;104;118;115;103;101;140;105;114;108;116;109;103;113
Саратовская область;145;156;170;169;169;164;241;177;182;182;190;198;188;208;204;252;235;224;226
Ульяновская область;30;33;34;34;46;49;48;49;45;42;43;40;34;31;34;44;40;45;37
Уральский    федеральный округ;663;675;719;754;768;811;813;823;832;829;880;1049;1005;975;1073;1205;1154;1158;1091
Курганская область;17;19;18;21;24;31;28;31;35;32;29;44;35;31;34;48;39;39;37
Свердловская область;479;488;499;509;527;535;526;530;533;570;582;651;644;647;652;705;653;644;645
Тюменская область;75;76;93;109;105;107;131;153;152;125;172;197;184;167;175;184;218;183;137
в том числе:;;;;;;;;;;;;;;;;;;;
Ханты-Мансийский     автономный округ – Югра;7;9;20;33;29;31;30;43;39;21;62;57;40;33;39;53;36;40;28
Ямало-Ненецкий     автономный округ;2;2;5;3;4;5;7;4;5;-;-;1;3;3;3;3;3;3;3
Тюменская область    без автономных округов;66;65;68;73;72;71;94;106;108;104;110;139;141;131;133;128;179;140;106
Челябинская область;92;92;109;115;112;138;128;109;112;102;97;157;142;130;212;268;244;292;272
Сибирский         федеральный округ;2121;2199;2303;2364;2437;2539;2587;2687;2716;2775;2812;2870;2957;2936;3020;3007;3065;2874;2878
Республика Алтай   ;2;3;3;4;4;3;3;2;2;2;2;2;2;3;4;4;4;3;2
Республика Тыва;8;9;10;10;10;11;12;17;15;12;13;13;13;17;19;15;12;11;13
Республика Хакасия;2;3;4;4;4;22;10;10;11;9;9;13;32;29;26;16;19;24;7
Алтайский край;33;42;45;63;50;59;76;82;78;77;83;84;120;136;151;153;124;110;120
Красноярский край;167;173;184;180;190;195;201;211;208;216;217;226;203;201;207;213;215;205;222
Иркутская область;257;270;286;294;324;345;345;368;373;368;362;387;408;354;362;347;339;325;314
Кемеровская область;59;55;55;47;54;54;83;66;62;73;76;79;81;86;108;128;137;126;133
Новосибирская область;1245;1281;1339;1373;1394;1429;1442;1489;1520;1546;1577;1591;1606;1606;1624;1602;1569;1558;1525
Омская область;42;46;48;47;50;47;48;56;56;62;64;57;65;61;59;61;57;53;57
Томская область;306;317;329;342;357;374;367;386;391;410;409;418;427;443;460;468;589;459;485
Дальневосточный    федеральный округ;656;668;687;738;752;764;785;834;841;864;877;923;1029;1027;1014;1080;1022;963;944
Республика Бурятия;86;82;88;92;99;102;91;98;97;106;107;114;148;127;138;141;129;125;127
Республика Саха (Якутия);117;127;128;134;134;133;139;150;144;144;148;176;177;181;173;172;177;175;165
Забайкальский край;14;11;13;12;13;14;16;16;17;14;14;15;16;14;18;16;15;17;17
Камчатский край;29;30;28;55;41;41;41;40;43;46;45;47;50;41;51;54;56;46;42
Приморский край;253;257;270;278;293;299;316;339;350;348;357;350;421;417;371;407;383;365;357
Хабаровский край;76;82;82;84;89;88;90;97;96;100;98;107;108;115;133;173;146;136;147
Амурская область;39;36;34;38;39;39;42;44;43;45;43;39;44;63;41;38;39;30;24
Магаданская область;28;27;27;29;24;26;26;27;27;27;31;41;29;30;44;44;42;36;33
Сахалинская область;9;9;9;9;13;14;18;17;19;28;29;18;18;19;19;16;18;16;16
Еврейская автономная   область;5;6;7;6;6;7;6;6;5;6;5;16;18;…1);…1);…1);…1);…1);…1)
Чукотский автономный округ;-;1;1;1;1;1;-;-;-;-;-;-;-;…1);…1);…1);…1);…1);…1)
____________;;;;;;;;;;;;;;;;;;;
1) Данные не публикуются в целях обеспечения конфиденциальности первичных статистических данных, полученных от организаций в соответствии с Федеральным законом от 29.11.2007 № 282-ФЗ «Об официальном статистическом учете и системе государственной статистики в  Российской Федерации» (п.5 ст.4, ч.1 ст.9).;;;;;;;;;;;;;;;;;;;
