Социально-экономические показатели по субъектам Российской Федерации;;;;;;;;;;;;;;;;;;;
19. НАУКА И ИННОВАЦИИ;;;;;;;;;;;;;;;;;;;
19.3. ЧИСЛЕННОСТЬ ПЕРСОНАЛА, ЗАНЯТОГО НАУЧНЫМИ ИССЛЕДОВАНИЯМИ И РАЗРАБОТКАМИ, ПО КАТЕГОРИЯМ ;;;;;;;;;;;;;;;;;;;
19.3.3. Вспомогательный персонал;;;;;;;;;;;;;;;;;;;
(человек);;;;;;;;;;;;;;;;;;;
;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018
Российская Федерация;240506;238933;232636;229214;223356;215555;213579;208052;194769;186995;183713;178494;175790;175365;173554;174056;171915;170347;160591
Центральный     федеральный округ;119307;119579;112105;110207;105857;102319;102961;102652;96040;91874;89116;88602;86301;86485;86349;86741;86171;84570;75578
Белгородская область;342;273;238;214;212;197;192;215;166;195;195;188;174;200;192;137;144;190;197
Брянская область;519;551;426;453;356;354;350;364;370;219;170;199;113;114;114;226;114;108;152
Владимирская область;3909;3688;3611;3361;3389;3031;2899;2843;2661;2427;1743;1758;1732;1684;1862;1848;1875;1729;1736
Воронежская область;4491;4397;4335;4227;4136;3744;3947;4958;4721;4267;3703;3942;2122;1997;1972;1888;1817;1882;1879
Ивановская область;184;198;190;129;144;140;103;99;70;58;78;91;78;70;57;60;63;87;105
Калужская область;2843;2832;3017;3643;2642;2467;2505;2498;2309;2252;2278;2475;2472;2458;2413;2365;2858;3068;2881
Костромская область;76;101;34;29;19;20;19;18;27;21;17;10;12;13;7;10;9;11;4
Курская область;485;506;505;477;454;460;1417;1510;1274;1152;1189;1243;1233;1222;908;956;1032;1035;749
Липецкая область;175;121;129;132;129;158;116;127;124;123;99;104;118;118;144;176;164;147;146
Московская область;29678;31221;25528;27287;24973;24328;24491;23376;22201;21683;22166;22569;22538;21793;22059;19754;22236;21750;21419
Орловская область;536;539;575;449;433;233;277;265;220;212;236;254;234;134;205;202;193;170;134
Рязанская область;1545;1393;1360;1291;1269;1379;1362;1409;1422;1241;908;834;852;909;1015;1199;1127;1071;1112
Смоленская область;442;473;341;325;329;325;348;326;275;200;195;160;180;192;195;169;161;189;186
Тамбовская область;987;1046;1099;1008;979;955;679;678;637;549;431;492;467;489;541;545;329;208;196
Тверская область;859;1430;1386;1380;1291;1251;1239;1172;1359;1145;1132;1183;1124;1079;1052;1108;1018;888;964
Тульская область;3444;3289;2981;2936;3250;3176;3320;2054;1300;1327;1168;574;551;494;505;507;536;505;526
Ярославская область;4103;3824;3886;3439;3359;3231;3139;3084;2756;2647;2426;2314;2427;2506;2439;2453;2571;2665;2601
г. Москва;64689;63697;62464;59427;58493;56870;56558;57656;54148;52156;50982;50212;49874;51013;50669;53138;49924;48867;40591
Северо-Западный     федеральный округ;28088;27531;26877;26292;24601;24344;24071;23273;22046;20951;21025;21419;21955;21380;22088;22887;22700;23906;23287
Республика Карелия;250;127;189;194;125;62;47;85;85;93;85;149;159;168;308;203;176;152;166
Республика Коми;362;328;371;340;332;268;273;264;264;205;199;251;251;167;109;240;175;152;177
Архангельская область;183;238;188;175;200;206;605;609;570;208;132;115;138;147;151;153;172;134;151
в том числе:;;;;;;;;;;;;;;;;;;;
Ненецкий автономный округ;2;3;2;2;2;2;2;8;11;10;16;9;12;11;8;9;9;-;1
Архангельская область      без автономного округа;181;235;186;173;198;204;604;601;559;198;116;106;126;136;143;144;163;134;150
Вологодская область;46;46;51;90;97;57;111;113;77;75;44;16;27;43;59;53;55;58;61
Калининградская область;802;810;807;714;695;721;719;691;747;711;700;719;698;784;756;966;918;746;282
Ленинградская область;1673;1733;1693;1852;1808;1772;1785;1841;1889;1900;1790;1961;1914;1911;1989;2048;1956;2090;1985
Мурманская область;719;749;721;673;682;610;520;474;436;441;447;449;445;416;655;689;650;630;396
Новгородская область;259;240;219;263;160;172;194;178;171;177;187;221;307;356;248;326;324;482;490
Псковская область;102;69;71;68;70;59;35;20;22;29;65;122;23;16;40;60;88;52;31
г. Санкт-Петербург;23692;23191;22567;21923;20432;20417;19782;18998;17785;17112;17376;17416;17993;17372;17773;18149;18186;19410;19548
Южный         федеральный округ;7764;7692;7836;7605;7733;7639;7910;7881;7458;7859;7873;7722;6467;6651;7072;6853;7006;7006;6943
Республика Адыгея;50;49;45;44;32;37;59;62;68;54;56;95;78;78;62;51;58;75;77
Республика Калмыкия;25;40;27;45;45;43;26;26;32;29;34;23;32;30;26;17;12;20;22
Республика Крым;;;;;;;;;;;;;;;319;325;549;480;475
Краснодарский край;1909;2041;2314;2210;2244;2026;2087;1920;1615;1722;1592;1495;1534;1735;1645;1375;1321;1238;1476
Астраханская область;269;312;297;310;287;291;255;273;171;146;114;222;231;229;128;127;87;74;59
Волгоградская область;1127;1166;997;974;938;958;950;961;972;1016;965;1019;984;1019;1009;886;1125;1118;1088
Ростовская область;4384;4084;4156;4022;4187;4284;4533;4639;4600;4892;5112;4868;3608;3560;3752;3892;3684;3831;3562
г. Севастополь;;;;;;;;;;;;;;;131;180;170;170;184
Северо-Кавказский      федеральный округ;1411;1326;1311;1327;1319;1223;1205;1291;1303;1168;1184;1580;1230;1155;969;1019;1022;1039;967
Республика Дагестан;339;330;313;336;303;295;271;350;402;307;313;278;277;287;278;237;289;234;186
Республика Ингушетия ;-;1;1;1;1;1;1;13;8;10;10;16;10;7;11;20;19;16;9
Кабардино-Балкарская      Республика;137;155;174;129;109;91;82;82;85;86;93;75;111;79;74;74;111;176;171
Карачаево-Черкесская      Республика;314;320;323;324;330;326;303;285;273;271;283;284;284;276;162;162;159;163;159
Республика Северная        Осетия – Алания;163;159;142;139;152;147;148;147;137;131;125;144;125;123;84;137;103;76;90
Чеченская Республика ;-;-;-;-;32;37;20;36;29;31;37;47;53;52;46;54;52;59;63
Ставропольский край;458;361;358;398;392;326;380;378;369;332;323;736;370;331;314;335;289;315;289
Приволжский     федеральный округ;52085;49971;50867;50591;50346;47658;46659;43274;40981;39080;38283;33237;34192;33161;30342;30086;28160;27483;27192
Республика Башкортостан;2847;2846;2780;2744;2520;2380;2314;2432;2499;2180;2240;2274;2384;2203;2309;2327;2104;2015;1437
Республика Марий Эл;585;584;524;531;494;173;189;162;34;53;25;27;20;16;32;21;15;15;19
Республика Мордовия;370;323;334;310;287;239;251;302;493;431;219;220;221;236;219;254;213;185;196
Республика Татарстан;4126;3950;4081;3986;3980;3765;3884;3374;3229;3221;3185;3156;3399;3014;2486;2638;2466;2181;2292
Удмуртская Республика;555;541;891;558;398;396;370;510;568;401;430;484;169;275;302;287;282;341;303
Чувашская Республика;626;667;592;538;517;530;350;207;217;179;191;159;208;255;248;180;198;171;257
Пермский край;4581;4310;4551;4587;4515;4825;3984;3503;2981;3222;3072;3028;2762;2918;2752;2845;2615;2691;2253
Кировская область;623;564;552;561;636;585;567;563;612;542;382;389;418;480;504;405;391;384;371
Нижегородская область;18512;17233;17126;18185;18775;17831;16714;15512;15184;14197;13785;13346;14856;14315;13718;13645;14153;13570;13679
Оренбургская область;230;174;150;194;207;219;250;229;254;219;180;183;210;185;127;169;165;169;120
Пензенская область;2545;2492;2495;2364;2305;2326;2289;2373;2381;1982;2211;2265;2052;2036;2127;2142;1256;1238;2193
Самарская область;9310;8921;9548;8619;8838;9158;10629;9397;7900;7773;7620;5000;4793;4528;2886;2692;1660;1907;1418
Саратовская область;3386;3323;3205;3439;3215;1618;1368;1363;1220;1092;1063;1040;1002;1011;927;1156;1232;1396;1333
Ульяновская область;3789;4043;4038;3975;3659;3613;3500;3347;3409;3588;3680;1666;1698;1689;1705;1325;1410;1220;1321
Уральский        федеральный округ;13620;14539;15069;14450;14666;13911;13212;13385;11506;11250;11228;11273;11409;11844;12002;11910;12512;12183;11970
Курганская область;517;524;515;517;517;440;218;255;187;153;114;119;118;114;107;109;111;111;130
Свердловская область;7852;8082;8515;8320;8662;8244;7697;7728;6274;6333;6290;6436;6654;7156;7250;7312;7840;7617;7437
Тюменская область;648;542;644;660;631;629;740;1300;886;850;836;678;594;650;815;732;734;619;495
в том числе:;;;;;;;;;;;;;;;;;;;
Ханты-Мансийский      автономный округ – Югра;88;104;164;222;242;241;291;805;349;328;273;214;179;154;209;169;185;143;140
Ямало-Ненецкий     автономный округ;114;28;22;40;44;39;32;40;39;1;1;6;15;20;21;22;25;25;27
Тюменская область     без автономных округов;446;410;458;398;345;349;259;765;310;327;562;458;400;476;585;541;524;451;328
Челябинская область;4603;5391;5395;4953;4856;4598;4557;4102;4159;3914;3988;4040;4043;3924;3830;3757;3827;3836;3908
Сибирский       федеральный округ;15541;15534;15758;15944;16172;15879;15022;13934;13156;12689;12758;12299;11880;12335;12235;12252;12389;12248;12540
Республика Алтай   ;21;23;23;26;27;21;33;43;60;48;46;39;43;24;21;18;17;13;12
Республика Тыва;45;49;57;56;53;51;57;42;48;60;40;40;33;32;33;24;38;23;43
Республика Хакасия;29;22;22;23;23;49;41;32;34;26;24;34;14;13;24;3;7;9;9
Алтайский край;942;762;819;665;624;640;614;597;515;419;361;405;423;585;570;620;568;456;474
Красноярский край;1273;1384;1471;1457;1393;1477;1318;1302;1184;1208;1222;1236;1160;1416;1301;1380;1370;1325;1741
Иркутская область;925;971;932;890;835;760;745;768;828;793;691;855;885;926;824;788;749;640;614
Кемеровская область;381;298;306;280;312;283;262;266;211;206;170;157;139;180;201;141;117;124;95
Новосибирская область;6532;6655;6870;6712;6601;6563;6073;5519;5333;5169;5224;5393;5334;5212;5373;5176;5189;5296;5144
Омская область;3547;3677;3700;3871;4165;3820;3741;3172;2993;2781;2558;1688;1437;1605;1419;1708;1807;1765;1679
Томская область;1846;1693;1558;1964;2139;2215;2138;2193;1950;1979;2422;2452;2412;2342;2469;2394;2527;2597;2729
Дальневосточный      федеральный округ;2690;2761;2813;2798;2662;2582;2539;2362;2279;2124;2246;2362;2356;2354;2497;2308;1955;1912;2114
Республика Бурятия;112;109;113;141;121;98;74;64;74;148;185;198;193;203;123;112;74;85;64
Республика Саха (Якутия);324;348;363;356;330;342;317;293;281;282;248;265;227;227;311;322;288;294;272
Забайкальский край;198;224;220;206;186;136;144;129;135;30;31;48;52;61;192;180;181;144;126
Камчатский край;135;144;156;220;160;162;183;135;150;127;128;119;114;131;154;125;122;112;110
Приморский край;1097;1134;1156;1089;1132;1214;1276;1210;1120;1066;1102;1119;1154;1160;1168;975;822;836;1126
Хабаровский край;280;286;291;325;298;270;226;232;217;209;177;182;206;187;157;238;194;203;208
Амурская область;219;185;151;165;164;129;118;114;111;113;148;144;130;108;117;109;65;56;65
Магаданская область;68;83;102;90;85;77;77;74;63;60;67;66;61;61;75;58;54;57;66
Сахалинская область;242;231;248;188;170;141;108;99;115;80;152;198;185;205;185;171;140;112;65
Еврейская автономная      область;13;14;9;15;13;9;12;7;6;6;6;20;31;…1);…1);…1);…1);…1);…1)
Чукотский автономный округ;2;3;4;3;3;4;4;5;7;3;2;3;3;…1);…1);…1);…1);…1);…1)
_________;;;;;;;;;;;;;;;;;;;
1) Данные не публикуются в целях обеспечения конфиденциальности первичных статистических данных, полученных от организаций в соответствии с Федеральным законом от 29.11.07 № 282-ФЗ «Об официальном статистическом учете и системе государственной статистики в  Российской Федерации» (п.5 ст.4, ч.1 ст.9).;;;;;;;;;;;;;;;;;;;
