Социально-экономические показатели по субъектам Российской Федерации;;;;;;;;;;;;;;;;
6. КУЛЬТУРА, ОТДЫХ И ТУРИЗМ;;;;;;;;;;;;;;;;
6.8. ЧИСЛЕННОСТЬ РОССИЙСКИХ ТУРИСТОВ, ОБСЛУЖЕННЫХ ТУРИСТСКИМИ ФИРМАМИ;;;;;;;;;;;;;;;;
6.8.1. Численность российских туристов, отправленных туристскими фирмами, в туры по России1);;;;;;;;;;;;;;;;
(тысяч человек);;;;;;;;;;;;;;;;
;2002;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018
Российская Федерация;1182,3;1491,1;1696,5;2005,5;2641,3;1926,1;1585,4;1741,3;1731,0;1792,3;1916,4;1974,2;2628,2;3284,2;3285,4;3374,6
Центральный федеральный округ;344,5;388,8;562,4;631,4;760,9;494,7;460,4;417,2;435,1;417,6;408,2;462,3;900,3;644,7;767,0;825,1
Белгородская область;2,2;4,1;4,4;7,2;6,6;6,8;3,8;4,1;2,8;4,1;2,5;5,2;24,2;10,1;7,3;8,8
Брянская область;1,5;3,1;7,6;8,3;9,7;9,8;9,6;9,3;12,1;10,1;8,5;9,5;9,0;16,5;14,8;12,7
Владимирская область;45,3;56,7;67,0;81,5;61,9;70,7;50,4;49,5;61,5;58,6;57,2;54,7;61,0;34,1;28,5;26,9
Воронежская область;0,6;2,8;6,3;8,1;11,3;3,4;11,8;5,0;6,4;5,6;6,4;6,9;7,2;10,1;14,3;12,0
Ивановская область;24,9;16,1;13,5;18,9;22,6;10,5;7,9;9,8;8,7;8,0;9,5;12,9;16,4;17,9;13,7;15,8
Калужская область;1,4;6,8;6,4;16,8;22,4;17,2;15,2;15,0;32,7;36,5;33,2;34,5;72,1;64,3;68,5;75,7
Костромская область;9,5;19,9;23,7;26,9;21,6;9,7;8,2;9,5;5,8;6,8;7,3;6,2;5,8;12,2;14,6;10,1
Курская область;0,4;3,4;6,1;4,5;6,4;6,6;6,6;9,9;7,2;4,9;4,6;8,1;10,5;9,8;9,4;10,9
Липецкая область;4,6;6,0;4,7;4,6;6,2;7,1;5,7;6,2;8,7;9,7;8,7;12,2;9,3;9,3;9,8;9,4
Московская область;81,4;107,4;142,6;202,2;296,7;89,2;149,6;63,6;56,0;51,3;72,2;90,9;83,3;119,2;112,3;109,8
Орловская область;3,9;4,4;3,0;3,0;20,8;7,2;4,4;4,2;3,6;3,5;3,5;5,9;11,6;6,8;8,3;9,6
Рязанская область;17,2;5,5;6,9;5,9;8,3;13,0;8,4;7,3;6,8;8,4;7,3;8,6;8,6;10,8;11,1;15,1
Смоленская область;5,7;8,1;8,4;10,4;9,4;13,8;13,5;13,0;13,1;9,8;9,9;11,5;10,7;9,4;8,3;14,2
Тамбовская область;1,5;3,8;2,8;4,5;5,3;6,6;4,8;3,6;2,7;2,7;3,0;3,3;3,5;3,1;2,5;5,6
Тверская область;4,1;6,9;38,2;30,9;18,1;21,0;20,0;26,4;23,2;20,3;25,4;23,3;6,4;41,4;60,1;41,8
Тульская область;2,7;11,4;21,2;18,7;18,8;9,6;8,1;8,6;16,2;12,0;10,1;15,5;6,6;20,9;23,2;19,2
Ярославская область;16,7;7,3;26,6;24,9;36,1;30,2;36,4;38,8;17,4;21,0;22,0;16,1;20,7;48,3;37,1;67,3
г. Москва;120,8;115,1;173,1;153,9;178,7;162,3;96,1;133,5;150,4;144,2;116,8;136,8;533,5;200,4;323,2;360,3
Северо-Западный федеральный округ;186,3;245,4;267,9;352,2;716,4;267,7;188,9;226,9;196,6;299,0;456,5;324,9;291,7;664,2;720,4;689,4
Республика Карелия;26,2;23,9;21,8;34,4;44,9;30,2;18,5;19,8;20,8;26,3;39,6;51,2;41,0;87,9;58,0;73,4
Республика Коми;0,6;4,8;7,7;7,6;8,1;8,7;8,0;6,6;11,4;5,6;8,4;8,8;8,7;12,4;6,7;7,6
Архангельская область;3,7;9,7;11,8;14,7;15,3;17,5;16,4;16,8;12,6;12,7;10,2;12,6;28,9;22,0;26,4;29,4
в том числе:;;;;;;;;;;;;;;;;
Ненецкий автономный округ;-;-;0,2;0,2;0,4;0,3;0,2;0,1;0,4;0,2;0,2;0,3;0,3;0,6;0,4;0,3
Архангельская область без автономного округа;3,7;9,7;11,6;14,5;14,9;17,2;16,1;16,7;12,2;12,4;9,9;12,2;28,6;21,4;26,0;29,1
Вологодская область;20,5;37,8;26,9;33,4;48,3;61,5;35,1;40,5;35,2;46,9;43,0;38,5;36,8;52,7;43,3;58,8
Калининградская область;3,4;2,6;1,2;1,4;3,7;9,3;1,6;10,5;13,1;17,9;7,5;10,4;11,9;28,0;19,8;30,3
Ленинградская область;13,4;21,4;20,8;30,4;28,8;26,8;15,7;12,8;6,0;10,0;12,2;11,9;5,2;8,8;19,5;20,5
Мурманская область;5,9;10,5;4,4;2,5;3,5;2,5;2,2;4,7;3,6;2,8;2,4;3,5;2,7;4,9;7,5;7,3
Новгородская область;15,2;19,9;14,2;19,3;8,5;8,1;4,0;9,1;25,0;30,6;30,2;31,6;25,7;10,9;11,8;7,7
Псковская область;6,5;44,7;51,3;56,0;95,9;12,9;11,3;11,1;17,6;12,4;8,6;12,9;11,1;10,9;16,7;15,9
г. Санкт-Петербург;90,8;70,1;107,8;152,5;459,3;90,1;76,0;95,0;51,5;133,8;294,4;143,5;119,6;425,9;510,6;438,6
Южный федеральный округ;222,1;186,2;144,0;198,7;191,6;261,3;177,8;237,1;234,6;206,9;218,5;311,4;431,6;709,6;581,8;608,8
Республика Адыгея;14,1;31,3;8,8;46,9;3,6;1,8;1,8;2,4;1,3;1,8;1,6;2,1;1,7;5,1;4,1;3,5
Республика Калмыкия;-;0,9;1,0;2,0;0,4;1,6;1,5;1,9;1,3;1,5;1,3;1,5;1,3;0,4;0,9;1,4
Республика Крым;;;;;;;;;;;;28,9;29,8;157,7;90,6;128,3
Краснодарский край;149,6;105,3;76,6;74,8;106,7;172,5;102,7;133,1;128,7;85,3;105,6;162,1;196,2;294,0;289,8;227,0
Астраханская область;41,9;16,6;9,0;14,1;20,6;22,1;19,8;25,1;33,4;36,2;35,4;34,9;35,6;31,9;43,2;47,0
Волгоградская область;7,9;10,6;15,6;14,9;11,2;7,9;7,9;19,0;19,8;23,6;25,9;23,8;43,5;29,6;34,6;33,2
Ростовская область;8,4;21,4;33,0;46,0;49,1;55,4;44,1;55,5;50,0;58,6;48,6;53,5;51,2;65,9;67,5;78,8
г. Севастополь;;;;;;;;;;;;4,6;72,3;125,0;51,3;89,7
Северо-Кавказский федеральный округ;29,1;16,8;23,6;21,4;20,3;22,8;30,7;27,0;37,7;41,0;54,5;41,4;22,6;58,9;84,0;105,9
Республика Дагестан;0,7;-;0,6;0,3;0,8;0,0;-;-;-;0,4;0,0;0,6;0,5;0,2;0,2;0,7
Республика Ингушетия;0,0;-;-;-;-;-;-;-;-;-;-;-;-;0,8;3,2;1,6
Кабардино-Балкарская Республика;12,2;0,0;1,3;0,5;0,2;0,2;0,7;0,4;0,0;0,3;0,2;1,0;2,2;2,0;1,6;3,0
Карачаево-Черкесская Республика;3,2;1,9;0,9;1,1;0,9;0,8;0,1;0,4;2,4;0,5;0,2;0,2;0,0;1,4;0,3;0,2
Республика Северная Осетия - Алания;0,3;0,7;0,6;1,6;1,3;1,0;0,9;0,9;1,2;1,1;2,4;1,5;1,7;0,8;3,2;3,5
Чеченская Республика;-;-;-;-;-;-;-;-;0,0;-;-;0,8;0,5;2,4;1,6;0,4
Ставропольский край;12,5;14,1;20,1;17,9;17,1;20,7;28,9;25,3;34,1;38,7;51,7;37,3;17,7;51,5;73,9;96,4
Приволжский федеральный округ;226,2;320,0;314,8;399,7;493,3;337,7;330,6;397,6;417,4;437,4;394,6;454,0;558,2;596,0;561,0;588,4
Республика Башкортостан;7,2;20,3;28,2;21,1;30,9;30,6;26,1;28,4;30,5;52,4;50,5;51,9;42,4;51,7;33,6;31,2
Республика Марий Эл;1,2;1,1;1,9;2,4;2,5;3,1;2,6;2,8;2,5;2,8;3,0;3,1;3,1;7,6;8,4;8,7
Республика Мордовия;0,5;1,8;2,1;3,1;3,6;4,3;3,6;4,2;5,5;5,6;6,7;6,0;10,1;14,9;18,0;14,6
Республика Татарстан;22,5;45,2;89,9;66,3;109,8;63,4;49,5;60,6;62,4;60,9;67,6;95,4;178,2;110,0;120,5;120,2
Удмуртская Республика;0,5;9,7;10,9;9,7;12,7;8,9;6,6;10,4;11,6;14,4;13,1;14,3;22,9;24,2;20,6;21,6
Чувашская Республика;2,0;16,5;20,5;37,0;47,4;43,6;48,5;56,6;51,8;58,1;12,6;11,8;10,8;17,5;20,6;21,0
Пермский край;142,9;121,0;34,6;38,2;49,2;13,7;28,9;47,8;50,1;44,2;53,0;57,9;47,3;104,3;81,6;92,6
Кировская область;1,6;5,4;7,1;19,9;14,0;8,9;6,0;9,3;12,6;15,3;12,2;16,4;29,4;25,8;23,0;23,5
Нижегородская область;21,0;50,1;60,6;98,6;88,0;71,4;58,4;70,2;83,6;76,2;70,1;104,4;104,5;105,9;97,6;105,0
Оренбургская область;0,7;6,8;4,3;7,1;7,4;9,0;4,2;7,1;6,6;6,0;4,6;8,5;12,3;11,5;7,0;13,1
Пензенская область;0,2;3,8;5,6;8,2;10,1;10,3;8,5;10,3;9,5;9,0;7,4;9,3;3,1;23,3;18,3;21,6
Самарская область;22,1;21,6;25,0;59,4;84,4;34,5;60,6;59,4;59,1;61,3;64,3;48,3;65,9;78,2;77,5;63,4
Саратовская область;1,5;12,6;15,1;19,8;24,1;27,6;21,6;23,0;23,3;19,9;22,5;15,6;20,3;12,1;23,6;40,8
Ульяновская область;2,3;4,0;8,8;8,9;9,1;8,5;5,4;7,5;8,2;11,2;7,2;11,0;8,0;9,0;10,6;11,2
Уральский федеральный округ;28,1;92,6;136,5;132,0;167,5;173,2;91,2;118,2;130,2;129,8;130,3;144,6;180,3;230,7;208,2;213,4
Курганская область;0,1;1,5;1,7;1,6;3,3;1,4;2,4;2,9;2,5;1,8;2,6;7,9;9,0;8,3;8,7;8,9
Свердловская область;15,0;46,5;78,4;76,3;91,9;97,5;40,8;57,5;57,5;70,2;65,4;69,0;73,0;128,6;103,5;102,8
Тюменская область;3,4;21,4;17,5;15,9;24,3;33,0;12,2;18,8;18,8;19,2;19,0;27,7;50,4;31,6;40,0;36,0
в том числе:;;;;;;;;;;;;;;;;
Ханты-Мансийский автономный округ - Югра;0,2;3,9;5,6;6,3;11,0;11,7;3,3;7,1;9,3;5,8;6,8;11,7;9,3;15,5;20,1;11,1
Ямало-Ненецкий автономный округ;-;0,6;0,8;0,4;1,1;1,9;0,5;0,5;0,2;3,1;1,6;3,0;4,2;2,8;2,6;2,7
Тюменская область     без автономных округов;3,2;16,9;11,1;9,2;12,2;19,4;8,5;11,1;9,2;10,3;10,6;13,1;37,0;13,2;17,3;22,2
Челябинская область;9,6;23,2;38,8;38,3;48,0;41,4;35,8;39,1;51,4;38,5;43,3;39,9;47,8;62,3;56,0;65,8
Сибирский федеральный округ;90,5;181,9;186,8;200,3;223,8;291,9;250,5;254,9;213,3;200,6;198,9;168,6;168,1;302,6;274,1;245,8
Республика Алтай;9,5;11,9;0,3;1,8;1,1;1,3;10,3;38,5;10,8;21,6;23,3;10,2;12,4;15,8;11,6;6,1
Республика Тыва;0,3;0,3;0,2;0,1;0,2;0,2;0,2;0,3;0,3;0,1;0,2;0,4;0,3;0,7;3,5;1,2
Республика Хакасия;3,1;0,7;1,6;2,2;6,9;7,9;4,9;4,6;2,3;4,2;2,8;3,6;6,5;2,4;2,9;5,6
Алтайский край;14,0;23,3;34,4;38,6;48,9;100,6;70,1;54,3;27,5;33,2;31,4;25,6;23,3;40,1;43,0;37,1
Красноярский край;42,5;70,1;54,8;28,6;28,5;28,2;27,7;30,0;20,1;30,9;24,3;18,4;16,5;29,7;23,9;26,0
Иркутская область;7,8;10,1;10,6;22,7;25,8;35,7;37,1;24,3;66,7;21,1;25,3;20,5;11,9;33,8;24,8;30,6
Кемеровская область;1,9;7,4;10,8;17,0;16,8;18,8;18,2;21,4;20,6;21,5;22,4;24,0;28,6;34,1;30,2;29,1
Новосибирская область;4,1;25,9;36,1;48,3;49,0;53,5;49,0;41,6;33,7;33,1;35,7;31,8;29,9;97,3;75,6;42,9
Омская область;6,3;22,9;27,0;29,8;33,1;30,9;25,7;29,1;21,3;28,1;26,8;28,4;29,8;41,6;49,7;58,3
Томская область;1,1;9,3;10,9;11,2;13,4;14,7;7,1;10,9;9,9;6,9;6,8;5,7;8,8;7,0;8,9;8,9
