Социально-экономические показатели по субъектам Российской Федерации;;;;;;;;
13.  ПРОМЫШЛЕННОЕ ПРОИЗВОДСТВО;;;;;;;;
13.2. ОБЪЕМ ОТГРУЖЕННЫХ ТОВАРОВ СОБСТВЕННОГО ПРОИЗВОДСТВА, ВЫПОЛНЕННЫХ РАБОТ И УСЛУГ СОБСТВЕННЫМИ СИЛАМИ ПО ВИДАМ ЭКОНОМИЧЕСКОЙ ДЕЯТЕЛЬНОСТИ;;;;;;;;
"13.2.6. «Обеспечение электрической энергией, газом и паром; кондиционирование воздуха» в соответствии с ОКВЭД21)";;;;;;;;
"(в фактически действовавших ценах; миллионов рублей)";;;;;;;;
;2017;2018;;;;;;
Российская Федерация;5379682;5641920;;;;;;
"Центральный
федеральный округ";1691479;1748280;;;;;;
Белгородская область;27031;26805;;;;;;
Брянская область;16064;17730;;;;;;
Владимирская область;33308;36295;;;;;;
Воронежская область;88207;99618;;;;;;
Ивановская область;32003;31077;;;;;;
Калужская область;23200;23282;;;;;;
Костромская область;39628;36785;;;;;;
Курская область;60309;58383;;;;;;
Липецкая область;25921;25534;;;;;;
Московская область;279036;287728;;;;;;
Орловская область;13353;13794;;;;;;
Рязанская область;37935;38454;;;;;;
Смоленская область;54534;55189;;;;;;
Тамбовская область;16099;15773;;;;;;
Тверская область;94874;103028;;;;;;
Тульская область;49630;49812;;;;;;
Ярославская область;43671;45608;;;;;;
г. Москва;756675;783384;;;;;;
"Северо-Западный
федеральный округ";582716;618401;;;;;;
Республика Карелия;26676;25664;;;;;;
Республика Коми;47108;44613;;;;;;
Архангельская область;36674;34886;;;;;;
в том числе:;;;;;;;;
Ненецкий автономный округ;3832;3063;;;;;;
Архангельская область без автономного округа;32842;31823;;;;;;
Вологодская область;40646;40464;;;;;;
Калининградская область;28773;37791;;;;;;
Ленинградская область;99029;130252;;;;;;
Мурманская область;58976;57999;;;;;;
Новгородская область;19405;21582;;;;;;
Псковская область;11491;11760;;;;;;
г. Санкт-Петербург;213938;213389;;;;;;
Южный            федеральный округ;384785;435469;;;;;;
Республика Адыгея;2346;2428;;;;;;
Республика Калмыкия;2054;2700;;;;;;
Республика Крым;35383;37021;;;;;;
Краснодарский край;110399;121025;;;;;;
Астраханская область;27700;27806;;;;;;
Волгоградская область;66847;71872;;;;;;
Ростовская область;133563;153514;;;;;;
г. Севастополь;6492;19103;;;;;;
Северо-Кавказский       федеральный округ;142494;148584;;;;;;
Республика Дагестан;19315;21949;;;;;;
Республика Ингушетия;1345;1506;;;;;;
Кабардино-Балкарская Республика;8733;9829;;;;;;
Карачаево-Черкесская Республика;9061;9401;;;;;;
Республика Северная           Осетия – Алания;6697;7125;;;;;;
Чеченская Республика;14379;15463;;;;;;
Ставропольский край;82964;83311;;;;;;
Приволжский федеральный округ;911282;980674;;;;;;
Республика Башкортостан ;122987;128760;;;;;;
Республика Марий Эл;11546;11878;;;;;;
Республика Мордовия;11745;13577;;;;;;
Республика Татарстан;126863;144762;;;;;;
Удмуртская Республика ;37608;40784;;;;;;
Чувашская Республика;24578;27133;;;;;;
Пермский край ;118342;124036;;;;;;
Кировская область;39382;40669;;;;;;
Нижегородская область;99013;109520;;;;;;
Оренбургская область ;57928;61913;;;;;;
Пензенская область;22153;22596;;;;;;
Самарская область;115780;125309;;;;;;
Саратовская область;96236;101302;;;;;;
Ульяновская область;27120;28434;;;;;;
Уральский        федеральный округ;712098;705288;;;;;;
Курганская область ;20540;21324;;;;;;
Свердловская область ;235726;243507;;;;;;
Тюменская область;318850;317522;;;;;;
в том числе:;;;;;;;;
Ханты-Мансийский автономный округ – Югра;215479;218778;;;;;;
Ямало-Ненецкий автономный округ;58693;47357;;;;;;
Тюменская область без автономных округов;44678;51388;;;;;;
Челябинская область ;136982;122934;;;;;;
Сибирский           федеральный округ;618728;652264;;;;;;
Республика Алтай ;2822;3048;;;;;;
Республика Тыва;4669;4291;;;;;;
Республика Хакасия;47622;53140;;;;;;
Алтайский край ;45807;47440;;;;;;
Красноярский край;163533;174982;;;;;;
Иркутская область;111750;120261;;;;;;
Кемеровская область ;96518;95662;;;;;;
Новосибирская область ;59641;61720;;;;;;
Омская область ;50397;53353;;;;;;
Томская область ;35969;38368;;;;;;
Дальневосточный федеральный округ;336099;352960;;;;;;
Республика Бурятия;26888;26273;;;;;;
Республика Саха (Якутия);61133;66210;;;;;;
Забайкальский край;31144;34259;;;;;;
Камчатский край;21588;18224;;;;;;
Приморский край;62629;66550;;;;;;
Хабаровский край;53619;57061;;;;;;
Амурская область;36087;37046;;;;;;
Магаданская область;14541;16012;;;;;;
Сахалинская область;16465;18063;;;;;;
Еврейская автономная область;4209;4455;;;;;;
Чукотский автономный округ;7796;8805;;;;;;
?????;;;;;;;;
1) Данные сформированы по кругу крупных, средних и малых организаций по фактическим видам экономической деятельности  в соответствии с Общероссийским классификатором видов экономической деятельности ОК 029-2014 (КДЕС РЕД. 2) (ОКВЭД2).;;;;;;;;
;;;;;;;;
;;;;;;;;
