Социально-экономические показатели по субъектам Российской Федерации;;;;;;;;;;;;;;;;;;;
19. НАУКА И ИННОВАЦИИ;;;;;;;;;;;;;;;;;;;
19.9. ПОСТУПЛЕНИЕ ПАТЕНТНЫХ ЗАЯВОК И ВЫДАЧА ПАТЕНТОВ В РОССИИ;;;;;;;;;;;;;;;;;;;
 19.9.3. Выдано патентов на избретения1);;;;;;;;;;;;;;;;;;;
(единиц);;;;;;;;;;;;;;;;;;;
;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018
Российская Федерация;14434;13777;15140;20621;19123;19447;19138;18431;22260;26294;21627;20339;22481;21378;23065;22560;21020;21037;20526
Центральный федеральный округ;6555;6315;6306;8517;7694;8935;8789;8752;11276;13270;10984;10988;11178;11074;12581;10554;11988;9898;10075
Белгородская область;58;55;74;72;77;77;93;75;161;122;93;104;130;97;116;167;115;155;162
Брянская область;26;37;20;41;52;38;81;45;49;55;27;50;42;47;40;56;42;40;68
Владимирская область;88;85;126;144;137;118;98;99;114;135;109;151;120;209;199;241;214;258;207
Воронежская область;231;227;305;469;433;449;442;422;582;547;380;338;501;580;521;588;551;460;434
Ивановская область;65;43;83;87;93;98;103;501;1323;628;455;503;438;695;427;288;237;398;339
Калужская область;79;87;96;119;119;113;98;96;108;131;118;89;91;95;100;103;92;109;170
Костромская область;32;23;41;38;35;42;32;29;30;51;42;33;29;38;27;23;27;35;41
Курская область;126;167;135;133;88;125;128;94;196;222;251;172;175;168;152;297;193;264;257
Липецкая область;76;73;71;117;110;81;79;60;74;74;89;51;62;69;53;85;34;47;48
Московская область;931;902;1037;1573;1397;1605;1167;1051;1158;1351;1065;926;1008;1425;1552;1245;961;1436;2204
Орловская область;80;80;135;170;166;148;182;171;199;192;115;165;158;123;86;112;59;57;70
Рязанская область;128;118;148;156;115;139;163;207;132;128;100;89;122;70;75;115;97;120;143
Смоленская область;36;20;35;38;54;48;40;42;63;43;61;62;56;43;40;42;24;41;39
Тамбовская область;76;63;67;85;74;74;71;77;92;92;68;72;71;95;86;104;53;85;82
Тверская область;98;114;120;119;136;145;138;109;95;85;82;68;88;79;81;134;105;138;130
  Тульская область;169;223;243;262;286;245;200;159;194;211;162;143;161;132;169;193;129;179;141
Ярославская область;82;95;114;141;174;140;185;140;183;190;130;126;173;135;158;167;106;149;133
г. Москва;4174;3903;3456;4753;4148;5250;5489;5375;6523;9013;7637;7846;7753;6974;8699;6594;8949;5927;5407
