Социально-экономические показатели по субъектам Российской Федерации;;;;;;;;;;;;;;;;;;;
19. НАУКА И ИННОВАЦИИ;;;;;;;;;;;;;;;;;;;
19.4. ЧИСЛЕННОСТЬ ИССЛЕДОВАТЕЛЕЙ С УЧЕНЫМИ СТЕПЕНЯМИ ;;;;;;;;;;;;;;;;;;;
19.4.3. С ученой степенью кандидата наук;;;;;;;;;;;;;;;;;;;
(человек);;;;;;;;;;;;;;;;;;;
;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018
Российская Федерация;83962;82152;79775;78870;76808;76018;75627;78512;75909;75980;78325;81818;81546;80763;81629;83487;80958;77251;75042
Центральный    федеральный округ;48580;47495;45737;44917;43120;42760;42513;43811;42450;42358;45082;45210;43810;44022;43512;43055;41633;39690;38727
Белгородская область;142;129;113;99;94;92;83;93;95;258;264;305;324;307;325;479;438;409;341
Брянская область;53;39;40;49;43;44;43;39;36;46;35;41;38;40;50;80;51;52;59
Владимирская область;365;360;356;343;306;297;285;281;270;265;246;351;331;336;356;501;282;272;264
Воронежская область;544;536;553;582;627;783;784;992;911;924;768;1133;789;783;869;816;802;801;818
Ивановская область;234;235;240;222;202;196;189;183;201;197;198;211;315;328;376;201;201;171;168
Калужская область;988;950;890;872;798;787;781;822;781;751;743;730;702;687;666;680;616;555;501
Костромская область;26;31;29;21;18;18;18;18;15;13;18;18;18;20;20;29;25;23;35
Курская область;90;84;85;88;73;66;95;91;104;104;112;154;135;136;138;149;154;133;123
Липецкая область;23;21;20;26;28;43;67;57;55;66;54;59;82;80;79;226;200;178;197
Московская область;7616;7273;6468;6700;6465;6456;6550;6695;6634;6710;6678;6542;6138;6129;6366;6240;6371;6015;6470
Орловская область;97;97;112;100;84;87;112;117;150;149;143;171;104;109;104;115;116;112;116
Рязанская область;117;121;117;120;124;132;130;145;148;154;143;168;162;177;163;177;176;161;154
Смоленская область;42;39;47;48;49;51;66;75;69;56;56;63;54;55;50;52;47;46;48
Тамбовская область;131;139;148;139;142;145;142;156;159;152;147;159;160;163;157;163;144;151;137
Тверская область;436;456;447;425;420;423;426;409;387;419;400;372;379;352;336;322;297;288;267
Тульская область;200;194;170;176;161;154;150;156;143;145;138;140;131;146;194;285;225;184;184
Ярославская область;341;322;318;302;301;291;297;751;694;682;705;696;706;694;709;693;692;691;643
г. Москва;37135;36469;35584;34605;33185;32695;32295;32731;31598;31267;34234;33897;33242;33480;32554;31847;30796;29448;28202
Северо-Западный федеральный округ;12588;12113;11765;11675;11595;11164;10926;11229;10682;10665;10242;10359;10930;10696;10683;10495;9711;9269;8827
Республика Карелия;254;303;259;266;279;278;275;277;273;245;238;249;243;255;259;277;282;277;268
Республика Коми;277;289;309;318;328;335;358;361;360;345;333;362;369;379;383;391;389;398;397
Архангельская область;75;92;88;94;92;105;109;98;109;108;128;124;120;131;141;149;154;157;143
в том числе:;;;;;;;;;;;;;;;;;;;
Ненецкий автономный округ;1;1;1;1;1;1;1;3;1;1;1;1;1;1;2;2;2;2;2
Архангельская область     без автономного округа;74;91;87;93;91;104;108;95;108;107;127;123;119;130;139;147;152;155;141
Вологодская область;71;65;51;45;46;46;58;53;62;65;64;63;71;76;88;123;113;70;84
Калинингpадская область;105;106;100;102;106;105;103;104;96;102;100;118;110;142;155;159;185;143;145
Ленинградская область;558;554;543;531;523;501;498;501;487;482;459;446;441;445;540;513;497;479;465
Мурманская область;358;355;358;374;375;384;381;373;357;367;375;386;410;407;396;395;386;364;364
Новгородская область;28;25;24;26;26;19;20;23;21;23;21;25;26;28;33;65;56;52;50
Псковская область;41;27;66;63;64;30;54;59;66;68;64;78;330;305;299;315;52;45;41
г. Санкт-Петербург;10821;10297;9967;9856;9756;9361;9070;9380;8851;8860;8460;8508;8810;8528;8389;8108;7597;7284;6870
Южный             федеральный округ;2387;2313;2233;2281;2295;2315;2453;2994;2547;2528;2485;2603;2726;2731;3505;4310;3919;3775;3607
Республика Адыгея;27;26;24;27;27;28;44;50;51;52;53;52;55;48;52;55;55;48;45
Республика Калмыкия;51;66;62;65;63;66;65;63;80;79;64;58;58;62;62;62;59;44;41
Республика Крым;;;;;;;;;;;;;;;204;237;231;290;271
Краснодарский край;739;701;718;727;720;699;822;861;838;818;829;803;1114;1115;1317;1941;1724;1563;1492
Астраханская область;176;182;170;181;186;193;215;481;208;173;167;173;183;191;214;216;173;154;153
Волгоградская область;345;343;308;347;340;336;329;445;290;302;316;283;280;303;309;422;356;333;326
Ростовская область;1049;995;951;934;959;993;978;1094;1080;1104;1056;1234;1036;1012;1171;1100;1103;1117;1053
г. Севастополь;;;;;;;;;;;;;;;176;277;218;226;226
Северо-Кавказский      федеральный округ;928;916;940;935;981;1006;1042;1221;1207;1272;1357;2916;2390;1735;1975;2509;2699;2312;2164
Республика Дагестан;366;358;370;361;369;388;389;414;363;352;353;406;429;411;404;550;788;613;516
Республика Ингушетия ;-;8;9;6;6;7;7;30;29;32;29;36;39;34;34;146;140;111;63
Кабардино-Балкарская    Республика;144;146;148;172;176;168;186;211;193;203;214;220;222;224;236;309;379;288;293
Карачаево-Черкесская        Республика;80;76;92;90;75;76;79;90;91;100;107;124;118;105;121;129;133;130;123
Республика Северная       Осетия –Алания;83;90;90;92;89;90;95;130;126;138;145;141;140;140;140;131;142;131;127
Чеченская Республика ;-;-;-;-;73;82;77;95;108;132;154;311;216;284;227;188;166;173;101
Ставропольский край;255;238;231;214;193;195;209;251;297;315;355;1678;1226;537;813;1056;951;866;941
Приволжский   федеральный округ;6367;6356;6230;6117;6053;6006;6070;6472;6366;6323;6164;6510;6840;6776;6875;7220;7235;7193;7063
Республика Башкортостан;948;936;931;889;829;769;810;820;779;786;770;831;892;826;960;911;905;848;835
Республика Марий Эл;50;50;47;45;42;29;28;34;36;37;35;37;40;49;49;49;45;50;46
