Московская область;18419;18068;19328;19389;19458;18092;20693;22253;21619;22393;22641;22973;23563;23501;16752;16802;15494;15590
Орловская область;3881;3998;4216;4080;4071;4173;4251;4349;4531;4464;4271;4093;4201;4182;3869;3516;3392;3318
Рязанская область;5986;5194;5432;5831;5478;5439;5749;5827;5468;5598;5548;5617;5716;5599;5504;5452;5480;5488
Смоленская область;4824;4718;4518;4784;4713;4369;4951;5773;6075;5858;5881;5841;5727;5534;5314;5411;4913;5157
Тамбовская область;5986;5905;6080;6146;6235;6183;6452;6699;6643;5908;5185;4818;4732;4655;4542;4478;4489;4471
Тверская область;7252;7126;7224;7094;7092;6204;6189;6631;6868;7046;7170;6783;6235;6208;6060;5922;5674;5390
Тульская область;6790;6249;6544;6727;6546;5950;5903;6329;6464;6293;6315;5198;4520;4450;4165;4141;4222;4238
Ярославская область;5382;5116;5409;5579;5732;5560;6222;6331;5576;5189;5028;4815;4967;4915;4702;4582;4377;4129
г. Москва;4405;5128;4909;1235;1382;1283;1595;2185;2581;2809;2928;3752;2702;1854;1894;1921;1966;1990
Северо-Западный федеральный округ;37074;36325;36725;37065;37103;37033;39476;40631;41594;41308;40336;38899;38824;38550;36847;35123;34786;33393
Республика Карелия;2249;1733;1866;1683;1517;1502;1739;1801;1827;1780;1715;1623;1656;1705;1702;1629;1609;1510
Республика Коми;3034;3207;3182;3193;3202;3240;3349;3618;3892;3780;4240;4292;4413;4513;4462;4447;4371;4249
Архангельская область;5518;5015;5560;5647;5639;5557;6018;6351;6474;6391;6243;6013;5961;5956;5590;5331;5214;5147
в том числе: ;;;;;;;;;;;;;;;;;;
Ненецкий автономный округ;235;216;246;298;303;296;376;445;498;512;479;516;517;512;429;392;389;382
Архангельская область без автономного округа;5283;4799;5314;5349;5336;5261;5642;5906;5976;5879;5764;5497;5444;5444;5161;4939;4825;4765
Вологодская область;5778;5539;5721;5884;6117;5946;7288;7363;7506;7011;6671;6453;6473;6508;5840;4746;4519;4297
Калининградская область;3198;3348;2959;3008;3077;3219;3309;3513;3633;3974;3909;3673;3500;3188;2941;2840;2824;2648
Ленинградская область;5781;5750;5722;5803;5777;5860;5964;6053;6233;6341;5967;5765;5927;5978;6069;6044;6132;5625
Мурманская область;3087;3285;3030;3015;3001;2843;2862;2878;3002;2951;2613;2252;2183;2165;2124;2109;2111;2064
Новгородская область;3720;3612;3660;3683;3674;3584;4052;4140;4134;4081;3846;3498;3346;3129;2977;2948;2928;2777
Псковская область;3449;3459;3517;3558;3526;3574;3106;3088;2958;2958;3032;3091;3080;3067;2781;2671;2662;2652
г. Санкт-Петербург;1260;1377;1508;1591;1573;1708;1789;1826;1935;2041;2100;2239;2285;2341;2361;2358;2416;2424
Южный                    федеральный округ;44511;42863;43943;44938;44609;42138;46561;48555;49582;49805;51100;49986;49800;49561;54585;54056;53829;53775
Республика Адыгея;821;812;689;1445;1539;1548;1546;1573;1623;1671;1694;1787;1798;1786;1767;1771;1808;1833
Республика Калмыкия;585;652;662;1226;1266;1009;1589;1632;1702;1582;1540;1590;1567;1502;1315;1178;1382;1385
Республика Крым;;;;;;;;;;;;;;…;6103;6124;6058;5987
Краснодарский край;15053;14185;14371;14866;14290;11987;12772;13337;13982;14447;15677;14930;14844;14865;14439;14345;14230;14340
Астраханская область;3502;3774;3959;3917;4009;4113;4135;4252;4577;4580;4351;3924;3985;4017;3733;3638;3567;3495
Волгоградская область;9728;9372;9887;9783;10033;10003;10188;10955;10541;10195;10459;10080;10020;9647;9256;9248;9093;9040
Ростовская область;14822;14068;14375;13701;13472;13478;16331;16806;17157;17330;17379;17675;17586;17744;17838;17600;17488;17488
г. Севастополь;;;;;;;;;;;;;;…;134;152;203;207
Северо-Кавказский   федеральный округ;14735;15855;16515;17253;17564;21653;22486;23698;23560;24380;29293;30064;30483;30785;30091;29456;29249;29505
Республика Дагестан;5118;5273;5518;5671;5765;6155;5782;5976;5683;6523;7575;7875;8045;8238;7894;7240;7348;7519
Республика Ингушетия;57;511;486;597;657;636;599;607;…;…;710;766;800;823;801;790;817;849
Кабардино-Балкарская Республика;2210;1895;2256;2300;2384;2575;1945;2183;2175;2252;2258;2389;2481;2481;2533;2654;2713;2736
Карачаево-Черкесская Республика;789;972;926;1012;1024;1141;2041;2034;2024;2066;2090;2148;2105;2182;2162;2194;2253;2273
Республика Северная Осетия - Алания;1560;1772;1805;1817;1819;1804;1951;2076;2149;2084;2014;1950;1944;1868;1831;1803;1749;1722
Чеченская Республика;…;…;…;…;…;…;…;…;1740;1758;3394;3761;3864;4053;3998;3989;4136;4133
Ставропольский край;5001;5432;5524;5856;5915;9342;10168;10822;9789;9697;11252;11175;11244;11140;10872;10786;10233;10273
Приволжский федеральный округ;97337;97541;98732;101996;103168;100707;112284;113220;113828;110839;108583;105825;101751;103458;100789;104505;102902;100948
Республика Башкортостан;12566;12399;12754;13026;13324;13187;11906;12095;11960;11280;11252;12329;12065;12145;11999;11681;11595;11466
Республика Марий Эл;1680;2042;2035;2075;1998;1906;2510;2548;2461;2437;2318;2330;2348;2331;2283;2240;2203;2170
Республика Мордовия;4491;3842;3881;3858;3834;3799;3978;4497;4446;3663;3623;3554;3480;3484;3402;3103;3029;2987
Республика Татарстан;4532;4906;4798;4734;4739;3232;9633;9652;9295;8951;8708;8557;8004;7903;8124;10900;11011;11125
Удмуртская Республика;5618;5473;5451;5611;5620;5731;5857;5564;5575;6322;6451;6396;6653;6594;6484;6298;6022;5863
Чувашская Республика;3884;3562;3636;3697;3744;3983;3876;3875;4001;3743;3592;3587;3733;3722;3686;3513;3415;3320
Пермский край;10523;10118;10106;10208;10602;10095;11272;11631;11938;11409;11172;10688;10563;11654;11479;11146;11002;10304
Кировская область;5947;5744;5816;5852;5687;5394;6247;6475;6203;6651;6541;6773;6894;8269;8096;8075;8074;7918
Нижегородская область;13638;13123;13391;13391;13374;13444;12413;12689;12722;12235;11910;11424;11283;11352;10910;14251;14330;14297
Оренбургская область;4557;7789;7837;7964;7964;7967;9386;9877;10056;10154;10044;9306;8076;8743;8294;7791;7574;7255
Пензенская область;3172;3182;3350;5577;5694;6284;6382;6687;6629;6451;6371;6223;6077;5854;5576;5517;5475;5393
Самарская область;11377;9963;10186;10136;10791;10702;11656;11934;12751;12907;12033;10771;10070;9765;9242;9082;8579;8395
Саратовская область;9768;9946;9707;10059;9795;9194;10725;9642;9552;9285;9309;8725;7867;7760;7454;7225;7154;7072
Ульяновская область;5584;5452;5784;5808;6002;5789;6443;6054;6239;5351;5259;5162;4638;3882;3760;3683;3439;3382
Уральский               федеральный округ;39285;38958;43208;42038;43550;43550;47745;48667;48435;47796;46484;46497;46430;46772;46715;46331;47147;47516
Курганская область;3915;4797;5020;5140;5232;5173;5142;4937;4818;4837;4679;4727;4681;4713;4672;4649;4659;4722
Свердловская область;11518;11196;10990;10943;10572;10444;10008;10238;9851;9398;9034;9188;9301;9348;9219;9031;9139;9101
Тюменская область;15081;14415;17432;15853;16897;16302;19629;19697;20272;20198;19310;18938;18668;18814;19032;18552;18567;18611
в том числе:;;;;;;;;;;;;;;;;;;
Ханты-Мансийский автономный округ - Югра;7343;7196;8103;7908;8189;7454;9320;9156;9773;9546;8777;8424;7956;7917;7838;7650;7604;7564
Ямало-Ненецкий автономный округ;3473;3271;3740;4024;4467;4608;5041;5091;5212;5289;5195;5153;5370;5596;6075;5898;5732;5717
Тюменская область без автономных округов;4265;3948;5589;3921;4241;4240;5268;5450;5287;5363;5338;5361;5342;5301;5119;5004;5231;5330
Челябинская область;8771;8550;9766;10102;10849;11631;12966;13795;13494;13363;13461;13644;13780;13897;13792;14099;14782;15082
Сибирский         федеральный округ2);78171;75940;77545;81398;82558;84340;93010;94284;93276;91265;88553;87614;87750;90243;86911;86240;85622;74789
Республика Алтай;1430;1515;1661;1721;1822;1838;2107;2220;2282;2297;2231;1961;2047;2014;1706;2101;2027;2045
Республика Тыва;1299;2011;1621;1637;1598;1574;1810;1904;1972;1991;1983;1885;2050;2097;2131;2120;2299;2290
Республика Хакасия;1701;1642;1565;2637;2719;2794;2862;2960;3103;3141;3177;3236;3274;3595;3488;3467;3567;3635
Алтайский край;13302;13120;13645;14187;14394;14650;15255;14355;13344;12820;11696;11443;11399;11949;10518;9939;9662;9642
Красноярский край;12651;12101;12632;13405;14019;14220;15533;16447;16219;16528;16417;16863;16745;16599;15835;16160;15989;15979
Иркутская область;9719;9377;9416;9424;9636;8984;11083;11545;11914;11366;11229;11522;11847;11947;11572;11510;11530;11512
Кемеровская область;9665;8868;8176;8108;8261;8199;9679;9228;9603;9507;9482;9296;9264;9294;9264;8970;9071;9179
Новосибирская область;7992;5800;6021;6982;7198;9351;9574;9860;10096;10133;10243;10175;9779;9806;9753;9632;9422;9395
Омская область;6828;6765;6936;7132;6961;7165;7902;8409;8410;7865;7168;6473;6578;6919;6779;6691;6636;6512
Томская область;4668;4850;5148;5045;5003;4599;5113;5069;4620;4605;4519;4424;4520;4564;4546;4609;4709;4600
Дальневосточный     федеральный округ2);25582;26321;26426;30847;31424;29222;31282;32397;33991;30658;28680;27446;27561;28404;28316;27944;27970;39156
Республика Бурятия;4981;4836;5030;5473;5170;5177;5294;5268;5228;4589;3996;3684;3533;3593;3610;3633;3760;3837
Республика Саха (Якутия);0,0;17;36;3536;3828;3917;4912;5080;6857;5199;4883;4708;4715;5157;5326;5365;5375;5371
Забайкальский край;3935;5055;5694;5647;5777;5789;6798;7019;6485;6423;6412;6652;6714;7866;7709;7408;6950;6981
Камчатский край;1479;1670;1723;1801;1951;2089;2124;2355;2346;2197;2120;2209;2235;2298;2289;2329;2196;2167
Приморский край;8266;8340;8428;8665;8428;6082;6044;6274;6293;5814;5275;4823;4887;5048;4900;4885;4951;4921
Хабаровский край;5565;5664;5724;6044;6248;6108;6691;6856;7056;6543;5866;5848;5841;5872;5715;5615;5767;5775
Амурская область;4151;4321;4437;4680;4689;4813;5296;5359;4994;4543;4391;4303;4358;4479;4389;4377;4436;4868
Магаданская область;1178;1106;1020;1078;1040;1064;1239;1328;1360;1340;1316;1331;1447;1498;1697;1492;1479;1479
Сахалинская область;3181;3157;3012;3064;3273;3123;2923;3046;3078;3113;3010;2498;2394;2400;2395;2323;2135;2120
Еврейская автономная область;1142;1174;1216;1278;1285;1259;1281;1345;1323;1160;1056;1013;990;991;961;926;935;928
Чукотский автономный округ;620;872;830;701;682;767;772;754;684;749;763;713;694;661;644;632;696;709
?????;;;;;;;;;;;;;;;;;;
1) Включая избирательные комиссии муниципальных образований.;;;;;;;;;;;;;;;;;;
2)  Данные за 2000-2017 гг. по Сибирскому и Дальневосточному федеральным округам приведены в составе субъектов Российской Федерации до вступления в силу Указа Президента Российской Федерации от 3 ноября 2018 г. № 632.;;;;;;;;;;;;;;;;;;
