Социально-экономические показатели по субъектам Российской Федерации;;;;;;;;;;;;;;;;;;
2. ТРУД;;;;;;;;;;;;;;;;;;
КАДРЫ ГОСУДАРСТВЕННЫХ ОРГАНОВ И ОРГАНОВ МЕСТНОГО САМОУПРАВЛЕНИЯ;;;;;;;;;;;;;;;;;;
ЧИСЛЕННОСТЬ РАБОТНИКОВ ОРГАНОВ МЕСТНОГО САМОУПРАВЛЕНИЯ1);;;;;;;;;;;;;;;;;;
2.17.1. Всего;;;;;;;;;;;;;;;;;;
(человек);;;;;;;;;;;;;;;;;;
;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2012;2013;2014;2015;2016;2017;2018
Российская Федерация;447978;443034;455376;465967;469962;464535;507181;521575;524309;513123;506961;496734;490132;493287;480392;477214;472221;469236
Центральный федеральный округ;111283;109231;112282;110432;109986;105892;114337;120123;120044;117072;113932;110403;107533;105514;96139;93560;90717;90154
Белгородская область;6312;6616;6755;6999;7108;7156;7721;7841;8068;7861;7933;8161;8150;7830;7675;7240;6875;6781
Брянская область;5423;5269;5477;5573;5771;5538;5210;5358;5449;5014;4934;5034;4830;4731;4558;4233;4167;4113
Владимирская область;6738;6449;6517;6470;6579;6535;6468;6104;6146;5069;4344;3622;3415;3447;3180;3051;3099;3074
Воронежская область;8193;8468;8349;8420;8013;7992;7841;8258;8163;7771;7682;7317;7105;6853;6755;6201;6081;6011
Ивановская область;4182;3642;3741;3974;3834;3525;4327;4131;4286;4268;3891;3688;3763;3751;3667;3497;3368;3328
Калужская область;4588;4484;4311;4296;4283;4086;4298;4591;4874;5030;5028;4924;4883;5001;4982;4952;5016;5090
Костромская область;4577;4534;4807;4898;4795;4731;4897;5041;4815;4691;3855;3368;3347;3490;3335;3130;3009;2925
Курская область;4078;3905;4100;4119;4135;4295;5976;6625;6659;6455;5928;5074;4862;4714;4408;4342;4303;4251
Липецкая область;4267;4362;4565;4818;4761;4781;5594;5797;5759;5355;5370;5325;4815;4799;4777;4689;4792;4810
