Липецкая область;3643;3830;6273;7200;10135;12209;13790;18213;20007;20379;22158;23939;24705;24949;26181;29529;31820
Московская область;6252;8403;9932;11126;12417;15398;22342;26563;27186;29881;44348;47067;49660;53842;56634;57268;58525
Орловская область;4004;5122;5272;6432;8084;9923;11749;14530;15012;16269;19140;21273;22406;23591;25018;26142;28088
Рязанская область;2878;4406;6225;6752;7069;11383;13395;15587;16716;17567;20441;22759;23927;24282;24719;25419;27365
Смоленская область;3269;3406;5112;5207;5587;7622;8877;10933;13161;13475;15848;16882;17522;20037;20191;20544;22297
Тамбовская область;2447;3055;3882;4327;4848;5957;7499;11069;12166;13670;16527;18201;19712;21027;21736;22186;23868
Тверская область;3470;4223;4522;5639;6302;9013;11028;15637;19182;22872;24984;27518;28144;28885;29594;31547;32443
Тульская область;3464;4786;7867;7083;7564;9435;12245;15845;18268;18607;23250;27206;29574;30180;31164;32622;35375
Ярославская область;4462;5620;6529;8429;8938;12635;13636;18753;19718;20351;25714;26379;29131;31822;32062;33172;34184
г. Москва;7060;9330;16133;19355;24041;27705;36380;43063;45318;46343;48788;57333;69291;77577;81347;87641;91361
Северо-Западный    федеральный округ;4906;6497;8084;9558;11751;14460;16751;21776;24621;25216;29186;31833;34247;36371;38250;39709;42525
Республика Карелия;4549;6786;10168;13062;14875;16170;18783;23499;25596;26963;31796;34611;35424;36399;37226;38082;42167
Республика Коми;5254;6209;7809;8679;10828;14033;16665;20599;24928;26057;29368;32712;35584;37643;37967;38471;41718
Архангельская область;5120;7018;8334;10474;12067;15193;18515;24043;28090;28960;33194;35974;38063;39135;40032;41858;44914
в том числе:;;;;;;;;;;;;;;;;;
Ненецкий автономный округ;14615;18579;20520;31983;32360;42276;51896;63954;83276;85682;95214;97407;102959;101365;93689;90508;93658
Архангельская область    без автономного округа;…;…;…;…;…;…;…;…;23217;24210;27465;30086;31786;33877;35687;37878;40939
Вологодская область;3653;4999;6329;7761;9793;11587;13270;18255;18137;18706;22674;23536;24820;26372;29016;29770;32354
Калининградская область;4158;6072;7755;8987;11788;15784;19230;21285;22381;23602;28536;31841;35767;38798;40137;42608;45760
Ленинградская область;5213;7126;8583;10056;14207;17588;18754;23853;26978;27222;31962;35570;38742;41917;43770;46491;49775
Мурманская область;10472;12840;15496;17660;21712;23367;27357;36556;40357;40558;45914;50525;56114;58521;61105;62438;66816
Новгородская область;2823;3564;4104;4849;6750;9403;9684;15470;20398;20611;23570;25619;26381;26913;27382;27811;29995
Псковская область;2596;3178;4686;5411;4905;7089;8840;10311;11046;11322;13710;14541;15410;16077;16309;16956;18108
г. Санкт-Петербург;7492;10847;13713;15560;18080;20119;25002;30819;36268;36380;41723;45355;48499;51587;55538;55577;56009
"Южный            федеральный округ3);4)";3404;4809;5836;7115;8104;9875;11884;15038;18289;18965;23184;25636;27460;28373;28977;29308;31300
Республика Адыгея;1783;1908;4492;6946;7119;9340;11604;14805;15881;16838;20294;22138;24161;25108;25744;26197;28639
Республика Калмыкия;2336;2723;3862;4461;5328;6215;8706;11057;12386;12952;16786;18629;19944;20289;20313;20490;22100
Республика Крым;;;;;;;;;;;;;…;23227;30237;30890;33285
Краснодарский край;4774;6595;7163;9204;11075;12683;14329;18895;21136;23227;28442;31211;34061;36099;36622;37218;39710
Астраханская область;4015;5361;5967;7691;9108;11507;13816;13697;14370;15185;17785;20002;21277;23277;22989;23868;25577
Волгоградская область;3417;5502;5941;7396;9168;12974;16194;19332;18538;18071;23245;24918;25293;25575;25947;25844;27189
Ростовская область;2905;4670;7046;7649;7724;9120;10395;13128;17590;17436;20698;23630;25468;25625;26034;26128;27969
г. Севастополь;;;;;;;;;;;;;…;38960;37806;37173;38048
Северо-Кавказский     федеральный округ;…;…;…;…;…;…;…;…;14367;14880;16472;18666;20042;21399;22083;23649;25620
Республика Дагестан;2224;2582;3157;4440;4602;6190;8018;12110;13605;14410;15307;19347;20177;20541;20631;21324;23000
Республика Ингушетия;3106;4545;6360;6456;6844;7803;7393;…;…;15624;17227;18744;18783;18605;19081;19221;20417
Кабардино-Балкарская Республика;2018;2690;3906;4688;6948;6815;8208;10081;12277;13465;16006;19527;21613;21760;22460;23475;24498
Карачаево-Черкесская Республика;2435;3065;4567;5246;6244;6641;9526;12047;13187;14083;16078;16591;17439;17869;18783;18472;20117
Республика Северная Осетия - Алания;2699;2801;2930;3345;5082;6959;9511;10864;13664;13885;16314;17415;19152;20070;21439;22093;23116
Чеченская Республика;…;…;…;…;…;…;…;8483;8467;12552;14639;15151;15575;15188;17376;25343;26082
Ставропольский край;3000;3667;4530;5491;7003;8606;10652;14967;16826;16448;18069;19796;21932;25282;25697;26232;29698
Приволжский    федеральный округ;2912;3949;4732;6074;7501;9604;12111;15086;15845;16691;20923;23745;25709;26415;26251;27448;30385
Республика Башкортостан;3102;4087;4922;5693;7563;9673;12563;16141;13558;16065;24101;26867;29351;28821;29674;30139;38038
Республика Марий Эл;2428;2937;3714;4031;6602;8522;10964;13387;13818;14113;16601;18167;22008;21929;21726;22105;23500
Республика Мордовия;2621;3357;3802;4079;4594;5633;7304;9843;11143;11916;14016;17354;20469;21075;22346;23242;25347
Республика Татарстан;1747;2452;2612;3012;3573;9813;13064;16141;16298;17973;23046;28571;31654;31538;28448;30425;35242
Удмуртская Республика;2954;3860;5755;6240;7135;8502;11277;13636;14636;15054;19021;22731;24359;25650;26016;26853;28027
Чувашская Республика;2167;2761;3396;5223;6853;7671;8982;11138;11575;11614;14618;17841;19935;20409;20578;21596;23911
Пермский край;3425;4523;5122;6885;8248;10040;13464;15744;16552;17471;22693;25662;26642;27672;28941;31501;33126
Кировская область;2730;3914;3741;4090;6169;7306;8224;12474;13462;13473;16031;18383;19765;19451;19681;19864;21627
Нижегородская область;2853;3690;4462;8061;9099;12026;16390;19540;20378;20446;23846;26199;28755;30628;26141;28255;30203
Оренбургская область;3958;5507;5611;7701;10069;12047;13281;14440;15178;15802;18530;21248;22382;24278;25029;26295;27984
Пензенская область;2451;3407;4486;5081;5784;7025;9649;13096;14834;15709;18945;21372;22009;21869;22747;23154;24952
Самарская область;3383;5222;6154;7725;10030;12313;14831;18727;19833;20910;25644;27803;30664;31969;32017;32497;35080
Саратовская область;2549;3196;4698;5236;5649;7892;9229;12811;15676;16420;19754;22149;22923;23564;24378;25179;27442
Ульяновская область;2130;3302;4433;4970;5578;7765;9038;11031;11981;13032;17724;19857;22699;23459;24149;24794;28170
Уральский                федеральный округ;6599;8810;10916;12998;15026;19500;24220;30140;30117;32886;42595;47137;49265;50052;50921;52105;56671
Курганская область;2391;3425;4002;5047;6310;7091;8506;10460;11406;11532;13574;15105;16450;18000;18629;19913;21662
Свердловская область;3534;6422;6906;7848;9175;12706;16469;20625;20929;21685;29676;32558;34414;35178;36326;37761;40876
Тюменская область;12489;14445;18880;22345;25092;32345;40090;49082;48192;54276;71507;80875;84229;83477;85291;86482;94930
в том числе:;;;;;;;;;;;;;;;;;
Ханты-Мансийский автономный    округ - Югра;15972;18897;22637;27357;32935;36474;44439;52198;50984;57565;78884;86069;88530;89558;91343;92538;97506
Ямало-Ненецкий автономный округ;11692;16217;23317;24583;23284;37497;49105;65230;66933;76606;93277;116517;120855;112838;112009;118741;133557
Тюменская область    без автономного округа;…;…;…;…;…;…;24346;27927;25076;26827;38325;37592;39682;39621;44391;43081;49848
Челябинская область;3129;4618;5640;8010;8823;10526;13152;15975;15997;16683;20269;21603;22676;24341;25511;27024;29297
Сибирский         федеральный округ5);4109;5725;6728;8016;9458;12017;14105;17535;18747;19437;22319;24767;26266;27069;27570;28633;32711
Республика Алтай;2562;3693;5191;5779;6984;9018;10512;12702;14360;15139;19148;20600;21914;23194;21568;22095;26334
Республика Тыва;3348;4553;5914;6877;7329;9315;10474;14460;16044;17300;20073;21139;22382;23018;23408;23649;28272
Республика Хакасия;4685;6440;6510;7349;8118;9417;11246;14872;18356;18675;20241;23057;24022;24515;25229;24818;28295
Алтайский край;2764;3561;4328;4816;5939;6930;8650;11261;11769;12179;14216;14783;15896;16543;17585;18627;21720
Красноярский край;5560;7998;8736;9816;12050;16705;18556;22118;24248;24251;27163;29265;30500;31763;31568;32327;36138
Иркутская область;4514;6264;7545;9537;11004;13832;16384;22667;23411;24435;29084;33332;36161;36995;37735;39336;43346
Кемеровская область;4962;6936;7112;8264;9822;12107;13992;14967;15228;15524;18331;19883;20761;20982;21184;21730;26773
Новосибирская область;3359;5134;5763;7215;8459;9938;12998;15800;17526;18247;20296;23818;25837;26020;26319;28401;31655
Омская область;2839;4751;5200;7017;9772;13104;14251;16963;17809;18347;21646;24359;27537;29051;29237;30079;32168
Томская область;5858;7924;11512;14546;15814;17030;19609;23584;23770;24515;27773;32445;34218;35931;36703;37360;39607
Дальневосточный     федеральный округ5);5612;7599;10366;13089;15610;18695;21534;26427;30242;32440;39705;45385;50041;52043;53200;54675;50313
Республика Бурятия;2771;4349;6028;6491;7828;9519;13358;18507;19895;21639;24950;27129;28500;28335;29307;30338;34326
Республика Саха (Якутия);7834;11027;9371;10809;12681;15485;16572;18616;25078;27400;39156;46880;53506;56169;57162;58107;62005
Забайкальский край;4307;4919;6441;8031;8429;12212;13300;15551;16958;17625;18904;20596;20521;21387;21690;22620;26873
Камчатский край;9569;12292;14184;18178;22840;28673;32354;36377;40295;47640;53262;59550;63999;66316;67675;70309;75612
Приморский край;4432;5616;9090;12481;15179;17617;20225;25076;27366;29026;35780;38611;41555;43467;44575;46681;50664
Хабаровский край;5509;8372;11268;16430;18030;19007;20791;26497;30272;32168;37967;42555;45396;46906;48523;50727;54761
Амурская область;4930;6999;8962;9660;11736;15895;18408;21584;24627;24878;27359;31349;32643;32985;33410;33150;34991
Магаданская область;6773;8595;10658;12194;15833;21515;25653;34075;37488;38930;47536;65018;74706;70721;71435;75319;79043
Сахалинская область;6558;8455;11185;12947;16135;22239;28701;39860;42016;43510;56846;64253;74286;79950;82186;85383;90600
Еврейская автономная область;3715;5051;6699;7729;9346;11771;16474;20726;22415;22484;29440;33191;34758;35411;36913;36985;40329
Чукотский автономный округ;11381;15129;24147;24935;27559;29487;34835;52877;45007;51887;55556;60316;76496;78289;84332;90092;93833
?????;;;;;;;;;;;;;;;;;
1) Показатель разрабатывается с 2001 г. ;;;;;;;;;;;;;;;;;
2) Включая избирательные комиссии муниципальных образований.;;;;;;;;;;;;;;;;;
3) 2001- 2008 гг. – включая данные по субъектам Северо-Кавказского федерального округа.;;;;;;;;;;;;;;;;;
4) 2015 г. – без учета данных по Республике Крым и г. Севастополю.;;;;;;;;;;;;;;;;;
5) Данные за 2000-2017 гг. по Сибирскому и Дальневосточному федеральным округам приведены в составе субъектов Российской Федерации до вступления в силу Указа Президента Российской Федерации от 3 ноября 2018 г. № 632.;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
