Кемеровская область;1602;1279;1165;1183;1096;747;816;559;488;499;516;364;273;311
Новосибирская область;824;807;640;563;549;691;605;455;403;736;793;665;954;986
Омская область;631;574;610;747;843;774;634;739;715;591;601;482;99;491
Томская область;4019;3732;5694;4538;4932;4448;3183;2879;2053;2005;1942;1517;1434;1448
Дальневосточный    федеральный округ;36721;34856;31618;29648;27656;24084;23863;22211;18106;18286;17225;17623;16182;17157
Республика Бурятия;2131;2115;2452;2049;1754;1276;851;527;443;663;614;607;219;350
Республика Саха (Якутия);992;910;906;663;594;428;446;345;400;354;346;214;51;199
Забайкальский край;2056;1610;1968;1558;1006;799;793;700;568;532;576;1167;422;587
Камчатский  край;203;192;180;251;228;250;74;105;73;65;56;75;73;39
Приморский край;7997;7716;7351;7050;5769;5440;5698;4931;3725;3787;4131;4241;5145;4727
Хабаровский край;19334;17342;14793;13800;14093;12600;12888;12518;10756;11005;9742;9543;8385;9730
Амурская область;2554;4056;3268;3347;3392;2442;2253;2192;1174;1099;1016;1370;1494;1186
Магаданская область;10;5;2;6;1;-;4;2;12;6;6;8;6;6
Сахалинская область;933;383;191;546;428;506;500;426;404;335;297;225;160;114
Еврейская автономная область;511;527;507;378;391;343;356;465;551;440;441;173;227;219
Чукотский автономный округ;-;-;-;-;-;-;-;-;-;-;-;-;-;-
________;;;;;;;;;;;;;;
"1) Данные за 2005-2016 гг. приведены в соответствии с Общероссийским классификатором видов экономической деятельности  ОК 029-2007 (КДЕС Ред. 1.1) ОКВЭД-2007; данные с 2017 г. - в соответствии с Общероссийским классификатором видов экономической деятельности ОК 029-2014 (КДЕС Ред. 2) ОКВЭД2.";;;;;;;;;;;;;;
