Социально-экономические показатели по субъектам Российской Федерации;;;;;;;;;;;;;;;;;;;
 1. НАСЕЛЕНИЕ;;;;;;;;;;;;;;;;;;;
1.20. КОЭФФИЦИЕНТЫ МИГРАЦИОННОГО ПРИРОСТА на 10 000 человек населения1);;;;;;;;;;;;;;;;;;;
;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018
Российская Федерация;25;19;16;18;18;20;22;25;25;24;19;22;21;21;19;17;18;14;9
Центральный          федеральный округ;82;68;64;97;104;101;94;70;70;64;74;56;62;60;56;57;45;51;47
Белгородская область;109;87;101;82;56;71;74;84;77;70;39;54;56;43;49;38;46;18;27
Брянская область;-4;-18;-12;-7;-21;-15;-18;5;-2;-1;-24;-34;-37;-40;-28;-15;4;-20;-30
Владимирская область;4;-6;-3;46;28;35;26;22;19;19;13;-2;-20;-4;-1;-11;-2;-21;-24
Воронежская область;25;2;14;76;88;85;66;45;54;47;68;42;43;42;57;52;54;43;29
Ивановская область;4;-17;-13;13;-1;-1;-0,04;9;26;18;8;8;10;-5;-7;-22;-13;-22;-33
Калужская область;12;2;-2;35;55;61;53;48;47;55;-2;35;14;24;94;17;77;16;19
Костромская область;3;-22;-11;-33;-43;-59;-53;-21;-14;-16;-42;-27;-11;-5;2;-10;-15;-33;-43
Курская область;-16;-38;-33;-36;-41;-42;-36;-4;2;-5;-18;17;26;42;35;70;76;-9;-12
Липецкая область;42;29;11;49;35;46;48;36;22;13;15;-7;5;18;21;22;40;-6;-4
Московская область;76;94;109;173;181;153;169;139;149;142;161;160;157;140;149;120;141;111;140
Орловская область;12;-5;-8;-33;-46;-57;-41;4;-7;-8;-32;3;-18;-24;-8;-21;-10;-38;-37
Рязанская область;-1;-18;-12;18;26;29;45;34;29;24;-7;32;22;16;4;0,01;17;8;-4
Смоленская область;-28;-46;-31;68;57;61;43;11;11;5;-23;39;8;-18;21;-6;2;24;-2
Тамбовская область;-32;-58;-45;8;9;1;-2;-8;7;5;-10;5;2;2;3;-52;-33;0,2;-97
Тверская область;-17;-38;-23;27;31;16;6;18;15;15;-20;18;6;1;-12;-14;4;-30;-34
Тульская область;5;-8;0,3;23;31;38;35;42;39;22;6;45;-2;4;19;19;21;25;-9
Ярославская область;19;5;17;-10;-23;-21;-9;19;21;10;-12;47;44;38;35;37;28;7;3
г. Москва;239;211;166;190;217;216;182;106;99;92;141;51;89;90;57;92;24;89;79
Северо-Западный      федеральный округ;-0,2;-2;-1;27;34;27;33;29;35;33;51;50;58;72;41;16;41;55;36
Республика Карелия;-13;-21;-2;-78;-107;-115;-93;-29;-33;-36;-54;-18;-15;-13;-7;-12;-16;-31;-21
Республика Коми;-108;-93;-93;-117;-134;-163;-162;-98;-129;-109;-139;-112;-122;-120;-107;-102;-81;-112;-111
Архангельская область;-78;-72;-61;-57;-59;-72;-70;-46;-61;-49;-82;-77;-85;-82;-65;-68;-56;-69;-62
в том числе:;;;;;;;;;;;;;;;;;;;
Ненецкий автономный округ;-62;-18;178;26;-12;-21;-26;-19;-47;14;-50;32;12;-3;1;23;-73;-53;-89
Архангельская область      без автономного округа;-79;-73;-69;-60;-60;-73;-71;-47;-62;-52;-83;-81;-88;-85;-68;-72;-56;-70;-61
Вологодская область;1;-12;-8;7;3;-4;-13;-6;-3;-9;-17;5;-9;-11;-7;-17;-15;-31;-38
Калининградская область;60;60;70;22;29;33;48;56;54;52;62;68;92;94;67;82;101;99;95
Ленинградская область;83;81;93;167;167;146;145;104;126;110;150;149;156;129;120;68;121;171;239
Мурманская область;-165;-156;-143;-148;-155;-169;-156;-93;-105;-60;-69;-77;-101;-129;-65;-57;-57;-46;-59
Новгородская область;10;-3;8;10;4;-1;-4;12;-2;4;-21;23;-4;5;-6;7;6;-31;-32
Псковская область;4;-10;2;8;-14;-31;-31;-10;-16;-16;-50;24;4;1;-8;-1;3;-9;-29
г. Санкт-Петербург;37;34;16;92;124;128;137;87;111;97;157;119;148;197;102;49;85;121;52
Южный              федеральный округ;39;25;33;24;25;32;36;39;39;28;21;43;27;45;34;51;48;27;30
Республика Адыгея;20;37;-1169;7;10;-3;-7;12;56;25;15;69;49;50;67;56;51;21;54
Республика Калмыкия;-36;-326;-715;-4;9;-3;-38;-81;-95;-61;-70;-121;-138;-122;-94;-103;-60;-97;-116
Республика Крым;;;;;;;;;;;;;;;…;86;58;43;25
Краснодарский край;61;55;70;44;53;70;74;85;66;51;44;117;87;135;84;105;101;63;85
Астраханская область;13;4;38;47;31;-6;11;52;34;4;-20;39;-36;0,2;24;-49;-17;-20;-34
Волгоградская область;23;13;188;-13;-2;3;14;13;13;16;8;-22;-27;-34;-25;-22;-18;-23;-15
Ростовская область;38;25;64;23;11;21;18;7;30;20;16;-1;9;-0,3;12;4;12;5;-6
г. Севастополь;;;;;;;;;;;;;;;…;439;308;202;176
