Социально-экономические показатели по субъектам Российской Федерации;;;;;;;;;;;;;;;;;;;
 3. УРОВЕНЬ ЖИЗНИ НАСЕЛЕНИЯ;;;;;;;;;;;;;;;;;;;
ЖИЛИЩНЫЕ УСЛОВИЯ НАСЕЛЕНИЯ;;;;;;;;;;;;;;;;;;;
.27. ПРЕДОСТАВЛЕНИЕ ГРАЖДАНАМ ЖИЛЫХ ПОМЕЩЕНИЙ ;;;;;;;;;;;;;;;;;;;
3.27.2. Удельный вес семей, состоявших на учете в качестве нуждающихся в жилых помещениях, в общем числе семей;;;;;;;;;;;;;;;;;;;
(в процентах);;;;;;;;;;;;;;;;;;;
;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018
Российская Федерация;10,9;9,7;8,9;10,9;10,4;6,5;6,0;5,6;5,6;5,5;5,5;5,1;5,0;4,9;4,9;4,7;4,6;4,4;4,3
Центральный        федеральный округ;10,7;8,2;7,8;9,7;9,4;5,5;4,8;4,5;4,4;4,2;4,1;3,7;3,5;3,3;3,1;3,0;2,9;2,8;2,7
Белгородская область;13,8;13,8;11,8;10,4;9,4;6,4;4,9;4,7;4,4;4,5;4,6;4,2;4,1;3,7;3,6;3,6;3,5;3,4;3,3
Брянская область;13,9;12,5;11,5;12,6;12,9;6,5;4,8;4,6;5,0;5,0;4,4;4,5;4,6;4,5;4,6;4,4;4,2;3,9;3,5
Владимирская область;10,9;9,7;9,1;11,7;9,5;5,0;4,7;3,9;3,7;3,6;3,5;3,2;2,8;2,7;2,5;2,5;2,4;2,2;2,1
Воронежская область;15,2;9,4;9,2;8,3;7,9;5,7;5,5;5,4;5,5;5,7;5,8;5,4;5,2;5,1;5,0;4,9;4,8;5,1;4,9
Ивановская область;8,0;7,0;6,4;8,4;8,1;4,3;4,1;3,8;3,7;3,7;3,7;3,6;3,5;3,4;3,4;3,5;3,3;2,9;2,9
Калужская область;9,7;9,4;8,9;9,8;9,3;6,4;6,1;6,0;6,0;5,9;6,1;5,8;5,8;5,7;5,7;5,6;5,5;5,7;5,6
Костромская область;10,9;10,7;10,7;13,9;11,7;7,8;7,5;7,2;7,2;6,9;6,8;6,9;7,0;6,8;6,8;6,8;6,4;6,0;5,3
Курская область;14,5;14,3;14,1;16,9;16,7;5,8;4,7;4,8;4,9;4,9;5,1;5,0;4,8;4,6;4,7;4,6;4,5;4,4;4,1
Липецкая область;18,1;17,4;17,5;22,8;22,1;5,5;5,2;4,9;4,8;4,8;4,8;4,6;4,7;4,6;4,4;3,9;3,7;3,7;3,7
