Социально-экономические показатели по субъектам Российской Федерации;;;;;;;;;;;;;;;;;;;
12. ПРЕДПРИЯТИЯ И ОРГАНИЗАЦИИ;;;;;;;;;;;;;;;;;;;
ОБЩАЯ ХАРАКТЕРИСТИКА ПРЕДПРИЯТИЙ И ОРГАНИЗАЦИЙ;;;;;;;;;;;;;;;;;;;
12.1. ЧИСЛО ПРЕДПРИЯТИЙ И ОРГАНИЗАЦИЙ1);;;;;;;;;;;;;;;;;;;
 (на конец года);;;;;;;;;;;;;;;;;;;
;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018
Российская Федеpация;3346483;3593837;3845278;4149815;4417074;4767260;4506607;4674896;4771904;4907753;4823304;4866620;4886432;4843393;4886007;5043553;4764483;4561737;4214742
"Центральный
федеральный округ";1237129;1347273;1458202;1596789;1727750;1879575;1698371;1787184;1773220;1832209;1870987;1933634;1991669;1900574;1883549;1930934;1748045;1714654;1518510
Белгоpодская область;24112;25386;27187;28154;24947;25857;26538;28777;29872;31180;32748;33462;33469;34821;36123;37331;37351;38507;35941
Бpянская область;17715;18410;19208;18993;19486;20209;19669;20524;21241;21556;21810;21807;21601;22152;22744;22723;22072;20515;19235
Владимиpская область;22849;24349;26000;28187;29789;27868;30673;32561;33798;34560;35952;35422;34833;35383;35413;35718;34662;32376;30959
Воpонежская область;36637;40396;44171;48133;51406;55317;54984;56503;55845;53870;52941;54221;54218;56126;57592;58568;60358;57411;53495
Ивановская область;20152;21961;23851;25733;27399;29121;27316;27981;28963;30584;32341;30890;30533;32911;34453;35612;34209;31698;29677
Калужская область;21204;22860;24227;25493;26568;27880;25114;25890;26319;26432;27135;26761;26766;27462;28157;28634;27930;26696;25558
Костpомская область;13497;14123;14329;15015;15994;17274;16471;17140;18149;18548;17407;17552;17916;18060;17642;17836;17256;16464;14985
Куpская область;20045;20948;21755;23326;24642;25744;24379;23928;22141;22764;23130;23089;23156;23424;24523;25085;23467;22347;21044
Липецкая область;15469;16766;17896;19257;20211;21240;21005;21565;20950;21422;21902;21074;20731;21341;21766;22283;22458;22285;21102
Московская область;126401;137947;150016;164749;178875;195025;194881;213079;224666;239204;224181;236263;235814;243124;250244;259804;240423;239276;217443
Оpловская область;12769;13197;13781;14616;15247;15793;14943;15425;16486;16923;16509;16231;16259;16564;16630;16928;16685;15195;14459
Рязанская область;24400;25952;27476;29176;30636;31931;31450;32866;34698;34849;33642;33594;33048;33252;33926;33873;32556;29801;28166
Смоленская область;18260;18867;19538;20539;21732;23632;22720;24075;25007;25823;25578;25728;25363;26407;27041;27754;28339;28220;28007
Тамбовская область;16371;16284;16627;16826;16105;16216;17663;18100;19161;18770;19063;17926;17724;17924;17908;18414;18345;17833;17129
Твеpская область;33413;36526;39549;42708;45520;48075;50027;49760;46803;41901;42301;37768;35291;35614;36127;36149;35462;34273;32521
Тульская область;25920;27632;29509;31607;33687;35768;36081;37270;38480;39822;37821;37591;37220;36942;35213;35991;36939;35360;33662
Яpославская область;29216;31381;33560;36024;38398;41111;43131;44857;44472;47104;45021;45599;46070;45897;45492;46924;47136;45321;40996
г. Москва;758699;834288;909522;1008253;1107108;1221514;1041326;1096883;1066169;1106897;1161505;1218656;1281657;1173170;1142555;1171307;1012397;1001076;854131
"Северо-Западный
федеральный округ";397891;435536;474403;517255;557607;610736;631727;664988;688765;720151;631766;622277;601863;612415;616159;640810;616017;590793;542742
