Социально-экономические показатели по субъектам Российской Федерации;;;;;;;;;;;;;;;;;;;
14. СЕЛЬСКОЕ, ЛЕСНОЕ ХОЗЯЙСТВО, РЫБОЛОВСТВО И РЫБОВОДСТВО;;;;;;;;;;;;;;;;;;;
СЕЛЬСКОЕ ХОЗЯЙСТВО;;;;;;;;;;;;;;;;;;;
РАСТЕНИЕВОДСТВО;;;;;;;;;;;;;;;;;;;
14.21. ВАЛОВОЙ СБОР ОВОЩЕЙ1);;;;;;;;;;;;;;;;;;;
"(в хозяйствах всех категорий; тысяч тонн)";;;;;;;;;;;;;;;;;;;
;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018
Российская Федерация, млн т;10,8;11,2;10,7;11,7;11,2;11,3;11,4;11,3;12,3;12,4;11,0;13,0;12,8;12,6;12,8;13,2;13,2;13,6;13,7
Центральный федеральный округ;2997,3;2731,2;2607,6;2795,6;2511,4;2439,3;2558,6;2548,0;2610,9;2594,6;1994,0;2544,2;2508,8;2398,5;2375,9;2453,4;2495,7;2367,5;2438,3
Белгородская область;162,1;154,0;157,2;166,5;165,8;169,9;181,9;169,7;173,2;172,7;143,7;175,4;177,8;181,8;205,4;224,0;250,2;243,9;259,6
Брянская область;173,2;139,1;123,6;150,0;114,0;96,5;98,7;103,7;116,8;114,9;100,9;127,0;104,2;102,7;96,1;114,9;119,1;132,5;119,3
Владимирская область;209,9;151,0;151,6;154,4;132,6;155,2;163,7;167,7;151,6;143,6;87,7;114,7;112,0;109,1;96,8;95,3;98,6;80,9;74,5
Воронежская область;205,2;199,6;201,6;213,0;184,4;215,3;272,5;313,3;361,3;359,6;223,5;339,4;347,3;422,1;431,0;415,6;449,5;455,7;449,0
Ивановская область;86,6;64,0;71,3;87,5;84,6;84,3;93,6;87,4;79,2;76,9;64,8;69,0;58,1;56,7;56,0;40,6;38,0;34,0;35,9
Калужская область;117,2;113,5;107,9;122,1;117,9;105,5;104,8;95,8;95,2;90,9;73,2;76,9;74,6;63,3;58,7;64,0;67,4;77,8;80,8
Костромская область;133,2;121,8;116,8;117,6;110,4;105,1;101,2;97,0;91,3;86,1;74,9;75,1;67,6;61,3;55,0;49,2;47,0;42,2;42,7
Курская область;144,8;131,6;128,5;140,2;123,5;104,5;97,3;108,9;107,4;107,7;80,4;105,5;120,4;106,4;101,2;97,7;99,0;89,4;92,0
