Социально-экономические показатели по субъектам Российской Федерации;;;;;;;;;;;;;;;;;;;
16. ТОРГОВЛЯ И УСЛУГИ НАСЕЛЕНИЮ;;;;;;;;;;;;;;;;;;;
РОЗНИЧНАЯ ТОРГОВЛЯ;;;;;;;;;;;;;;;;;;;
16.3. ОБОРОТ РОЗНИЧНОЙ ТОРГОВЛИ на душу населения;;;;;;;;;;;;;;;;;;;
"(в фактически действовавших ценах; рублей)";;;;;;;;;;;;;;;;;;;
;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018
Российская Федерация;16162;21181;26109;31557;39166;49063;60901;76111;97688;102245;115591;133633;149401;165051;180410;188017;192541;202568;215074
Центральный федеральный округ;26062;33630;40010;46760;57011;68302;81774;97965;121934;128968;147032;171320;188757;207394;231873;237737;243426;258278;277011
Белгородская область;11820;13837;16366;19222;24168;30174;41387;55460;74599;82140;93535;108563;129904;144992;164079;178097;192504;203298;217059
Бpянская область;8267;10951;14312;17988;22849;28892;36931;48448;64977;72683;86538;106940;121136;138669;158501;177048;179767;192775;209987
Владимиpская область;7442;9403;10984;13357;16584;21140;29719;42497;56943;60661;70284;85265;103848;116202;129564;139408;143643;153088;164519
Воронежская область;11713;15777;18238;22189;28294;35245;39692;49708;71127;79140;92305;113305;139133;158218;181499;198814;208638;221302;236953
Ивановская область;6687;8235;10452;12413;15505;19064;26811;34985;53683;55235;66734;86035;109822;121813;138185;143349;143568;153993;163290
Калужская область;8723;12378;16855;22290;30334;38301;48173;62354;79408;83886;97675;118038;133102;144553;161623;167204;175286;183549;194987
Костромская область;9132;11182;14110;17308;22502;26448;33681;42714;56042;59735;73413;86738;95792;104945;114959;131002;144117;150715;159014
Курская область;10271;12720;15083;19014;25340;31238;41735;54693;69533;76319;86431;103221;117703;130337;146850;160712;169082;176208;191945
Липецкая область;13327;15833;18577;21782;28438;35123;44561;57819;78841;88532;100252;118546;134049;151358;171096;186603;195514;205496;223731
Московская область;14616;18499;23258;29255;42511;54721;72711;96164;128115;127858;143914;168863;179869;191797;220314;237152;257951;280515;311893
Орловская область;10831;13865;18142;20988;25392;31477;36015;47717;65715;67382;79574;94270;105501;116988;131430;150709;156328;166013;177758
Рязанская область;8836;11801;15680;19713;24872;30404;37588;50214;70697;76080;83877;98147;112985;123656;140026;148687;151049;160126;172854
Смоленская область;13648;18049;21913;25566;29930;37938;45886;57527;76909;85583;99218;111641;123289;134889;150008;163628;159968;166359;179437
Тамбовская область;11286;14135;16899;20400;25425;33924;42611;55816;76549;81414;89808;105913;122576;139912;157556;172696;181666;187776;195612
Тверская область;9488;11988;15157;19326;28129;41084;49903;57518;75203;81268;93371;105711;120844;133177;153135;161161;164635;167510;175212
Тульская область;8676;11260;14115;17770;23647;29868;38033;52842;74649;81080;97163;110791;124580;136909;152864;167802;170725;182993;194778
Яpославская область;10103;12743;15843;18859;23650;30451;40318;52702;71145;72642;82640;100762;114121;131399;149623;160850;161890;177015;186662
г. Москва;68083;86968;100184;112698;128880;146519;165138;183163;210569;223049;251484;286952;305395;333529;365089;351448;346602;363391;382016
Севеpо-Западный федеральный округ;14908;20089;24924;29582;38149;49022;59989;74628;95648;100321;113456;127789;143732;156056;172438;187811;197632;209899;222891
Республика Каpелия;13765;18009;24136;28001;34855;42225;51939;62431;77331;82059;92981;109057;122886;136581;153651;164576;170771;180295;196389
Республика Коми;18341;29471;35903;44130;56043;70173;86115;104469;123378;110209;122012;141533;155776;167697;181937;174886;170979;177599;184993
Аpхангельская область;11845;17821;21924;26959;33554;41707;50781;61423;79990;87768;99898;118709;135625;154320;176491;194266;203019;217241;229576
в том числе: ;;;;;;;;;;;;;;;;;;;
Ненецкий автономный округ;13040;21404;26254;32808;38974;51057;63280;79578;94223;106066;117064;133131;145446;158161;178374;192201;204097;214927;220864
Архангельская область    без автономного округа;;;;;;;;;;;;;;154177;176420;194345;202977;217332;229922
Вологодская область;10665;14204;17463;21261;25152;28599;36461;46701;58215;57479;70931;83363;104966;112774;125014;132285;136224;145711;159085
Калининградская область;13575;17508;20586;24253;30499;38890;47629;61681;81520;91669;96331;106845;114980;123113;136627;145944;153165;158572;170470
Ленингpадская область;9417;12871;15961;18515;27424;37218;46892;59236;77165;83032;99073;121469;132297;141100;156780;175173;191917;205604;221479
Муpманская область;21984;27344;32493;38803;45445;53813;63863;79512;103988;114692;129078;142539;157480;177300;196946;201079;203655;216425;225992
Новгоpодская область;12958;16224;19315;22634;27018;33306;41401;52532;74184;84485;93969;107316;122628;136772;155324;173380;176740;183565;191135
Псковская область;10180;13922;19996;25044;32360;38821;46412;55408;73283;76867;85525;103067;115337;127898;144799;156702;154488;166753;177129
г. Санкт-Петеpбуpг;18292;23892;29814;34743;46188;62239;75551;94178;120473;125773;140782;150642;169270;181245;197144;219750;234947;249460;263120
Южный          федеральный округ1);12040;15982;20582;25102;31493;40368;50064;66842;88242;92031;107030;122762;138131;153160;171997;185238;182610;189852;200035
Республика Адыгея;9712;11570;12750;15078;19762;25129;29762;37355;58465;71536;83258;101944;129374;151236;164975;162621;177115;190240;209586
