Пензенская область;3128;3137;3300;5525;5663;6163;6291;6595;6539;6362;6319;5526;5383;4751;4515;4481;4435;4367
Самарская область;11304;9873;10094;10029;10685;10467;11228;11458;12193;12335;11431;10135;9470;9173;8831;8699;8240;8043
Саратовская область;9671;9850;9622;9954;9696;9091;10280;9122;9050;8721;8748;8244;7412;7309;7039;6823;6766;6689
Ульяновская область;5544;5387;5705;5722;5908;5657;6168;5768;5962;5148;5049;4914;4414;3649;3558;3467;3241;3183
Уральский               федеральный округ;39086;38704;42824;41592;43063;42761;46527;47107;46827;46105;44767;44571;44420;44709;44693;44333;45143;45511
Курганская область;3914;4796;5019;5138;5230;5135;5096;4858;4752;4777;4623;4670;4623;4654;4609;4578;4584;4646
Свердловская область;11483;11128;10924;10870;10487;10171;9644;9808;9368;8882;8505;8650;8708;8750;8617;8439;8549;8508
Тюменская область;15051;14395;17334;15712;16746;16130;19253;19141;19742;19606;18711;18208;17923;18041;18304;17888;17949;18005
в том числе:;;;;;;;;;;;;;;;;;;
Ханты-Мансийский автономный округ - Югра;7313;7176;8059;7833;8113;7364;9164;8903;9491;9261;8465;7948;7486;7438;7391;7257;7248;7208
Ямало-Ненецкий автономный округ;3473;3271;3740;4016;4449;4588;4945;4940;5116;5165;5086;5074;5274;5482;5966;5793;5632;5620
Тюменская область без автономных округов;4265;3948;5535;3863;4184;4178;5144;5298;5135;5180;5160;5186;5163;5121;4947;4838;5069;5177
Челябинская область;8638;8385;9547;9872;10600;11325;12534;13300;12965;12840;12928;13043;13166;13264;13163;13428;14061;14352
Сибирский         федеральный округ2);78040;74478;76060;79680;80792;82338;91539;92344;91104;89077;86273;85123;85106;87571;84364;83468;83151;72593
Республика Алтай;1430;1498;1651;1705;1808;1824;2089;2197;2251;2267;2202;1920;1999;1967;1661;2056;1982;1991
Республика Тыва;1299;797;384;340;333;258;1701;1824;1892;1859;1877;1791;1931;1981;2019;1997;2173;2165
Республика Хакасия;1682;1634;1557;2604;2685;2737;2794;2879;3016;3051;3084;3137;3176;3496;3402;3382;3486;3555
Алтайский край;13302;13120;13645;14187;14394;14604;15194;14291;13270;12734;11610;11358;11308;11859;10430;9860;9591;9570
Красноярский край;12645;12020;12548;13289;13912;14050;15123;15898;15670;16006;15806;16218;16096;15931;15260;15622;15468;15473
Иркутская область;9719;9377;9416;9424;9636;8984;10971;11367;11641;11094;10952;11190;11505;11606;11264;11191;11212;11197
Кемеровская область;9635;8830;8117;8048;8173;8116;9568;9109;9463;9352;9316;9088;9046;9074;9033;8739;8841;8940
Новосибирская область;7986;5794;6015;6976;7136;9286;9448;9550;9812;9864;9960;9853;9426;9459;9364;9212;9026;8994
Омская область;6764;6700;6866;6994;6817;7010;7726;8215;8215;7681;6995;6288;6365;6705;6572;6483;6423;6305
Томская область;4665;4820;5140;4996;4955;4541;5014;4953;4426;4422;4329;4216;4305;4346;4335;4172;4507;4403
Дальневосточный     федеральный округ2);25437;26048;26109;30422;30962;28650;30575;31498;32994;29634;27666;26335;26409;26775;26751;26423;26401;37321
Республика Бурятия;4981;4836;5030;5473;5170;5177;5264;5178;5091;4456;3865;3549;3383;3433;3457;3479;3608;3681
Республика Саха (Якутия);…;…;…;3480;3770;3849;4896;5054;6805;5129;4822;4652;4652;5070;5227;5260;5267;5249
Забайкальский край;3932;5052;5691;5644;5773;5751;6647;6883;6357;6291;6277;6515;6566;7714;7567;7275;6834;6873
Камчатский край;1445;1638;1688;1753;1900;2036;2061;2219;2207;2079;1997;2058;2071;2134;2132;2160;1987;1952
Приморский край;8221;8285;8360;8540;8278;5879;5808;6004;5994;5515;4986;4505;4563;4693;4566;4552;4614;4594
Хабаровский край;5563;5662;5720;6040;6247;6100;6677;6834;6985;6476;5799;5748;5727;5752;5597;5497;5649;5658
Амурская область;4151;4247;4362;4587;4592;4706;5113;5171;4800;4340;4199;4123;4172;4294;4213;4205;4268;4702
Магаданская область;1178;1106;1020;1078;1040;1050;1207;1284;1309;1285;1258;1262;1376;1428;1625;1431;1417;1421
Сахалинская область;3128;3079;2933;2983;3189;3030;2763;2865;2923;2951;2840;2319;2227;1817;1849;1820;1630;1618
Еврейская автономная область;1131;1159;1196;1260;1264;1233;1281;1316;1297;1134;1026;981;955;953;924;890;895;888
Чукотский автономный округ;620;872;830;701;682;767;769;751;674;725;739;687;666;634;618;608;674;685
?????;;;;;;;;;;;;;;;;;;
1) Включая избирательные комиссии муниципальных образований.;;;;;;;;;;;;;;;;;;
2)  Данные за 2000-2017 гг. по Сибирскому и Дальневосточному федеральным округам приведены в составе субъектов Российской Федерации до вступления в силу Указа Президента Российской Федерации от 3 ноября 2018 г. № 632.;;;;;;;;;;;;;;;;;;
