Социально-экономические показатели по субъектам Российской Федерации;;;;;;;;;;
5. ЗДРАВООХРАНЕНИЕ;;;;;;;;;;
5.7. ПРЕРЫВАНИЕ БЕРЕМЕННОСТИ (АБОРТЫ);;;;;;;;;;
5.7.2. На 100 родов;;;;;;;;;;
;2003;2005;2010;2012;2013;2014;2015;2016;2017;2018
Российская Федерация;126;117;67;56;54;48;44;45;46;41
Центральный       федеральный округ;120;105;58;50;47;42;37;36;38;33
Белгородская область;118;94;46;37;36;30;28;29;30;28
Брянская область;149;138;89;73;72;67;65;62;64;59
Владимирская область;135;134;79;71;67;60;54;53;56;50
Воронежская область;149;151;63;56;52;46;43;44;44;37
Ивановская область;137;120;88;68;57;53;46;42;42;41
Калужская область;160;127;73;58;47;51;42;40;42;39
Костромская область;155;134;82;68;62;58;56;57;58;54
Курская область;138;126;68;66;66;59;54;51;59;51
Липецкая область;153;120;71;54;55;50;46;45;47;41
Московская область;114;101;60;52;49;43;36;33;32;27
Орловская область;151;136;79;72;69;64;58;52;57;50
Рязанская область;125;138;62;58;55;46;40;46;45;39
Смоленская область;146;132;81;69;63;55;51;49;56;53
Тамбовская область;132;123;77;67;59;53;46;41;42;43
Тверская область;127;117;92;76;71;61;54;48;49;43
Тульская область;140;132;81;64;60;46;41;44;42;38
Ярославская область;160;152;80;72;66;56;48;50;50;43
г. Москва;80;57;29;26;26;24;22;24;28;23
Северо-Западный     федеральный округ;139;133;72;64;59;53;49;48;49;45
Республика Карелия;154;154;87;79;78;64;58;58;69;57
Республика Коми;140;136;80;69;63;58;56;56;67;61
Архангельская область;160;153;96;87;73;72;68;59;59;59
в том числе: ;;;;;;;;;;
Ненецкий автономный округ;112;118;85;73;67;58;48;50;57;52
Архангельская область     без автономного округа;163;154;97;88;73;73;69;60;59;60
Вологодская область;175;206;99;86;83;69;61;64;69;63
Калининградская область;157;141;79;71;69;59;54;55;56;46
Ленинградская область;154;148;78;67;63;58;57;52;52;51
Мурманская область;125;112;58;51;51;50;49;50;53;51
Новгородская область;132;135;99;80;75;64;62;59;60;54
Псковская область;162;159;104;96;89;86;74;72;75;69
г. Санкт-Петербург;107;91;46;42;40;35;34;34;31;30
Южный            федеральный округ;111;105;59;48;44;34;37;37;35;31
Республика Адыгея;106;85;46;42;41;35;34;33;34;33
Республика Калмыкия;81;82;42;33;30;28;24;28;26;24
Республика Крым;;;;;;36;38;39;38;34
Краснодарский край;117;104;52;44;40;36;34;35;30;27
Астраханская область;103;95;48;40;34;32;29;32;39;35
Волгоградская область;120;141;87;73;71;65;63;57;45;40
Ростовская область;103;91;57;43;38;33;28;32;33;29
г. Севастополь;;;;;;46;41;39;43;38
Северо-Кавказский    федеральный округ;43;44;28;25;24;21;21;22;21;19
Республика Дагестан;28;31;19;15;15;12;12;14;12;12
Республика Ингушетия;16;15;15;14;15;13;13;14;13;11
Кабардино-Балкарская   Республика;63;74;27;20;23;20;20;21;21;17
Карачаево-Черкесская    Республика;66;49;28;34;29;26;25;23;28;26
Республика Северная         Осетия – Алания;74;65;41;35;32;32;28;26;31;23
Чеченская Республика;…;…;12;11;13;11;12;14;12;13
Ставропольский край;96;100;62;53;47;43;39;39;41;38
Приволжский         федеральный округ;141;127;72;59;56;51;46;47;51;47
Республика Башкортостан;113;102;50;41;37;33;32;31;35;33
Республика Марий Эл;138;123;86;77;66;60;56;62;69;63
Республика Мордовия;138;135;92;79;70;61;46;46;50;40
Республика Татарстан;142;126;63;52;48;45;40;40;45;41
Удмуртская Республика;212;138;72;56;56;51;44;43;47;46
Чувашская Республика;148;136;73;56;54;56;53;54;56;53
Пермский край;152;140;78;67;66;59;49;47;64;63
Кировская область;175;164;110;91;82;73;67;65;68;65
Нижегородская область ;121;132;69;57;62;55;50;51;52;43
Оренбургская область;178;167;100;85;83;76;72;72;76;70
Пензенская область;155;140;84;60;60;54;48;50;52;41
Самарская область;110;102;59;53;49;43;40;41;43;39
Саратовская область;119;102;73;59;56;52;46;48;50;43
Ульяновская область;149;125;72;54;53;46;42;45;49;45
Уральский        федеральный округ;154;134;82;69;66;59;54;56;59;54
Курганская область;217;139;96;81;74;69;61;70;70;64
Свердловская область ;157;137;93;79;75;68;62;64;66;64
Тюменская область;133;119;70;61;60;53;49;51;52;45
в том числе:;;;;;;;;;;
Ханты-Мансийский     автономный округ – Югра;131;115;61;56;54;50;47;46;47;41
Ямало-Ненецкий автономный округ;140;133;82;68;67;57;54;63;56;49
Тюменская область      без автономных округов;131;117;76;65;64;55;51;53;56;49
Челябинская область;155;147;77;63;60;53;49;49;55;49
Сибирский    федеральный округ;138;115;71;55;57;55;49;51;56;57
Республика Алтай;107;107;75;51;53;54;51;56;63;50
Республика Тыва;68;85;56;57;55;55;51;49;55;41
Республика Хакасия;152;117;76;68;67;60;45;43;48;41
