Социально-экономические показатели по субъектам Российской Федерации;;;;;;;;;;;;;;;;;;;
6. КУЛЬТУРА, ОТДЫХ И ТУРИЗМ;;;;;;;;;;;;;;;;;;;
6.6. КОЛЛЕКТИВНЫЕ СРЕДСТВА РАЗМЕЩЕНИЯ;;;;;;;;;;;;;;;;;;;
6.6.1. Число коллективных средств размещения;;;;;;;;;;;;;;;;;;;
;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018
Российская Федерация;9058;8915;8581;8517;8620;9269;9865;10436;11258;12388;12585;13062;14019;14583;15590;20135;20534;25292;28072
Центральный федеральный округ;1771;1697;1599;1558;1581;1632;1749;1756;1813;1966;2067;2229;2306;2684;2786;3498;3836;4355;4773
Белгородская область;64;64;58;62;63;63;64;63;66;66;78;119;118;113;113;114;144;171;177
Брянская область;92;90;77;67;58;55;57;54;81;70;71;64;65;72;68;91;82;107;119
Владимирская область;82;79;75;73;71;90;110;115;111;100;148;179;169;163;158;232;198;239;241
Воронежская область;130;124;112;109;109;109;111;115;113;125;128;140;133;134;135;216;218;254;254
Ивановская область;63;59;54;52;53;52;54;50;67;51;55;80;77;68;83;75;78;102;110
Калужская область;58;55;55;53;52;59;63;63;62;75;80;115;119;124;125;179;175;183;187
Костромская область;66;65;61;62;63;71;79;79;88;80;75;70;68;73;65;81;87;90;116
Курская область;60;59;52;59;64;69;69;66;61;68;75;73;74;67;81;99;112;135;134
Липецкая область;53;56;54;54;56;54;57;62;56;61;59;59;61;64;67;83;91;117;133
Московская область;355;327;312;297;317;299;334;315;310;327;342;355;411;379;384;574;571;568;603
Орловская область;39;35;36;41;35;35;35;34;33;45;37;43;46;47;49;56;60;72;76
Рязанская область;65;63;64;61;66;61;80;77;87;117;132;130;132;145;148;135;143;153;156
Смоленская область;61;58;58;53;53;53;48;58;55;67;78;85;84;90;100;114;110;121;125
Тамбовская область;63;64;53;56;59;62;55;52;70;72;66;66;73;73;80;80;89;100;123
Тверская область;108;107;104;105;105;108;131;154;150;200;206;200;200;212;214;218;194;238;248
Тульская область;120;108;105;94;94;92;102;98;99;104;100;107;121;123;142;147;153;179;175
Ярославская область;88;85;78;73;76;79;76;79;84;115;98;107;104;111;120;175;161;203;203
г. Москва;204;199;191;187;187;221;224;222;220;223;239;237;251;626;654;829;1170;1323;1593
Северо-Западный федеральный округ;922;901;837;852;891;948;988;1021;1106;1441;1454;1532;1561;1504;1556;1942;1970;2543;2914
Республика Карелия;82;76;71;68;63;66;79;74;93;108;105;125;128;129;133;182;198;213;238
Республика Коми;72;69;64;68;69;76;84;81;77;95;97;76;80;86;87;132;134;139;131
Архангельская область;89;92;96;100;99;105;112;117;120;124;124;120;112;112;145;166;152;150;173
в том числе:;;;;;;;;;;;;;;;;;;;
Ненецкий автономный округ;6;6;6;6;6;4;3;4;7;6;4;4;5;5;7;7;7;5;7
Архангельская область без автономного округа;83;86;90;94;93;101;109;113;113;118;120;116;107;107;138;159;145;145;166
Вологодская область;84;81;82;82;86;95;104;103;116;125;145;142;134;131;120;200;210;266;291
Калининградская область;75;73;61;65;69;65;73;74;97;89;57;57;100;109;109;201;209;221;248
Ленинградская область;158;153;130;128;160;165;157;165;176;273;265;322;302;253;269;274;212;272;339
Мурманская область;107;110;95;99;98;105;104;111;108;126;136;127;128;118;119;143;117;197;179
Новгородская область;58;60;58;58;58;62;61;61;69;88;92;97;100;110;111;126;119;124;132
Псковская область;55;52;48;55;54;56;55;59;59;66;73;84;79;74;74;106;111;116;126
г. Санкт-Петербург;142;135;132;129;135;153;159;176;191;347;360;382;398;382;389;412;508;845;1057
Южный федеральный округ;1337;1346;1449;1457;1444;1663;1729;1888;1914;2080;2106;2024;2447;2484;3058;5463;5616;7480;8871
Республика Адыгея;14;17;16;15;16;16;14;17;31;27;23;31;41;43;38;54;53;71;84
Республика Калмыкия;12;12;13;13;11;21;22;19;37;15;14;17;16;21;24;24;39;45;48
Республика Крым;;;;;;;;;;;;;;;392;1149;1134;1257;1312
Краснодарский край;865;885;1002;1009;982;1150;1183;1248;1290;1334;1355;1207;1583;1609;1684;2922;3106;4641;5883
Астраханская область;40;41;63;56;72;74;85;106;93;136;123;117;135;140;172;313;265;334;331
Волгоградская область;162;162;145;148;148;138;138;141;134;191;205;233;242;232;238;325;381;433;459
Ростовская область;244;229;210;216;215;264;287;357;329;377;386;419;430;439;451;495;525;568;633
г. Севастополь;;;;;;;;;;;;;;;59;181;113;131;121
Северо-Кавказский федеральный округ;341;331;315;310;308;332;369;367;361;431;455;474;501;499;571;711;689;791;883
Республика Дагестан;39;34;36;38;35;34;32;34;46;54;57;57;87;69;93;89;78;88;106
Республика Ингушетия;3;3;3;3;5;5;5;4;6;3;3;3;3;4;4;3;3;4;5
Кабардино-Балкарская Республика;50;43;44;47;50;56;63;64;53;72;72;74;95;86;87;125;102;113;132
Карачаево-Черкесская Республика;26;29;28;24;22;32;42;41;34;66;73;80;51;53;76;82;71;86;86
Республика Северная Осетия - Алания;23;24;22;24;25;28;29;27;25;28;25;28;28;30;31;33;28;41;47
Чеченская Республика;-;-;-;-;-;-;1;1;2;2;2;2;2;7;12;14;19;29;42
Ставропольский край;200;198;182;174;171;177;197;196;195;206;223;230;235;250;268;365;388;430;465
Приволжский федеральный округ;2003;1980;1799;1785;1812;1916;1958;2052;2310;2325;2359;2395;2547;2556;2783;3236;3037;3951;4122
Республика Башкортостан;299;296;264;299;309;347;340;335;484;372;379;377;374;382;390;404;374;534;542
Республика Марий Эл;46;48;44;45;42;44;42;51;53;49;54;51;49;47;50;60;62;83;88
Республика Мордовия;37;36;35;37;35;38;36;43;45;44;44;45;47;49;46;60;60;70;85
Республика Татарстан;306;300;262;255;257;242;248;253;208;295;311;295;316;335;350;385;392;547;612
Удмуртская Республика;66;68;62;56;61;73;76;82;82;136;122;128;140;132;129;172;153;175;178
Чувашская Республика;61;69;66;68;71;71;76;72;106;94;93;93;97;100;118;118;120;163;158
Пермский край;153;152;146;142;137;164;165;187;173;213;231;271;275;262;269;348;356;434;411
Кировская область;133;133;122;111;113;114;139;126;86;115;101;104;112;120;131;159;175;192;213
Нижегородская область;215;203;181;179;169;173;168;189;231;197;207;220;258;278;360;458;417;486;517
Оренбургская область;139;145;142;135;133;136;143;167;219;211;230;215;235;236;242;243;203;264;276
Пензенская область;77;76;60;53;50;55;51;57;62;60;70;74;79;81;94;114;93;119;119
Самарская область;204;202;192;186;185;197;199;204;263;232;234;238;282;265;304;399;324;423;455
Саратовская область;168;158;135;135;160;174;187;198;212;196;187;187;186;170;191;201;208;317;322
Ульяновская область;99;94;88;84;90;88;88;88;86;111;96;97;97;99;109;115;100;144;146
Уральский федеральный округ;877;854;839;823;795;837;895;956;1103;1162;1303;1286;1336;1363;1409;1378;1430;1615;1696
Курганская область;46;45;49;46;52;54;56;58;50;57;61;68;70;77;83;92;94;112;126
Свердловская область;315;299;300;286;276;304;353;378;543;442;517;499;496;500;520;458;432;477;538
Тюменская область;229;226;220;238;242;248;255;284;275;324;327;340;385;395;401;467;531;577;594
в том числе:;;;;;;;;;;;;;;;;;;;
Ханты-Мансийский автономный округ - Югра;104;98;100;107;107;116;120;132;134;157;153;157;178;195;194;213;251;273;275
Ямало-Ненецкий автономный округ;47;53;47;52;58;57;55;60;57;65;69;60;74;65;66;84;89;93;100
Тюменская область без автономных округов;78;75;73;79;77;75;80;92;84;102;105;123;133;135;141;170;191;211;219
Челябинская область;287;284;270;253;225;231;231;236;235;339;398;379;385;391;405;361;373;449;438
Сибирский федеральный округ;1070;1064;1008;996;1011;1085;1266;1366;1636;1763;1597;1728;1871;1976;1896;2252;2177;2577;2792
Республика Алтай;24;34;40;51;69;104;189;194;451;419;177;221;228;228;190;211;199;223;229
Республика Тыва;26;24;22;20;19;20;18;19;32;18;21;30;33;48;43;48;42;45;61
Республика Хакасия;32;29;25;24;23;28;32;32;48;47;61;59;59;46;61;91;82;91;110
Алтайский край;150;157;161;161;156;156;202;243;223;250;256;269;338;342;316;393;351;512;515
Красноярский край;204;203;188;163;160;171;176;181;174;292;310;311;335;374;329;339;325;370;418
Иркутская область;161;160;158;155;161;154;161;197;224;229;241;271;289;316;346;322;282;332;374
Кемеровская область;163;160;141;140;143;146;180;180;151;160;166;190;183;173;168;302;275;323;330
Новосибирская область;145;142;132;135;129;138;143;148;144;167;168;176;203;237;235;249;243;335;351
Омская область;107;98;83;88;91;100;95;100;116;103;115;117;121;130;133;215;215;181;210
Томская область;58;57;58;59;60;68;70;72;73;78;82;84;82;82;75;82;163;165;194
Дальневосточный федеральный округ;737;742;735;736;778;856;911;1030;1015;1220;1244;1394;1450;1517;1531;1655;1779;1980;2021
Республика Бурятия;97;104;104;101;115;117;127;197;169;211;218;282;301;332;296;334;342;414;379
Республика Саха (Якутия);96;90;89;85;81;97;116;119;147;139;131;142;153;157;166;167;192;195;211
Забайкальский край;86;95;104;109;114;129;126;136;153;146;135;142;148;147;151;153;151;156;162
Камчатский край;42;41;38;37;35;40;47;48;59;55;54;60;66;78;74;70;86;108;109
Приморский край;169;162;147;146;146;162;189;199;122;269;312;368;360;347;379;422;458;465;502
Хабаровский край;90;90;94;97;100;114;112;111;145;172;167;158;175;208;213;224;232;235;236
Амурская область;69;67;65;68;60;72;66;84;89;96;100;113;119;126;138;149;159;202;204
Магаданская область;20;20;21;21;22;21;22;25;25;28;27;25;29;31;31;33;30;30;30
Сахалинская область;46;55;55;55;80;85;82;87;81;77;74;77;75;67;62;73;87;113;115
Еврейская автономная область;12;11;12;11;12;11;12;12;13;18;15;13;12;13;14;19;19;26;31
Чукотский автономный округ;10;7;6;6;13;8;12;12;12;9;11;14;12;11;7;11;23;36;42
;;;;;;;;;;;;;;;;;;;
