Краснодарский край;278,4;355,5;391,5;403,5;602,5;636,8;658,9;;;;;;;;
Астраханская область;105,8;110,5;114,6;139,7;136,4;115,1;134,2;;;;;;;;
Волгоградская область;122,7;120,6;136,8;139,5;163,7;181,0;196,7;;;;;;;;
Ростовская область;280,5;311,8;327,6;376,1;526,9;550,8;589,5;;;;;;;;
г. Севастополь;;;;1,5;49,1;52,7;49,5;;;;;;;;
Северо-Кавказский федеральный округ;505,7;634,7;714,0;676,0;755,4;971,2;1015,7;;;;;;;;
Республика Дагестан;211,5;239,9;267,2;215,9;232,7;420,6;419,7;;;;;;;;
Республика Ингушетия;5,7;6,5;11,2;11,4;15,7;22,5;24,6;;;;;;;;
Кабардино-Балкарская Республика;55,6;65,4;70,5;76,8;89,0;91,4;95,5;;;;;;;;
Карачаево-Черкесская Республика;19,1;20,5;27,3;25,0;23,3;25,7;30,4;;;;;;;;
Республика Северная Осетия – Алания;36,0;44,1;68,1;60,5;80,8;84,5;85,3;;;;;;;;
Чеченская Республика;17,4;83,0;84,3;88,6;88,5;89,3;101,0;;;;;;;;
Ставропольский край;160,5;175,3;185,4;197,8;225,5;237,2;259,3;;;;;;;;
Приволжский федеральный округ;1701,8;1831,6;2086,8;2190,0;2550,2;2741,3;2821,6;;;;;;;;
Республика Башкортостан;289,1;309,2;387,3;377,0;392,5;410,6;457,6;;;;;;;;
Республика Марий Эл;21,8;23,0;23,6;30,2;38,6;33,3;45,1;;;;;;;;
Республика Мордовия;29,7;36,7;42,1;45,9;51,4;51,9;52,5;;;;;;;;
Республика Татарстан;272,4;297,1;345,6;336,6;499,3;516,2;492,0;;;;;;;;
Удмуртская Республика;67,4;70,6;72,9;82,3;98,8;109,9;118,7;;;;;;;;
Чувашская Республика;54,0;60,5;57,0;64,9;76,6;82,9;80,6;;;;;;;;
Пермский край;245,7;269,2;298,5;313,8;327,9;352,9;368,1;;;;;;;;
Кировская область;78,3;87,5;91,4;94,8;107,2;122,5;111,2;;;;;;;;
Нижегородская область;148,7;162,9;166,0;199,5;167,3;204,3;195,2;;;;;;;;
Оренбургская область;93,9;110,2;124,3;135,2;149,3;153,2;165,8;;;;;;;;
Пензенская область;79,7;90,9;98,9;112,9;163,0;195,6;171,8;;;;;;;;
Самарская область;188,3;143,2;189,5;210,1;218,8;258,2;285,5;;;;;;;;
Саратовская область;85,1;87,4;107,9;105,2;170,1;157,7;171,7;;;;;;;;
Ульяновская область;47,7;83,3;81,6;81,5;89,3;92,2;105,9;;;;;;;;
Уральский            федеральный округ;1101,5;1150,7;1323,0;1388,7;1392,6;1431,2;1511,1;;;;;;;;
Курганская область;70,7;65,8;65,9;68,7;65,5;63,1;63,9;;;;;;;;
Свердловская область;479,4;506,3;607,1;627,2;632,7;623,8;659,6;;;;;;;;
Тюменская область;279,5;298,4;333,1;373,4;388,7;450,7;475,0;;;;;;;;
в том числе:;;;;;;;;;;;;;;;
Ханты-Мансийский      автономный округ – Югра;146,6;151,4;158,1;171,5;178,4;208,6;228,3;;;;;;;;
Ямало-Ненецкий автономный округ;49,4;55,9;67,6;78,4;72,4;75,7;81,6;;;;;;;;
Тюменская область     без автономных округов;83,5;91,1;107,4;123,5;137,9;166,4;165,1;;;;;;;;
Челябинская область;272,0;280,2;317,0;319,4;305,6;293,6;312,6;;;;;;;;
Сибирский           федеральный округ;958,8;979,8;1071,9;1128,7;1153,7;1304,1;1407,6;;;;;;;;
Республика Алтай;9,2;10,1;11,4;11,7;12,9;16,4;16,0;;;;;;;;
Республика Тыва;11,9;13,2;14,2;16,5;16,6;19,5;20,9;;;;;;;;
Республика Хакасия;40,0;55,7;52,3;55,7;64,2;79,5;80,4;;;;;;;;
Алтайский край;114,6;113,4;141,6;157,3;139,8;135,3;152,3;;;;;;;;
Красноярский край;226,1;245,6;256,5;281,4;294,7;307,9;324,9;;;;;;;;
Иркутская область;133,1;117,1;119,6;135,4;175,3;195,3;213,8;;;;;;;;
Кемеровская область;130,7;131,9;141,0;137,6;130,9;125,9;126,9;;;;;;;;
Новосибирская область;99,7;85,0;96,5;99,8;110,8;153,5;186,2;;;;;;;;
Омская область;150,9;159,4;186,2;181,7;168,8;201,6;211,6;;;;;;;;
Томская область;42,6;48,5;52,7;51,5;56,4;69,2;74,6;;;;;;;;
Дальневосточный федеральный округ;702,4;751,5;847,6;930,9;1144,3;1200,0;1236,7;;;;;;;;
Республика Бурятия;87,7;101,3;119,9;133,6;174,0;142,2;144,3;;;;;;;;
Республика Саха (Якутия);116,2;120,6;121,2;132,3;158,8;153,0;162,5;;;;;;;;
Забайкальский край;93,2;99,8;113,2;115,4;127,0;132,3;135,3;;;;;;;;
Камчатский край;28,4;27,1;27,8;28,2;36,4;37,3;40,3;;;;;;;;
Приморский край;102,2;124,8;142,0;160,6;194,0;216,9;256,8;;;;;;;;
Хабаровский край;100,1;101,4;112,6;123,0;164,0;214,7;177,0;;;;;;;;
Амурская область;59,5;65,0;83,5;96,3;126,5;127,4;134,3;;;;;;;;
Магаданская область;14,0;15,3;18,8;20,8;22,9;24,3;27,4;;;;;;;;
Сахалинская область;85,0;80,7;92,6;103,7;123,7;136,3;137,1;;;;;;;;
Еврейская автономная область;13,0;14,6;14,8;15,2;17,1;15,6;16,9;;;;;;;;
Чукотский автономный округ;3,3;0,7;1,2;1,8;2,7;4,5;5,1;;;;;;;;
?????;;;;;;;;;;;;;;;
"1) По всем видам деятельности; с учетом налогов и аналогичных обязательных платежей.";;;;;;;;;;;;;;;
"2) Данные за 2014 год по Республике Крым и г. Севастополю представлены без учета кода вида деятельности ""Розничная торговля, кроме торговли автотранспортными средствами и мотоциклами; ремонт бытовых изделий и предметов личного пользования"" (ОКВЭД 52).";;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
