Социально-экономические показатели по субъектам Российской Федерации;;;;;;;;;;
5. ЗДРАВООХРАНЕНИЕ;;;;;;;;;;
"5.9. ЗАБОЛЕВАЕМОСТЬ на 1000 человек населения ПО ОСНОВНЫМ КЛАССАМ БОЛЕЗНЕЙ1);2)";;;;;;;;;;
5.9.6. Болезни глаза и его придаточного аппарата;;;;;;;;;;
(зарегистрировано заболеваний у пациентов с диагнозом, установленным впервые в жизни);;;;;;;;;;
;2005;2010;2011;2012;2013;2014;2015;2016;2017;2018
Российская Федерация;33,6;33,0;33,3;35,2;35,0;34,7;33,3;32,6;31,6;31,4
Центральный федеральный округ;29,8;28,8;29,5;31,9;31,4;31,6;30,3;29,3;28,0;28,1
Белгородская область;52,5;46,5;47,0;51,3;47,4;40,5;36,2;36,6;35,2;32,6
Брянская область;36,3;34,1;35,0;37,6;37,8;36,3;34,2;33,1;34,6;33,6
Владимирская область;40,6;42,6;42,1;48,0;41,8;44,9;41,6;35,3;35,8;33,6
Воронежская область;26,0;20,9;23,6;24,3;24,8;26,0;26,8;25,4;26,8;26,7
Ивановская область;41,8;49,8;56,6;62,1;57,1;58,1;51,0;71,2;43,6;46,9
Калужская область;36,9;32,3;25,9;28,8;29,5;29,3;26,1;33,0;28,7;29,1
Костромская область;24,6;27,5;25,7;26,3;24,4;22,9;24,1;20,3;18,4;17,2
Курская область;30,3;24,0;27,2;30,1;27,9;27,6;26,7;24,6;23,3;21,4
Липецкая область;28,2;26,4;27,9;32,4;29,9;33,5;31,2;27,7;28,6;27,9
Московская область;21,9;22,2;23,2;27,7;29,1;28,2;26,5;26,1;24,6;24,8
Орловская область;49,9;49,0;49,9;50,7;52,9;57,4;66,2;52,9;53,3;52,2
Рязанская область;28,7;28,5;29,6;30,7;29,8;31,9;32,8;28,4;26,7;28,1
Смоленская область;32,9;33,9;31,1;30,1;30,0;28,4;27,2;24,4;24,7;25,1
Тамбовская область;30,4;28,6;26,6;27,0;26,6;24,9;22,7;20,7;20,7;20,0
Тверская область;33,8;29,8;30,5;32,8;29,2;28,2;28,0;29,2;31,1;28,9
Тульская область;31,3;27,0;25,9;34,5;33,9;41,5;38,3;31,2;31,3;30,0
Ярославская область;45,4;39,2;39,7;38,4;35,4;35,4;35,1;33,7;30,4;31,7
г. Москва;24,3;25,6;26,6;27,3;27,6;27,9;27,1;26,2;26,0;27,1
Северо-Западный федеральный округ;29,8;31,8;31,0;32,1;31,6;32,6;32,4;33,7;32,4;31,4
Республика Карелия;41,6;39,4;37,6;38,2;36,4;34,4;32,2;32,3;32,7;31,6
Республика Коми;34,9;41,0;38,2;42,0;40,7;40,9;44,2;46,3;49,4;47,3
Архангельская область;40,5;47,3;45,0;43,2;45,2;45,1;44,4;46,1;38,3;38,5
в том числе: ;;;;;;;;;;
Ненецкий автономный округ;79,0;95,7;91,5;73,4;63,0;60,8;64,4;57,8;65,3;62,1
Архангельская область без автономного    округа;39,2;45,6;43,3;42,1;44,5;44,5;43,6;45,6;37,2;37,5
