Социально-экономические показатели по субъектам Российской Федерации;;;;;;;;;;;;;;;;;;;
15. СТРОИТЕЛЬСТВО;;;;;;;;;;;;;;;;;;;
ЖИЛИЩНОЕ И СОЦИАЛЬНО-КУЛЬТУРНОЕ СТРОИТЕЛЬСТВО;;;;;;;;;;;;;;;;;;;
 15.11. ВВОД В ДЕЙСТВИЕ МОЩНОСТЕЙ АМБУЛАТОРНО-ПОЛИКЛИНИЧЕСКИХ ОРГАНИЗАЦИЙ;;;;;;;;;;;;;;;;;;;
15.11.1. Всего ;;;;;;;;;;;;;;;;;;;
(посещений в смену);;;;;;;;;;;;;;;;;;;
;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018
Российская Федерация;24774;21761;22030;20664;18730;20222;22547;31708;25327;22502;26811;25175;18857;17544;18846;23709;18087;20729;24536
Центральный федеральный округ;6365;6234;7610;6427;6260;6187;8330;4615;5410;3868;7060;5279;5182;3176;4722;6752;7394;6405;11953
Белгородская область;1650;25;-;-;275;1230;16;-;135;-;720;420;228;500;-;10;-;310;850
Брянская область;580;40;535;727;-;102;530;-;300;835;25;-;415;50;27;-;200;-;20
Владимирская область;-;192;-;-;-;-;-;150;40;60;-;40;55;25;-;78;70;76;23
Воронежская область;10;260;150;660;240;220;909;1155;725;35;780;997;214;-;1071;2271;2630;395;3154
Ивановская область;-;-;-;-;250;-;250;290;-;20;-;-;316;-;125;-;-;-;-
Калужская область;-;-;50;100;230;-;-;200;370;22;110;130;-;7;200;20;360;-;-
Костромская область;-;175;-;-;100;-;250;-;100;-;150;-;-;-;15;-;-;-;-
Курская область;-;20;250;200;-;580;-;-;-;130;48;30;130;650;56;512;631;67;75
Липецкая область;70;250;-;180;860;720;170;250;445;225;700;80;220;30;175;76;155;465;450
Московская область;380;1710;810;1415;1685;485;3740;1080;1516;951;1600;1280;600;800;975;395;1600;3329;5516
Орловская область;-;495;1825;250;250;380;-;20;21;-;372;37;270;168;-;10;200;150;20
Рязанская область;-;160;200;100;-;100;160;-;450;-;-;100;150;250;-;-;170;40;100
Смоленская область;-;-;20;-;-;-;-;-;10;75;-;-;140;-;-;100;-;-;-
Тамбовская область;400;770;375;-;-;-;15;-;548;20;50;-;-;-;80;-;-;40;15
Тверская область;675;400;200;325;400;-;-;-;-;-;100;-;-;-;150;-;-;-;-
Тульская область;100;-;-;180;-;-;740;-;-;-;45;-;-;-;-;-;-;75;90
Ярославская область;-;-;40;150;-;1000;8;400;200;445;70;205;68;21;268;10;268;148;75
г. Москва;2500;1737;3155;2140;1970;1370;1542;1070;550;1050;2290;1960;2376;675;1580;3270;1110;1310;1565
Северо-Западный  федеральный округ;3392;1541;1683;1197;2421;1013;2180;3883;2271;3438;3838;2148;3044;1381;1818;2496;885;560;1349
Республика Карелия;20;140;550;532;-;220;600;250;-;-;-;-;120;35;-;10;-;-;10
Республика Коми;276;600;50;165;362;223;120;1155;482;400;38;631;45;15;735;30;75;15;105
