Социально-экономические показатели по субъектам Российской Федерации;;;;;;;;;;;;;;;;;;;
15. СТРОИТЕЛЬСТВО;;;;;;;;;;;;;;;;;;;
ЖИЛИЩНОЕ И СОЦИАЛЬНО-КУЛЬТУРНОЕ СТРОИТЕЛЬСТВО;;;;;;;;;;;;;;;;;;;
15.6. ВВОД В ДЕЙСТВИЕ ЖИЛЫХ ДОМОВ, ПОСТРОЕННЫХ ЖИЛИЩНО-СТРОИТЕЛЬНЫМИ КООПЕРАТИВАМИ;;;;;;;;;;;;;;;;;;;
(тысяч квадратных метров общей площади жилых помещений);;;;;;;;;;;;;;;;;;;
;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018
Российская Федерация ;720,0;647,8;583,7;499,7;492,6;601,9;591,8;945,7;597,6;455,9;327,2;361,2;269,8;469,3;369;615,1;1000,0;783,4;384,3
Центральный федеральный округ;152,6;79,9;111,3;88,6;101,9;124,6;61,0;134,9;59,9;188,1;58,9;76,0;34,0;62,9;31,1;79,8;105,5;42,9;13,1
Белгородская область;10,5;-;-;-;-;4,2;-;-;-;-;-;-;-;-;-;-;-;-;-
Брянская область;4,8;10,3;15,7;-;2,7;10,0;6,3;4,3;-;-;-;14,2;3,0;-;-;-;-;-;-
Владимирская область;3,2;9,2;8,8;4,1;-;-;3,8;-;6,9;-;-;-;-;-;-;-;-;-;5,8
Воронежская область;15,5;0,2;9,2;8,6;-;24,9;-;7,1;5,7;-;-;-;-;2,3;-;15,8;44,6;22,5;-
Ивановская область;-;6,2;3,6;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2,1;-
Калужская область;-;-;-;8,5;14,5;13,6;-;9,6;-;-;-;-;-;-;-;-;-;-;-
Костромская область;-;-;-;-;1,4;0,5;-;-;-;-;-;-;-;-;-;-;1,5;4,6;-
Курская область;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Липецкая область;-;5,0;3,7;-;4,3;-;-;-;-;-;-;-;-;-;-;-;-;4,3;-
Московская область;21,3;46,4;34,3;20,4;43,8;43,8;20,9;11,1;17,2;31,0;29,6;45,4;16,9;53,1;13,7;4,1;16,4;7,4;-
Орловская область;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3,8;-;-
Рязанская область;26,7;-;-;-;4,8;-;6,0;-;4,5;-;-;-;-;-;-;-;5,7;-;-
Смоленская область;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Тамбовская область;14,9;-;14,6;4,2;7,5;10,9;-;-;-;-;-;3,1;-;-;-;5,3;2,1;2,1;1,7
Тверская область;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2,4;-;-
Тульская область;3,7;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Ярославская область;2,0;2,5;8,7;-;15,3;9,7;17,5;29,9;25,6;19,5;17,7;13,4;14,1;7,5;-;54,1;7,2;-;-
г. Москва;50,0;-;12,7;42,9;7,6;7,0;6,6;73,0;-;137,6;11,5;-;-;-;17,5;0,5;21,9;-;5,6
Северо-Западный федеральный округ;41,6;56,7;69,2;75,2;56,4;10,1;41,6;10,0;36,4;8,0;8,7;2,6;29,8;3,8;7,5;11,1;83,9;15,3;24,5
Республика Карелия;-;3,1;3,3;1,1;4,3;-;4,5;1,4;6,4;2,2;8,0;0,6;8,9;3,8;3,3;2,7;-;2,2;-
Республика Коми;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Архангельская область;3,4;0,5;4,3;3,7;8,9;7,4;32,6;8,6;27,4;5,8;-;1,2;18,2;-;4,2;-;1,9;-;-
      в том числе:;;;;;;;;;;;;;;;;;;;
Ненецкий автономный округ;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Архангельская область без автономного округа;3,4;0,5;4,3;3,7;8,9;7,4;32,6;8,6;27,4;5,8;-;1,2;18,2;-;4,2;-;1,9;-;-
Вологодская область;14,0;23,3;4,1;14,2;17,1;0,7;-;-;2,6;-;0,7;0,8;2,7;-;-;-;0,3;-;-
Калининградская область;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;12,7;12,3;-
Ленинградская область;-;2,2;14,1;-;3,5;2,0;1,2;-;-;-;-;-;-;-;-;-;7,5;-;24,5
Мурманская область;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Новгородская область;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Псковская область;3,6;-;8,3;0,6;-;-;3,2;-;-;-;-;-;-;-;-;8,4;1,8;0,9;-
г. Санкт-Петербург;20,6;27,7;35,1;55,7;22,6;-;-;-;-;-;-;-;-;-;-;-;59,7;-;-
Южный                                  федеральный округ;37,8;36,3;8,3;24,7;25,7;27,0;36,2;26,9;49,1;19,3;39,6;75,2;46,6;55,3;68,9;116,7;221,7;63,3;189,4
Республика Адыгея;-;-;-;-;-;-;-;-;-;0,8;-;-;-;-;-;-;-;-;13,3
Республика Калмыкия;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3,5;-
Республика Крым;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;14,3;1,2;27,0
Краснодарский край;12,3;0,4;3,8;22,8;7,7;23,3;30,8;13,3;8,1;14,9;35,8;38,2;29,3;34,9;55,6;84,4;106,0;37,7;45,7
Астраханская область;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Волгоградская область;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Ростовская область;25,5;35,9;4,5;1,9;18,0;3,7;5,4;13,6;41,0;3,6;3,8;36,9;17,3;20,4;13,3;32,3;49,1;20,8;49,5
г. Севастополь;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;52,3;-;53,9
Северо-Кавказский федеральный округ;29,5;16,8;25,3;35,4;18,4;53,0;60,5;49,7;108,1;5,7;3,4;20;10,5;120,3;5,1;15,3;32,2;294,2;5,9
Республика Дагестан;10,8;6,4;7,3;8,3;-;49,5;43,7;35,9;100,9;;-;-;-;-;-;-;-;284,8;-
Республика Ингушетия;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Кабардино-Балкарская Республика;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Карачаево-Черкесская Республика;-;2,5;-;-;7,6;3,5;4,4;10,2;3,2;3,0;-;-;-;-;-;-;9,6;-;-
Республика Северная Осетия-Алания;6,8;6,3;11,0;5,3;1,6;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Чеченская Республика;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Ставропольский край;11,9;1,6;7,0;21,8;9,2;-;12,4;3,6;4,0;2,7;3,4;20;10,5;120,3;5,1;15,3;22,6;9,4;5,9
Приволжский федеральный округ;260,4;318,3;231,0;163,6;136,6;252,6;236,6;202,7;241,1;152,6;143,6;125,2;110,7;166,5;187,8;175,0;203,6;165,7;99,0
