Социально-экономические показатели по субъектам Российской Федерации;;;;;;;;;;;;;;;;;;;
4. ОБРАЗОВАНИЕ;;;;;;;;;;;;;;;;;;;
4.1. ОРГАНИЗАЦИИ, ОСУЩЕСТВЛЯЮЩИЕ ОБРАЗОВАТЕЛЬНУЮ ДЕЯТЕЛЬНОСТЬ ПО ОБРАЗОВАТЕЛЬНЫМ ПРОГРАММАМ ДОШКОЛЬНОГО ОБРАЗОВАНИЯ, ПРИСМОТР И УХОД ЗА ДЕТЬМИ  И ЧИСЛЕННОСТЬ ВОСПИТАННИКОВ В НИХ;;;;;;;;;;;;;;;;;;;
4.1.1. Число организаций1);;;;;;;;;;;;;;;;;;;
(на конец года);;;;;;;;;;;;;;;;;;;
;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018
Российская Федерация;51329;49981;48878;47835;47185;46518;46168;45730;45607;45346;45111;44884;44326;43187;50979;50115;49370;48644;47819
Центральный федеральный округ;11876;11581;11209;10958;10825;10698;10598;10565;10542;10483;10372;10347;10011;9129;10499;10254;10089;10088;10035
Белгородская область;530;510;500;498;496;487;487;489;498;500;514;530;536;540;662;676;676;678;678
Брянская область;455;428;421;418;412;407;410;387;387;385;391;393;394;390;507;512;496;489;483
Владимирская область;630;623;607;598;598;595;582;577;567;554;558;561;560;550;589;553;522;520;501
Воронежская область;667;640;614;616;600;584;578;548;521;529;513;525;527;534;690;696;685;682;684
Ивановская область;533;507;447;433;412;409;400;391;379;383;385;381;381;378;444;445;442;436;435
Калужская область;304;292;284;271;266;266;260;262;265;268;264;267;273;271;330;308;300;314;320
Костромская область;494;464;432;408;399;385;383;371;365;336;304;286;279;271;402;394;386;376;367
Курская область;299;279;265;247;237;232;232;238;239;237;237;235;238;243;265;290;301;303;304
Липецкая область;383;377;379;379;382;385;385;394;378;368;360;353;357;344;464;477;470;471;468
Московская область;1998;1963;1929;1925;1927;1927;1934;1936;1951;1970;1968;1984;1956;2027;2123;2099;2109;2134;2163
Орловская область;354;386;349;292;286;270;240;218;216;201;199;198;215;222;327;292;294;309;286
Рязанская область;450;437;418;413;416;411;401;402;396;396;410;405;393;400;449;443;415;412;410
Смоленская область;338;332;318;307;299;292;283;284;293;290;288;288;289;286;366;364;368;341;367
