Социально-экономические показатели по субъектам Российской Федерации;;;;;;;;;;;;;;;;;;;
17. ТРАНСПОРТ;;;;;;;;;;;;;;;;;;;
17.2. ОТПРАВЛЕНИЕ  ПАССАЖИРОВ ЖЕЛЕЗНОДОРОЖНЫМ ТРАНСПОРТОМ ОБЩЕГО ПОЛЬЗОВАНИЯ;;;;;;;;;;;;;;;;;;;
(тысяч человек);;;;;;;;;;;;;;;;;;;
;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018
Российская Федерация1);1418780;1305873;1270679;1303534;1335128;1338723;1338643;1281943;1295567;1136925;946510;993144;1058799;1079565;1076407;1024645;1039993;1121283;1160425
Центральный     федеральный округ;689587;635745;636896;693828;745574;719119;704043;675990;699870;653125;557013;616779;681016;718565;720062;696821;712943;803143;834212
Белгородская область;9197;8662;8355;7534;7477;9345;8762;7599;7602;6718;5359;4581;3871;3130;2141;1625;1648;1689;1752
Брянская область;17326;15487;15387;14443;15416;11229;9369;8696;8463;7164;5391;6568;7434;7859;7038;6573;6223;6165;5672
Владимирская область;14008;11800;11387;11813;12473;16987;15020;12037;12054;8785;6362;6667;6957;7459;7367;7399;8073;8836;8979
Воронежская область;20066;20820;20552;19748;18715;14878;13588;13038;13441;11260;9689;9253;9751;9806;8878;8048;7783;7601;6959
Ивановская область;3503;3356;3113;3016;3275;2833;3118;2694;2656;1999;1800;1778;1661;1387;1169;1060;986;917;1109
Калужская область;12367;11061;11678;12595;12281;9790;7583;6471;6221;6191;5008;5373;5785;5641;5402;5593;5232;5279;5329
Костромская область;3275;3594;3258;4318;4445;3952;4057;3679;3473;2864;2350;2245;2429;2210;1784;1426;1347;1369;1336
Курская область;6684;6450;6198;6921;7059;6011;5615;4486;4554;3793;2373;2554;2511;2529;2239;2127;2169;2173;2054
Липецкая область;3999;3935;3704;3514;3342;2697;2550;2292;2173;1725;1397;1260;1387;1464;1086;1068;1137;1164;1591
Московская область;241604;200892;207215;235309;251212;237277;233923;225627;245540;244084;217285;254404;291006;311435;318701;305840;296557;300100;308753
Орловская область;5210;5121;4804;5024;5100;3771;3306;2977;2782;2662;1647;1794;1778;1791;1783;1788;1791;1780;1651
Рязанская область;7496;6420;6175;7467;7452;6333;4957;3653;3434;3328;3097;3583;3625;3749;3870;3852;3731;3656;3654
Смоленская область;7699;8007;7982;7128;7077;5267;4483;3926;3969;2836;2192;2373;2554;2421;2386;2331;2134;2062;2171
Тамбовская область;10351;9902;9280;7982;7792;6303;6524;5966;5758;4437;3388;3066;3007;3023;2473;2056;2072;2033;2071
Тверская область;9553;9567;9578;9674;9808;9615;9204;9447;9038;7674;6328;6910;7281;8428;8305;7091;7112;7291;7703
Тульская область;19180;16205;16161;16958;16905;12333;9209;8102;7329;5528;3144;3370;3394;3377;3307;3513;2952;3093;3122
Ярославская область;12892;10576;10381;11569;12244;10520;10321;9257;8250;7218;6226;6255;6150;5406;5069;4916;4592;4280;4393
г. Москва;285177;283890;281688;308815;343501;349978;352454;346043;353133;324859;273977;294745;320435;337450;337064;330515;357404;443655;465913
Северо-Западный     федеральный округ;185965;182501;168640;160968;152356;168813;168877;162472;164030;148812;108348;102081;105239;101479;97526;96083;98139;98110;103817
Республика Карелия;3618;3361;3122;2899;3153;3208;3077;2850;2839;2121;1535;1480;1482;1360;1294;1170;1185;1178;1243
Республика Коми;3852;3896;3610;3208;3340;3241;3481;3085;3069;2945;3051;3014;3106;2996;2473;2145;2107;2034;2003
Архангельская область;8852;8715;7728;7253;7275;6614;7148;6105;5854;5127;4605;4495;4421;4009;3622;3364;3207;3118;3169
в том числе:;;;;;;;;;;;;;;;;;;;
Ненецкий   автономный округ;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Архангельская область без автономного округа;8852;8715;7728;7253;7275;6614;7148;6105;5854;5127;4605;4495;4421;4009;3622;3364;3207;3118;3169
Вологодская область;6144;6477;5065;5483;5665;4292;5166;4335;4110;3552;3244;3337;3272;2404;1973;1468;1542;1512;1561
Калининградская область;8712;7391;6979;6462;6788;6291;7217;5771;5783;5025;2836;2927;2986;3327;2948;3122;3262;3358;4206
Ленинградская область;63087;60682;35886;31088;28837;40097;40578;37404;39745;37208;27712;25674;26874;25948;26201;26538;26597;26517;27660
Мурманская область;2293;2195;1861;1864;1917;1435;1385;1221;1194;1158;1036;996;972;842;760;670;669;664;689
Новгородская область;2816;2402;2683;2482;2660;2805;2938;2716;2521;2301;1485;1411;1571;1482;1206;1188;1159;1152;1197
Псковская область;5442;5500;5012;4649;4526;4693;4192;3754;3722;2951;2283;2046;1831;1391;1109;798;754;730;833
г. Санкт-Петербург;81149;81882;96694;95580;88195;96137;93695;95231;95193;86424;60561;56701;58724;57720;55940;55620;57657;57847;61256
Южный         федеральный округ;53034;47264;41772;40436;40122;42716;45312;45552;44696;38087;36431;37629;40271;42741;57309;42927;41390;37108;38070
Республика Адыгея;511;220;199;170;179;164;194;201;150;140;134;100;129;245;220;214;215;195;199
Республика Калмыкия;32;46;43;25;24;58;52;38;4;4;12;4;2;2;3;3;3;1;2
Республика Крым2);;;;;;;;;;;;;;;6033;4162;2935;3302;3129
Краснодарский край;19619;17370;15202;16091;16347;16733;18297;18612;18756;16858;15837;15714;16177;17155;27560;18993;19691;18843;19769
Астраханская область;4688;5217;4506;3622;3426;2597;2020;1918;1987;1862;1606;1300;1394;1250;1166;1149;1118;1146;1170
Волгоградская область;13182;9814;7200;6505;6232;7376;8404;7808;7639;6106;4314;4334;4900;4877;4618;4117;4080;3462;3750
Ростовская область;15002;14597;14622;14023;13914;15788;16345;16975;16160;13117;14528;16177;17669;19212;17709;14289;13348;10159;10051
 г. Севастополь;;;;;;;;;;;;;;;…;…;…;…;…
Северо-Кавказский      федеральный округ;15326;15139;15325;12565;12182;12059;13148;13141;12557;10625;10180;10439;10460;9695;7296;6737;6837;6713;7259
Республика Дагестан;895;856;605;610;599;1000;1033;922;980;889;869;716;797;883;595;506;574;662;866
Республика Ингушетия;90;70;61;62;43;46;46;47;48;42;41;41;39;55;50;47;47;44;40
Кабардино-Балкарская Республика;400;349;297;319;306;390;462;616;838;710;781;624;517;537;410;492;401;377;367
Карачаево-Черкесская Республика;59;43;32;32;47;45;36;50;52;38;67;56;59;63;55;53;35;36;39
Республика Северная Осетия – Алания;641;598;643;672;542;431;471;456;444;407;391;540;408;428;277;255;267;266;281
Чеченская Республика;62;101;123;121;191;248;259;319;362;365;371;382;361;325;151;111;112;96;97
Ставропольский край;13179;13122;13564;10749;10454;9899;10841;10731;9833;8174;7660;8080;8279;7404;5758;5273;5401;5232;5569
Приволжский      федеральный округ;167154;145895;144355;136833;136721;155059;163739;146653;141003;106030;87695;86323;86683;83907;78331;71022;70830;69058;68714
Республика Башкортостан;12909;11455;12047;10930;11137;10159;10577;9723;9324;6900;5887;5974;6059;5578;5184;4640;4754;4681;4721
Республика Марий Эл;1787;1376;1406;1046;813;1548;1442;1065;986;711;379;406;280;151;112;92;102;92;98
Республика Мордовия;2790;2347;2627;2330;2429;2312;2492;2466;2293;1754;1420;1469;1502;1326;1081;904;887;937;983
Республика Татарстан;18808;16197;16628;15703;14804;18042;18618;16040;15588;11863;10002;10330;9663;9421;8523;8088;7927;7719;8143
Удмуртская Республика;5985;5256;4858;4922;5579;7209;7435;6485;6302;5008;3923;3917;3973;4249;3584;3645;3690;2859;2863
Чувашская Республика;3036;2494;2455;2413;2227;3409;3369;2361;2330;1679;1386;1446;1269;1291;1339;1314;1102;952;1010
Пермский край;31185;20924;20772;20817;20268;23044;26869;22502;20541;10990;8561;8771;8704;8537;8503;8497;8623;8242;8231
Кировская область;8979;8449;8433;8379;7811;10658;12035;10252;10772;8562;6998;6531;6464;5910;5162;4730;4477;4073;4129
Нижегородская область;31782;29882;28684;27308;29941;35740;37544;34355;32451;24786;20876;20747;20970;20981;20577;19970;19208;19004;18079
Оренбургская область;6325;6056;5439;5439;5475;5608;6044;5848;5678;4914;4072;3544;3721;3736;3501;2543;2297;2297;2322
Пензенская область;6367;5288;5100;4387;3992;3975;3942;4066;4153;3671;3076;3004;2900;2645;2258;1523;1568;1554;1626
Самарская область;20213;19711;19694;18141;17556;18376;18998;17957;17626;14436;11791;10654;10882;10489;10142;9375;9930;10658;10407
Саратовская область;13999;13743;13813;12947;12456;12687;11897;11055;10617;8811;7859;7849;8405;7910;7087;5287;5273;5013;5110
Ульяновская область;2989;2717;2399;2071;2233;2292;2477;2478;2342;1945;1465;1681;1891;1683;1278;1000;992;977;992
Уральский       федеральный округ;69444;49308;50620;50142;49738;44877;47341;45283;59071;48048;41604;39250;39645;33666;30855;30019;30053;29449;29170
Курганская область;4229;4352;4188;4437;4541;5033;5556;4870;4713;4195;3327;3008;2969;1953;1783;1721;1715;1686;1674
Свердловская область;51997;33500;35970;35399;34869;31038;32156;30809;30386;24105;20686;20020;20755;18450;16872;16299;16715;16184;15798
Тюменская область;12221;10537;9649;9454;9423;7939;8739;8662;9317;8324;8286;7999;7884;7379;7054;6722;6786;6845;7024
в том числе:;;;;;;;;;;;;;;;;;;;
Ханты Мансийский автономный     округ - Югра;3608;3447;3346;3029;3040;2653;2670;2690;2895;2616;2665;2585;2532;2420;2359;2260;2296;2327;2327
Ямало-Ненецкий автономный округ;997;919;813;852;905;867;890;942;1046;1011;988;713;919;1010;978;945;945;930;928
Тюменская область без     автономных округов;7616;6171;5490;5573;5478;4419;5179;5030;5376;4697;4633;4701;4433;3949;3717;3517;3545;3558;3769
Челябинская область;21605;19590;19129;16338;16972;16062;16435;15164;14655;11424;9305;8223;8037;5884;5146;4691;4837;4734;4674
Сибирский       федеральный округ;164836;160316;142439;145956;134086;136749;134976;133127;130615;102153;80171;75445;72249;70149;66911;64411;63998;62801;63209
Республика Алтай;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Республика Тыва;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Республика Хакасия;1616;1147;1022;1014;1076;952;998;1046;1057;821;783;791;773;655;581;555;545;539;556
Алтайский край;21551;21190;17761;18596;18788;20764;19801;19797;19544;15690;12561;10756;9767;9533;9267;9060;8907;8767;8821
Красноярский край;18624;17094;16376;16020;16994;16851;18081;15346;14908;10759;8553;8219;7770;7290;6965;7115;6989;7057;7428
Иркутская область;22133;23216;23363;25122;26435;26247;27817;28501;28757;22427;19774;18059;17266;14930;14161;12967;12998;12003;11796
Кемеровская область;43629;45221;34198;35915;20068;20695;19000;17848;16476;11928;9037;8500;7776;6915;6134;5926;5834;5591;5583
Новосибирская область;45432;41013;38675;37667;38111;38712;36569;37735;37731;32318;24053;23758;23557;25345;24631;23653;23553;23729;23867
Омская область;8903;9049;8864;9514;10479;11125;11336;11620;10960;7197;4493;4419;4483;4691;4432;4436;4467;4421;4440
Томская область;2948;2386;2180;2108;2135;1403;1374;1234;1182;1013;917;943;857;790;740;699;705;694;718
Дальневосточный     федеральный округ;51249;49192;50500;45751;46472;42631;43938;41991;39941;28881;24830;24159;21361;18523;16059;14088;13854;13639;14138
Республика Бурятия;5298;5406;4989;4388;4320;4470;4980;4419;4479;3095;2423;2265;2051;1683;1032;905;1068;1115;1156
Республика Саха (Якутия);219;149;205;142;165;188;161;171;190;194;169;169;169;139;165;167;176;186;195
Забайкальский край;11613;10428;10229;10441;10055;7529;6863;5949;5756;4334;3731;3256;3113;2856;2451;1856;1938;1898;2030
Камчатский край;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Приморский край;17622;17619;19708;15347;15668;17836;19144;19178;17968;12352;10537;10737;8746;7555;6891;6002;5730;5533;5809
Хабаровский край;6312;5599;5996;5908;7035;5325;4972;4650;4555;3517;3184;3108;2905;2798;2595;2492;2324;2346;2439
Амурская область;6878;6958;6387;6886;6503;4621;4897;4592;4485;3509;3192;3009;2801;2014;1534;1333;1298;1291;1342
Магаданская область;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Сахалинская область;1493;1149;1099;1215;1257;1066;1110;1100;1042;880;798;794;798;749;716;704;713;738;636
Еврейская автономная область;1814;1884;1887;1424;1469;1596;1811;1932;1466;1000;796;821;778;729;675;629;607;532;531
Чукотский автономный округ;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
___________;;;;;;;;;;;;;;;;;;;
1) Включая данные, не распределенные по субъектам Российской Федерации.;;;;;;;;;;;;;;;;;;;
2) Включая данные по  г. Севастополю.;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
