Социально-экономические показатели по субъектам Российской Федерации;;;;;;;;;;;;;;;;;;;
14. СЕЛЬСКОЕ, ЛЕСНОЕ ХОЗЯЙСТВО, РЫБОЛОВСТВО И РЫБОВОДСТВО;;;;;;;;;;;;;;;;;;;
СЕЛЬСКОЕ ХОЗЯЙСТВО;;;;;;;;;;;;;;;;;;;
РАСТЕНИЕВОДСТВО;;;;;;;;;;;;;;;;;;;
14.12. УРОЖАЙНОСТЬ ЗЕРНОВЫХ И ЗЕРНОБОБОВЫХ КУЛЬТУР (в весе после доработки);;;;;;;;;;;;;;;;;;;
"(в хозяйствах всех категорий; центнеров с одного гектара убранной площади)";;;;;;;;;;;;;;;;;;;
;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018
Российская Федерация;15,6;19,4;19,6;17,8;18,8;18,5;18,9;19,8;23,8;22,7;18,3;22,4;18,3;22,0;24,1;23,7;26,2;29,2;25,4
Центральный федеральный округ;16,5;20,7;23,2;22,2;20,7;22,6;21,6;22,9;32,2;28,5;17,5;24,3;25,9;30,4;34,8;31,2;35,1;40,0;36,4
Белгородская область;21,7;27,7;28,4;20,6;25,0;28,8;24,9;25,7;39,0;29,4;18,8;33,0;34,2;37,5;44,5;39,7;47,7;48,0;46,1
Брянская область;12,8;14,0;17,7;16,7;17,2;17,6;16,0;16,6;19,6;20,1;16,3;20,0;22,8;24,1;28,8;29,7;39,3;44,7;46,5
Владимирская область;17,7;18,9;22,0;22,4;18,6;18,2;20,8;21,9;20,7;23,3;16,4;19,5;22,1;17,2;23,2;24,7;22,4;25,9;21,2
Воронежская область;16,4;22,8;23,7;22,6;19,6;21,5;18,5;21,9;34,5;26,5;14,0;24,6;25,0;27,3;32,4;30,0;34,4;39,4;32,9
Ивановская область;14,1;15,9;15,3;17,7;14,1;13,2;13,5;16,9;18,2;19,2;18,0;16,8;20,0;16,6;21,3;22,6;20,3;21,6;18,7
Калужская область;12,1;13,1;18,0;19,6;18,4;16,0;19,7;17,5;19,6;21,6;19,4;19,6;21,5;16,2;21,3;25,4;20,0;24,6;25,1
Костромская область;10,6;12,2;10,8;14,0;11,3;9,7;11,3;12,7;13,4;13,3;12,1;14,4;13,5;11,2;16,0;15,5;13,9;13,6;13,2
Курская область;18,4;20,7;25,1;20,8;22,1;24,4;22,8;23,9;34,8;30,9;19,0;29,1;30,9;36,3;43,3;34,0;42,4;50,4;46,8
Липецкая область;16,2;23,9;27,7;27,9;27,8;33,2;28,1;29,4;39,5;35,7;19,6;26,3;26,2;33,8;34,4;30,4;36,7;41,8;39,7
"Московская область1);2)";20,3;20,5;22,1;22,7;23,5;19,2;22,1;22,6;26,4;28,3;21,6;23,9;25,8;23,7;28,1;31,3;26,7;29,9;27,3
Орловская область;19,3;22,9;27,0;24,5;23,3;24,0;24,1;23,0;31,4;30,6;21,6;22,4;27,2;32,6;39,8;30,4;34,2;37,4;36,7
Рязанская область;16,7;20,0;22,4;23,8;19,4;20,1;23,2;25,9;31,5;30,4;15,6;19,3;21,3;25,9;29,8;30,2;29,4;36,2;28,6
Смоленская область;10,4;11,9;14,2;20,6;15,8;13,9;15,7;15,7;17,0;17,5;12,2;19,3;18,4;16,6;21,4;22,2;20,5;21,6;23,9
Тамбовская область;15,2;20,9;20,4;21,8;17,6;20,4;20,5;20,4;30,8;27,5;13,8;22,5;21,6;30,9;31,7;32,0;32,6;40,7;33,6
Тверская область;9,5;10,4;11,1;14,3;12,2;11,1;12,5;14,4;15,7;14,6;11,1;13,4;13,4;13,1;16,4;16,7;13,4;14,4;12,3
Тульская область;14,5;19,2;22,4;22,7;19,4;18,6;19,9;22,5;27,9;28,4;18,1;18,5;24,8;28,9;31,2;27,9;29,9;32,5;32,1
Ярославская область;13,5;14,7;13,5;17,9;11,9;11,6;14,2;17,5;17,6;18,9;13,7;16,2;17,3;13,5;20,7;20,8;18,5;19,1;17,7
г. Москва2);…;…;…;…;…;…;…;…;…;…;…;…;19,1;20,2;19,9;29,9;22,6;21,5;25,4
Северо-Западный федеральный округ;14,0;15,2;15,3;17,3;19,4;20,0;19,1;21,2;24,3;25,0;21,4;21,8;24,1;25,8;30,7;32,3;26,4;28,1;26,8
