Архангельская область;4,1;11,2;14,4;18,3;20,8;27,8;26,0;31,7;40,5;60,4;54,9;52,7;50,2;20,8;35,8;40,1
в том числе:;;;;;;;;;;;;;;;;
Ненецкий автономный округ;-;-;0,3;0,5;0,8;1,6;0,5;0,7;1,2;1,2;1,0;1,3;1,3;0,6;0,8;0,9
Архангельская область без автономного округа;4,1;11,2;14,1;17,8;19,9;26,2;25,4;30,9;39,3;59,2;53,9;51,4;48,9;20,2;35,0;39,1
Вологодская область;14,2;18,8;18,8;24,9;27,2;33,8;36,4;33,6;32,9;42,6;40,3;38,1;29,5;24,3;21,2;31,4
Калининградская область;4,2;5,7;4,0;12,5;19,2;28,9;28,9;30,9;44,6;43,2;39,0;35,6;40,9;21,0;35,5;51,7
Ленинградская область;5,0;5,0;39,7;44,9;56,0;5,9;8,2;11,4;10,6;18,6;14,1;13,9;8,0;8,0;15,7;22,8
Мурманская область;7,5;9,4;7,9;9,5;14,4;11,6;11,1;15,3;12,4;20,0;16,5;16,1;9,1;8,6;15,9;16,7
Новгородская область;5,6;6,2;5,5;4,3;9,1;10,4;9,3;9,9;11,7;14,2;13,1;13,5;15,3;8,7;9,1;10,0
Псковская область;4,7;5,6;5,3;8,2;4,4;3,7;4,7;10,4;10,9;10,6;11,2;10,3;7,9;7,5;8,2;10,5
г. Санкт-Петербург;84,1;134,5;1914,9;1941,8;2424,0;450,9;327,0;363,6;421,3;533,2;783,2;257,3;259,1;479,2;454,6;518,9
Южный федеральный округ;42,1;134,3;138,6;157,4;162,1;193,8;157,1;244,4;275,3;268,6;347,7;335,8;356,3;338,5;348,6;436,1
Республика Адыгея;3,9;7,9;3,9;4,8;2,6;1,2;2,5;2,3;3,2;4,1;4,0;4,0;2,5;4,4;4,2;4,3
Республика Калмыкия;0,3;0,8;0,5;2,2;0,9;2,1;2,6;3,9;3,2;3,7;3,4;4,0;2,7;0,8;1,8;2,1
Республика Крым;;;;;;;;;;;;20,9;21,6;78,1;48,3;77,5
Краснодарский край;16,3;87,3;83,9;90,6;92,5;92,4;65,5;107,5;134,6;109,6;171,8;166,4;181,2;128,1;145,3;168,1
Астраханская область;1,3;10,8;8,3;11,1;11,9;16,8;15,2;18,2;24,7;30,6;30,8;26,8;28,7;23,8;35,9;42,3
Волгоградская область;6,2;6,4;10,6;7,0;11,6;13,9;9,7;26,4;30,0;40,9;47,6;36,5;29,8;29,8;31,4;31,8
Ростовская область;14,1;21,2;31,4;41,7;42,8;67,4;61,6;86,1;79,6;79,8;90,2;74,4;79,3;46,4;58,2;85,0
г. Севастополь;;;;;;;;;;;;2,9;10,5;27,1;23,7;25,1
Северо-Кавказский федеральный округ;4,6;36,9;25,0;26,7;28,8;31,0;45,6;27,6;52,1;63,0;74,8;83,2;68,3;52,7;81,4;83,2
Республика Дагестан;0,1;1,2;2,2;4,9;3,3;1,8;2,2;0,9;1,1;1,3;1,7;6,5;8,1;7,8;10,0;11,2
Республика Ингушетия;-;-;-;-;-;-;-;-;-;-;-;-;0,1;1,2;2,2;0,4
Кабардино-Балкарская Республика;0,1;11,6;1,5;0,2;0,3;0,6;23,2;0,3;0,4;2,5;2,5;2,7;2,2;1,2;1,1;1,2
Карачаево-Черкесская Республика;-;0,1;0,5;0,7;0,6;0,9;0,4;0,9;3,0;0,5;0,6;0,5;0,4;0,6;0,7;1,4
Республика Северная Осетия - Алания;0,7;0,6;0,3;0,4;1,0;1,0;1,6;1,7;3,5;3,3;3,2;5,0;3,6;0,7;1,9;2,7
Чеченская Республика;-;-;-;-;-;-;-;0,0;0,7;0,9;2,2;0,7;0,8;0,9;1,5;1,6
Ставропольский край;3,8;23,4;20,6;20,5;23,7;26,7;18,3;23,7;43,5;54,5;64,6;67,7;53,0;40,3;64,0;64,7
Приволжский федеральный округ;153,1;197,8;291,8;337,6;471,9;450,5;434,8;498,7;554,5;596,8;633,1;608,9;582,7;501,2;579,2;631,9
Республика Башкортостан;14,0;22,8;40,1;31,5;51,2;49,0;39,1;47,4;54,3;68,7;64,5;55,8;45,4;36,6;44,7;53,4
Республика Марий Эл;1,0;2,1;3,0;3,5;4,0;7,2;7,5;7,0;8,8;10,2;13,9;9,6;12,2;8,4;9,2;10,1
Республика Мордовия;1,2;1,7;3,3;6,5;6,4;8,3;7,5;10,3;10,2;11,3;12,0;10,6;6,3;9,3;9,4;12,4
Республика Татарстан;33,8;35,7;62,3;58,3;106,1;103,0;106,6;126,5;130,2;125,6;138,5;162,3;193,7;161,1;153,5;154,5
Удмуртская Республика;7,4;9,2;10,9;8,4;12,4;9,3;7,3;13,0;15,0;18,8;21,8;21,0;19,5;17,3;21,6;22,6
Чувашская Республика;1,7;15,2;21,6;17,9;22,0;48,2;24,5;31,2;38,4;24,8;16,5;16,1;10,4;9,9;17,5;17,6
Пермский край;30,6;42,4;55,2;45,7;63,3;35,4;38,5;42,8;45,5;48,1;66,1;55,9;48,5;71,9;98,4;106,5
Кировская область;1,3;5,2;7,4;21,0;16,7;12,5;8,8;11,8;15,3;20,7;27,9;23,5;18,0;16,7;22,8;24,0
Нижегородская область;16,0;23,5;29,1;45,5;57,0;62,6;63,2;76,2;93,3;105,0;112,3;116,8;98,4;77,4;67,5;76,8
Оренбургская область;4,4;4,5;5,4;10,3;12,3;17,3;9,9;16,3;18,3;20,1;16,1;16,0;12,4;10,5;15,4;22,3
Пензенская область;1,1;3,2;6,0;6,0;11,4;12,1;10,5;12,8;13,0;13,8;13,4;12,4;6,7;15,5;15,9;19,4
Самарская область;31,0;16,3;30,0;63,3;77,8;45,8;78,1;62,3;66,5;78,7;77,0;62,7;73,8;42,9;65,6;69,3
Саратовская область;4,7;12,3;11,9;13,7;22,3;30,2;25,5;29,2;31,3;33,5;32,8;26,9;21,5;11,1;23,8;27,2
Ульяновская область;4,9;3,9;5,7;6,1;9,1;9,6;7,9;12,0;14,3;17,5;20,3;19,4;16,0;12,6;13,9;15,9
Уральский федеральный округ;108,6;145,1;169,1;200,1;253,5;248,0;178,7;255,9;278,5;304,8;367,5;329,3;291,9;259,7;352,3;344,2
Курганская область;0,5;1,7;3,3;3,8;6,7;3,7;3,8;7,9;8,2;9,4;9,9;13,2;12,8;8,6;13,0;13,3
Свердловская область;56,6;78,6;107,5;125,4;130,9;134,6;88,9;138,9;143,7;166,1;212,6;169,6;144,7;156,9;192,1;170,7
Тюменская область;28,1;31,4;31,3;31,1;48,8;59,3;30,5;52,4;58,4;67,2;82,8;77,6;54,3;39,8;74,5;75,8
в том числе:;;;;;;;;;;;;;;;;
Ханты-Мансийский автономный округ - Югра;17,5;11,1;13,8;11,5;20,0;20,7;13,3;20,5;26,8;30,2;36,2;37,6;16,7;20,6;42,5;33,8
Ямало-Ненецкий автономный округ;0,4;0,8;1,2;1,2;2,0;3,5;1,0;1,2;1,2;5,6;6,9;5,7;4,3;3,5;4,0;5,2
Тюменская область   без автономных округов;10,2;19,6;16,2;18,4;26,7;35,2;16,2;30,7;30,4;31,4;39,8;34,3;33,3;15,7;27,9;36,9
Челябинская область;23,4;33,4;27,0;39,8;67,1;50,3;55,5;56,7;68,2;62,2;62,2;68,8;80,1;54,3;72,7;84,4
Сибирский федеральный округ;92,7;162,0;191,2;244,6;301,1;315,2;281,0;365,6;422,0;477,3;545,2;464,8;354,6;348,5;397,7;384,0
Республика Алтай;-;11,4;0,3;1,6;1,1;1,3;4,6;7,2;4,7;9,7;13,6;5,6;5,9;8,8;5,4;4,8
Республика Тыва;0,1;0,3;0,2;0,1;0,3;0,3;0,3;0,4;0,7;0,8;1,2;1,0;0,8;0,6;1,6;1,3
Республика Хакасия;0,2;9,6;2,2;1,7;6,3;7,1;5,4;4,4;5,0;5,9;6,4;6,6;5,7;3,0;6,9;7,2
Алтайский край;2,9;10,1;15,8;29,1;42,0;39,4;30,3;25,9;28,7;38,6;42,0;35,4;28,5;25,8;39,9;41,1
Красноярский край;45,6;42,7;47,5;34,6;44,1;39,6;30,7;40,6;49,0;67,6;78,5;61,4;55,1;45,6;55,1;57,4
Иркутская область;12,5;12,5;23,4;33,3;50,2;51,0;44,9;44,4;71,0;70,1;89,4;80,3;46,7;55,3;45,6;49,5
Кемеровская область;4,4;7,6;10,4;15,8;23,9;32,1;30,2;34,9;51,6;63,7;67,6;57,8;42,2;46,4;42,6;45,3
Новосибирская область;12,6;34,7;50,3;79,7;68,4;80,0;85,4;140,8;142,0;145,4;153,6;124,1;97,2;114,7;144,2;110,3
Омская область;7,7;23,4;28,7;35,2;45,3;41,4;34,1;43,6;41,7;50,5;55,2;51,0;41,4;27,3;35,3;41,2
Томская область;6,8;9,7;12,3;13,6;19,6;22,9;15,2;23,3;27,7;25,0;37,9;41,5;31,0;21,1;21,2;25,9
Дальневосточный федеральный округ;102,6;618,4;731,4;834,6;1126,1;1334,8;620,0;769,5;825,5;740,8;774,6;566,3;463,5;291,3;478,4;424,0
Республика Бурятия;7,4;9,0;12,1;19,3;16,9;30,0;22,2;26,7;27,1;37,4;19,9;21,0;24,5;23,9;11,9;11,9
Республика Саха (Якутия);11,4;12,7;12,6;16,4;17,3;19,3;14,1;20,2;20,1;24,1;23,3;24,4;15,6;12,2;14,1;15,9
Забайкальский край;17,8;82,1;79,5;90,7;189,7;206,8;124,9;215,6;215,7;211,0;264,6;119,4;77,3;36,7;93,0;147,3
Камчатский край;4,4;5,7;5,1;6,4;6,4;5,5;4,3;7,9;8,8;10,2;11,1;10,5;9,1;8,7;9,9;13,5
Приморский край;5,7;346,3;449,0;501,8;647,1;810,3;227,7;275,4;336,5;255,2;282,4;121,2;161,6;97,9;225,5;125,1
Хабаровский край;43,4;69,9;73,7;100,1;123,4;113,3;106,8;106,7;96,3;85,7;75,2;181,2;90,6;53,3;70,1;42,2
Амурская область;9,8;84,3;91,2;87,0;105,9;112,6;91,1;97,5;97,9;94,1;75,8;74,1;77,9;51,4;45,0;55,0
Магаданская область;0,2;0,5;0,8;1,1;1,1;1,2;1,6;2,3;3,2;3,4;3,4;3,2;1,8;1,5;2,0;2,8
Сахалинская область;2,1;7,7;6,6;8,6;9,2;10,1;10,3;9,4;11,4;11,9;14,4;7,7;3,8;4,2;4,6;8,5
Еврейская автономная область;0,2;0,1;0,7;3,2;9,1;16,7;17,1;7,7;8,5;7,7;4,3;3,5;1,3;1,6;2,2;1,9
Чукотский автономный округ;0,0;-;-;-;-;8,9;0,1;0,1;0,1;0,1;0,1;0,1;0,0;0,1;0,2;0,0
"1) Статистическое наблюдение ведется с 2002 г. с периодичностью 1 раз в 2 года; с 2004 г. - ежегодно.";;;;;;;;;;;;;;;;
