Социально-экономические показатели по субъектам Российской Федерации;;;;;;;;;;;;;;;;;;;
10. ОСНОВНЫЕ ФОНДЫ;;;;;;;;;;;;;;;;;;;
10.2. ВВОД В ДЕЙСТВИЕ ОСНОВНЫХ ФОНДОВ ;;;;;;;;;;;;;;;;;;;
(миллионов рублей);;;;;;;;;;;;;;;;;;;
;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018
Российская Федерация;843378;1117655;1615063;1815658;1972112;2943686;3252436;4296411;5744847;6356223;6275935;8813314;10338476;11160485;10887946;10721081;13256290;12484066;14907930
Центральный федеральный округ;225413;301764;570559;603542;600321;1020811;966754;1261776;1616986;1620461;1887629;2350889;2626987;3017647;2935560;3048999;3915290;3790932;4763106
Белгородская область;7614;10942;19045;10326;16986;26128;31674;57335;65363;74266;78382;89868;110979;99642;101835;88118;116504;140488;96748
Брянская область;2673;3307;4432;5165;7252;7295;13933;11548;15298;16577;19089;38237;31186;39916;38656;43825;79797;48976;51645
Владимирская область;4184;4985;7320;8694;9348;11357;18393;25193;28765;32885;41747;41621;53592;47813;53054;43056;57815;54812;60089
Воронежская область;8389;7812;11649;14710;14178;18086;22901;35833;58622;63283;61549;100910;118924;145405;120709;124090;133285;299243;190794
Ивановская область;1558;2304;2047;3077;6881;6683;9339;12811;15763;15864;16904;70965;28025;16667;19991;15636;16564;17890;26268
Калужская область;3356;4295;4728;9348;7415;12067;11932;15900;27037;48919;65488;54847;54517;100682;73451;95863;69262;75273;89561
Костромская область;2609;2030;3769;3642;8981;10823;17398;11495;11031;9590;11931;13396;13748;13411;14333;22358;21701;13447;20907
Курская область;3306;4396;8663;6322;11198;14233;17130;19057;23006;32000;25555;39728;40775;51173;49647;40410;73533;71452;57562
Липецкая область;4694;6037;7197;13250;20615;20850;29060;35253;43200;40354;37555;56565;59700;118637;96796;66623;97269;103984;105615
Московская область;35280;46892;74212;82017;114555;146396;167432;266435;291163;268781;324810;382763;399688;481772;463148;583293;615005;599377;755917
Орловская область;4296;4450;5070;7592;7272;7181;8768;12652;16937;16346;17601;19110;26472;22503;24345;24174;26980;30945;27687
Рязанская область;4032;5035;13809;9562;10326;13251;27948;31302;40861;31124;29484;45837;39227;67192;44689;61707;48886;53130;67952
Смоленская область;2837;5450;10969;11008;16288;9924;15570;22790;24601;26477;24459;62358;37192;36537;40971;42293;53003;39283;52518
Тамбовская область;2802;3159;4262;6321;7613;9069;13931;21948;25033;26940;23875;37163;41050;52656;47696;42830;55669;56221;58572
Тверская область;5497;7322;5493;9409;18836;45649;30071;31884;32303;43273;41038;51052;126999;59356;45641;42569;140179;48187;97295
Тульская область;5752;8187;9197;11966;12420;13377;27898;27880;33092;47674;47798;63344;74494;72866;89168;101181;84932;74941;136993
Ярославская область;7380;8639;12966;12123;16204;35179;50700;34313;36185;35923;45349;101821;59290;87946;74345;47692;105352;65990;101198
г. Москва;119154;166522;365731;379010;293953;613263;452676;588147;828726;790185;975015;1081304;1311129;1503473;1537085;1563281;2119554;1997293;2765785
Северо-Западный федеральный округ;84122;108236;132258;176022;220311;299078;373572;531059;704529;695522;675526;1040328;1561180;1422682;1329196;1106210;1778451;1391864;1690046
Республика Карелия;3882;3995;5535;10870;10831;11822;19212;16088;17601;14958;18344;25375;23872;28158;31255;29458;31180;29147;39633
Республика Коми;11836;17105;15476;19454;27007;29142;53081;68048;50444;66994;55739;74793;344764;161265;229209;146462;262796;142578;145955
Архангельская область;8238;8497;15579;14926;13708;36555;45599;68681;170094;108314;75886;105414;136145;149493;128758;128917;162502;154435;171305
в том числе:;;;;;;;;;;;;;;;;;;;
Ненецкий автономный округ;830;1493;3768;4674;3203;19416;15485;23509;132541;61202;25323;26723;43875;43313;51782;72305;90582;76273;89742
Архангельская область без автономного округа;;;;;;;;;;47112;50563;78689;92270;106180;76976;56612;71920;78162;81563
Вологодская область;5799;9300;12734;14674;19740;33117;48955;69151;67507;63171;52244;95979;199419;70983;55201;56015;66722;148684;107364
Калининградская область;3611;5254;6632;6592;13721;22623;18948;24053;45627;44369;40433;65188;54061;50498;47319;78832;75036;83812;185854
Ленинградская область;10293;15273;19104;26628;31181;46740;44060;77469;88242;113901;119241;237086;341304;307342;166557;151880;201631;241500;376470
Мурманская область;5551;6966;6875;8954;11060;17782;17334;26484;37202;29646;23349;44936;50355;53771;73834;80989;76659;93803;81391
Новгородская область;3061;3402;3766;5134;11413;8599;17960;16179;19918;26653;22562;31623;47994;27984;30734;20324;62980;22302;52100
Псковская область;1999;3544;2800;3026;4018;4834;6302;8820;13007;11698;12486;23932;16879;19411;19980;13627;20579;29697;32407
г. Санкт-Петербург;29852;34900;43757;65764;77632;87864;102121;156086;194887;215818;255242;336002;346387;553777;546349;399706;818366;445906;497567
Южный  федеральный округ;65622;87421;105603;116229;142236;254268;208497;295289;374472;384519;468949;590583;658227;1128593;979990;1015101;1009841;947958;1118635
Республика Адыгея;1231;1841;1670;1829;2752;3204;3940;4657;12737;8720;9833;10659;16874;17408;10677;9954;16522;13635;22165
Республика Калмыкия;855;1543;1315;1283;1491;9896;3325;2961;3971;3745;4784;4348;5626;6279;10806;19258;16568;6758;21681
Республика Крым;;;;;;;;;;;;;;;11692;25998;59442;101568;85164
Краснодарский край;32479;35089;41873;58568;65995;145549;90210;132603;152486;154964;174329;303795;346664;789538;598096;462633;378496;317905;351557
Астраханская область;6268;6131;10868;7062;11069;23502;11982;17448;35323;35138;78291;68746;71559;65230;64245;113442;135199;145017;142586
Волгоградская область;12391;16924;17538;17461;26098;26772;41591;42617;49340;53483;57965;77842;89297;91882;104899;100815;185823;117227;141525
Ростовская область;12398;25893;32339;30026;34831;45345;57449;95003;120615;128469;143747;125193;128207;158256;179108;279905;196111;227674;341362
г. Севастополь;;;;;;;;;;;;;;;467;3096;21680;18174;12595
Северо-Кавказский    федеральный округ;43560;21171;30105;37772;39933;65062;87765;129579;157963;179143;216690;274078;317620;300945;330518;337274;352248;297145;351269
Республика Дагестан;31770;5911;6809;7433;8713;18136;34732;46288;54964;64206;70868;92365;101010;99175;123922;120514;131306;119134;111606
Республика Ингушетия ;281;451;603;742;623;1638;1525;5512;3202;3620;6848;4921;5651;9841;14399;16292;12863;15390;19038
Кабардино-Балкарская Республика;1274;1623;3265;5051;5721;5367;7222;7707;11474;12238;22291;14564;15949;14198;18156;16813;22817;19784;21435
Карачаево-Черкесская Республика;921;1270;2441;2310;2066;3743;4280;7916;8267;6136;5445;8721;11165;10299;15648;17190;23765;11487;16328
Республика Северная Осетия – Алания;1495;1311;1984;2426;3488;2961;3833;4788;7646;20311;13215;13821;8801;13392;8353;33402;16972;9421;11776
Чеченская Республика ;…;…;…;…;…;…;…;15919;22472;28692;36220;39326;54639;41761;22059;21929;29068;22177;36928
Ставропольский край;7819;10605;15003;19810;19322;33217;36173;41449;49938;43940;61803;100360;120405;112279;127981;111134;115457;99752;134158
Приволжский   федеральный округ;155996;217389;239028;272202;322410;437119;547878;696782;888124;917383;865791;1254683;1310668;1545648;1659581;1742422;1733912;1689077;1955541
Республика Башкортостан;22150;33648;32876;41027;44552;62552;73140;97518;140098;133109;99361;123031;145391;184433;211622;221363;255322;202700;252730
Республика Марий Эл;1782;1684;2300;2774;3390;5462;5813;9778;11327;10719;11898;18934;18365;27384;19642;18573;27057;17078;26478
Республика Мордовия;2268;5296;4935;5679;5462;10217;12372;17776;22649;15052;15618;31483;26648;35998;26766;28536;31090;21092;29477
Республика Татарстан;29953;43181;52253;56017;60106;90973;112465;114152;164930;139318;164102;294825;228432;292503;321173;386102;348623;400433;409414
Удмуртская Республика;7258;12818;12068;12430;14329;19198;21414;34744;38655;35063;30734;44531;53498;54466;63539;60189;69646;69099;66702
Чувашская Республика;5155;8330;6581;8071;9674;13730;17391;33580;29942;34505;30052;30835;42067;46251;31663;51484;47978;39229;44589
Пермский край;14558;26538;27591;29434;40106;43632;54629;70042;79622;81830;83079;139202;141531;146088;150958;201763;159021;187194;185304
Кировская область;5241;4080;5091;5693;7218;9239;11343;21284;25655;21590;18965;31571;30615;39657;46284;37529;53554;42774;50892
Нижегородская область;12771;16171;21364;24545;32988;44789;56132;70778;88334;131143;115922;152860;168960;172462;228723;163777;188871;143039;219669
Оренбургская область;9564;15677;19247;17043;18771;32873;38918;50664;76217;80521;78837;120415;110483;136220;111500;150220;120770;125060;190120
Пензенская область;3652;4965;6727;6565;8833;10554;12494;18403;27957;22465;23862;33035;47794;55535;93744;69061;65545;45070;70058
Самарская область;23678;29659;27204;41377;41854;55667;71594;96973;100557;105033;109991;136484;156690;209760;199367;194311;213627;235663;216924
Саратовская область;14822;11096;15146;15845;28535;28691;48423;44844;59591;60630;55593;64916;101190;97163;110425;107324;109413;113918;116084
Ульяновская область;3144;4246;5645;5702;6592;9542;11750;16246;22590;46405;27777;32561;39004;47728;44175;52190;43395;46728;77100
Уральский  федеральный округ;143915;231875;335921;348857;367284;476240;531006;737340;978445;1001399;1199699;1654923;1886818;1817704;1942159;1777751;2505169;2569162;2979340
Курганская область;2797;2954;3772;5037;4945;6591;8894;11727;17478;18666;14257;19347;25040;43101;24602;23605;25421;17074;20508
Свердловская область;21594;29555;44528;38970;42722;62812;68363;87165;139146;141745;150476;261136;229178;237521;267864;242141;406203;274960;257816
Тюменская область;103378;174764;256363;269870;276232;353223;386685;545951;703043;728515;912614;1215613;1492619;1396133;1436912;1326627;1890338;2114578;2504192
в том числе:;;;;;;;;;;;;;;;;;;;
Ханты-Мансийский автономный     округ – Югра;69546;108291;119769;124735;139841;190079;212011;328902;432688;438788;495727;629365;609972;860359;696634;707227;716859;827700;861118
Ямало-Ненецкий автономный округ;20178;50193;116081;121027;123492;135420;122506;166726;207991;208983;268724;457432;673487;330399;556008;479610;945199;1113247;1466560
Тюменская область без автономных округов;;;;;;;;;62364;80744;148163;128816;209160;205375;184270;139790;228280;173631;176514
Челябинская область;16146;24602;31258;34980;43385;53614;67064;92497;118778;112473;122352;158827;139981;140949;212781;185378;183207;162550;196824
Сибирский федеральный округ1) ;80784;102303;138390;163276;194141;262262;356149;451372;683102;842077;688694;903416;1089368;1120665;1096945;1046252;1140634;1202669;1200345
Республика Алтай;732;555;1120;679;1434;1729;2716;3899;4502;4319;6728;10855;7288;15007;15376;10672;12067;10950;9128
Республика Тыва;421;364;566;760;679;938;1129;1810;2158;3348;4589;5510;8911;6933;14075;9295;8399;12225;9542
Республика Хакасия;1922;2600;1657;2226;3382;4851;9381;28305;11129;9759;14587;30716;26303;26651;48907;21789;20526;22204;30627
Алтайский край;7425;6619;9036;10725;12675;17628;23612;31001;39408;42018;36085;54442;53284;55897;56244;39287;57649;63535;70345
