Социально-экономические показатели по субъектам Российской Федерации;;;;;;;;;;;;;;;;;;;
19. НАУКА И ИННОВАЦИИ;;;;;;;;;;;;;;;;;;;
19.10. РАЗРАБОТАННЫЕ ПЕРЕДОВЫЕ ПРОИЗВОДСТВЕННЫЕ ТЕХНОЛОГИИ;;;;;;;;;;;;;;;;;;;
;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018
Российская Федерация;688;637;727;821;676;637;735;780;787;897;864;1138;1323;1429;1409;1398;1534;1402;1565
Центральный федеральный округ;259;202;214;360;207;200;261;284;314;330;361;411;382;509;429;517;538;480;530
Белгородская область;10;6;15;26;19;16;22;14;12;10;10;13;19;12;10;33;51;37;58
Брянская область;3;-;-;-;-;-;-;1;2;10;5;9;9;7;7;10;13;16;16
Владимирская область;8;5;9;9;9;11;14;16;18;-;-;9;7;3;11;15;11;10;9
Воронежская область;21;19;20;18;17;11;9;17;19;12;21;19;9;59;31;25;26;26;25
Ивановская область;-;-;-;-;-;-;-;-;1;3;-;8;10;11;1;20;27;23;15
Калужская область;11;8;12;11;4;4;7;19;18;32;26;34;42;65;29;45;38;46;51
Костромская область;3;-;1;1;1;1;9;4;3;-;2;1;5;1;-;-;-;-;-
Курская область;-;1;3;2;1;1;2;1;-;-;-;1;3;2;-;-;-;-;-
Липецкая область;-;-;-;-;-;-;-;-;-;-;-;2;1;1;2;1;1;-;5
Московская область;41;37;29;25;25;32;50;59;68;55;66;123;68;101;70;68;109;101;134
Орловская область;-;-;1;1;9;8;4;5;4;1;5;2;-;-;-;-;1;2;4
Рязанская область;9;7;-;-;-;-;1;-;-;1;1;2;2;7;5;6;5;7;11
Смоленская область;2;4;3;3;3;2;2;5;6;2;2;1;1;2;9;7;10;12;18
Тамбовская;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-
Тверская область;13;11;5;5;2;1;3;2;5;2;3;3;2;5;5;2;3;7;12
Тульская область;16;4;4;3;4;3;1;6;2;-;10;2;13;7;7;6;3;-;1
Ярославская область;5;3;3;2;3;7;7;12;9;5;5;8;18;29;37;20;34;29;26
г. Москва;117;97;109;254;110;103;130;123;145;197;205;174;173;197;205;259;206;164;145
Северо-Западный федеральный округ;92;72;101;105;109;103;88;117;99;181;150;217;320;301;298;235;239;206;184
Республика Карелия;7;1;4;2;3;5;2;8;1;-;-;1;6;8;9;10;11;10;9
Республика Коми;-;-;-;5;8;2;2;1;1;-;1;2;3;1;-;1;2;1;1
Архангельская область;4;2;7;1;6;9;10;7;13;9;7;7;20;17;16;15;14;9;6
в том числе:;;;;;;;;;;;;;;;;;;;
Ненецкий автономный округ;-;-;-;-;-;-;1;-;-;-;-;-;1;1;…1);2;3;-;-
Архангельская область    без автономного округа;4;2;7;1;6;9;9;7;13;9;7;7;19;16;…1);13;11;9;6
Вологодская область;-;5;3;13;14;7;-;-;2;2;1;1;4;5;7;9;9;8;14
Калинингpадская область;2;5;4;6;5;4;5;8;4;4;1;5;3;12;1;1;2;1;2
Ленинградская область;7;-;2;2;2;1;-;3;2;7;7;6;11;15;11;13;12;18;14
Мурманская область;3;1;-;-;-;6;5;3;-;-;-;-;-;-;-;-;-;-;-
Новгородская область;3;2;2;2;3;2;3;2;1;2;4;4;13;23;23;25;33;28;30
Псковская область;1;-;-;-;-;-;-;-;2;2;2;1;1;2;2;1;3;1;4
г. Санкт-Петербург;65;56;79;74;68;67;61;85;73;155;127;190;259;218;229;160;153;130;104
Южный           федеральный округ;17;18;27;22;36;21;19;25;22;26;27;35;37;29;38;63;76;79;113
Республтка Адыгея;1;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Республика Калмыкия;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;31;32;45
Республика Крым;;;;;;;;;;-;;;;;-;-;-;-;1
Краснодарский край;-;-;-;1;4;2;5;9;10;8;6;16;16;4;10;35;16;25;39
Астраханская область;1;1;3;2;3;4;2;2;-;5;11;6;9;7;8;6;4;6;5
Волгоградская область;-;1;3;-;3;1;2;3;2;2;1;-;-;2;1;-;-;-;-
Ростовская область;15;15;20;19;26;14;10;11;10;11;9;13;12;16;19;22;25;15;19
г. Севастополь;;;;;;;;;;-;;;;;-;-;-;1;4
Северо-Кавказский федеральный округ;2;3;3;6;7;7;11;14;12;8;10;12;8;28;27;23;15;23;30
Республика Дагестан;-;-;-;3;4;4;5;13;11;7;7;8;7;9;13;13;6;8;8
Республика Ингушетия;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Кабардино-Балкарская Республика;2;3;3;3;3;3;1;1;1;1;3;4;1;3;6;3;2;1;2
Карачаево-Черкесская Республика;-;-;-;-;-;-;-;-;-;-;-;-;-;3;-;-;-;1;1
Республика Северная Осетия-Алания;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;4;-
Чеченская Республика ;-;-;-;-;-;-;-;-;-;-;-;-;-;13;8;5;2;3;3
Ставропольский край;-;-;-;-;-;-;5;-;-;-;-;-;-;-;-;2;3;6;16
Приволжский федеральный округ;165;175;146;138;173;145;166;183;180;167;142;174;256;249;284;238;279;226;264
Республика Башкортостан;5;6;5;8;13;6;4;4;8;6;4;8;6;5;7;8;10;8;11
Республика Марий Эл;2;4;1;-;-;-;1;5;-;-;-;-;-;-;-;1;3;3;5
Республика Мордовия;1;17;8;6;5;11;15;10;5;4;8;7;6;5;5;10;7;10;7
Республика Татарстан;1;5;3;3;3;6;3;5;8;15;17;16;46;24;37;58;64;57;43
Удмуртская Республика;23;20;6;3;-;3;2;1;1;5;3;5;16;21;19;22;18;21;9
Чувашская Республика;-;-;-;-;-;-;-;5;7;7;8;4;6;3;5;2;5;3;1
Пермский край;13;5;5;5;8;8;14;10;13;17;15;25;18;14;20;24;33;33;40
Кировская область;-;-;-;-;-;3;1;-;2;-;-;-;-;-;-;-;-;1;-
Нижегородская область;32;42;49;55;64;55;71;79;73;64;37;47;67;64;76;64;61;30;12
Оренбургская область;-;-;-;-;-;-;2;2;6;1;5;-;2;2;1;-;1;1;1
Пензенская область;6;6;7;4;6;9;9;10;12;8;4;4;24;36;34;11;2;2;10
Самарская область;67;57;49;32;51;33;27;27;25;23;19;26;19;21;33;25;33;25;24
Саратовская область;8;8;9;7;12;9;11;19;19;13;17;16;21;22;20;12;12;11;10
Ульяновская область;7;5;4;15;11;2;6;6;1;4;5;16;25;32;27;1;30;21;91
Уральский         федеральный округ;91;106;171;146;72;80;99;88;56;89;100;144;144;173;182;204;254;236;270
Курганская область;2;1;2;2;2;3;2;1;1;1;-;-;6;12;-;-;-;-;1
Свердловская область;52;60;75;48;47;31;55;52;25;38;52;86;74;71;59;90;99;85;85
Тюменская область;25;32;87;93;18;31;34;20;13;13;11;9;8;17;27;22;34;29;39
в том числе:;;;;;;;;;;;;;;;;;;;
Ханты-Мансийский автономный округ – Югра;1;29;10;18;5;11;9;4;-;-;-;-;2;3;1;-;-;1;3
Ямало-Ненецкий автономный округ;-;2;-;-;-;-;2;4;5;1;1;4;1;4;16;13;22;12;12
Тюменская область без автономных округов;24;1;77;75;13;20;23;12;8;12;10;5;5;10;10;9;12;16;24
Челябинская область;12;13;7;3;5;15;8;15;17;37;37;49;56;73;96;92;121;122;145
Сибирский           федеральный округ;48;53;61;39;63;57;74;59;75;85;59;126;149;119;114;90;103;119;132
Республика Алтай;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Республика Тыва;-;-;-;-;-;-;-;-;-;2;-;1;1;2;-;-;-;-;-
Республика Хакасия;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7;7
