20-24,"4,637,042","4,735,068","4,829,961","4,990,386","5,099,841","5,211,672","5,258,360","5,355,481","5,410,563","5,505,951","5,574,194","5,724,034","5,876,716","5,985,675","6,001,079","6,104,469","6,180,110","6,142,545","6,080,125","5,974,033","5,711,527","5,343,310","4,903,022","4,545,677","4,146,444","3,876,407","3,651,686","3,565,288","3,509,226","3,470,391","3,454,593","3,521,131","3,589,160",***,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25-29,"5,313,677","5,029,051","4,813,802","4,706,961","4,711,359","4,748,659","4,882,558","4,983,953","5,106,282","5,186,459","5,279,652","5,311,680","5,402,118","5,445,857","5,532,282","5,566,829","5,670,376","5,813,931","5,930,056","5,985,907","6,145,992","6,259,265","6,245,928","6,308,786","6,201,014","5,906,031","5,506,962","5,046,988","4,598,886","4,199,039","3,961,585","3,727,172","3,633,552",***,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30-34,"6,472,510","6,396,685","6,238,160","6,017,126","5,697,604","5,410,417","5,129,988","4,919,044","4,795,438","4,802,845","4,828,803","4,952,523","5,028,652","5,139,994","5,206,123","5,296,659","5,338,921","5,420,861","5,469,973","5,561,941","5,609,044","5,730,401","5,885,790","6,100,637","6,182,076","6,356,483","6,469,532","6,451,687","6,436,530","6,307,889","5,992,316","5,559,298","5,090,342",***,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35-39,"6,181,489","6,261,676","6,399,407","6,434,226","6,509,243","6,528,342","6,470,739","6,319,755","6,076,582","5,736,469","5,439,143","5,136,651","4,914,384","4,788,226","4,791,902","4,820,505","4,936,327","5,033,584","5,153,923","5,221,417","5,315,256","5,362,979","5,450,944","5,598,896","5,715,309","5,758,288","5,892,244","6,050,546","6,169,739","6,247,554","6,436,360","6,524,816","6,494,685",***,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40-44,"5,457,778","5,679,720","5,860,881","5,957,522","6,081,302","6,171,962","6,253,609","6,391,743","6,407,681","6,495,147","6,502,816","6,437,199","6,265,851","6,008,769","5,652,737","5,348,539","5,073,543","4,869,986","4,758,112","4,769,943","4,810,296","4,929,818","5,021,331","5,209,723","5,284,716","5,396,808","5,441,300","5,543,930","5,625,543","5,746,158","5,785,880","5,913,801","6,060,452",***,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45-49,"2,868,899","3,221,210","3,805,265","4,563,051","5,144,970","5,407,361","5,636,187","5,811,047","5,893,287","5,999,311","6,083,869","6,146,318","6,279,087","6,292,008","6,374,045","6,379,031","6,299,230","6,138,600","5,905,169","5,572,302","5,287,396","5,027,025","4,837,257","4,815,521","4,831,867","4,871,888","4,989,622","5,055,333","5,161,051","5,233,164","5,359,921","5,396,232","5,505,814",***,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50-54,"5,581,840","4,968,288","4,144,566","3,386,209","2,897,340","2,816,321","3,167,548","3,744,412","4,480,446","5,047,630","5,288,526","5,497,485","5,659,988","5,747,503","5,858,011","5,948,778","6,026,396","6,151,476","6,161,719","6,245,475","6,263,953","6,192,664","6,048,660","5,916,303","5,595,606","5,312,317","5,051,598","4,863,316","4,781,774","4,784,889","4,817,211","4,927,817","4,978,159",***,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55-59,"4,285,766","4,538,523","4,970,703","5,372,674","5,481,351","5,416,364","4,830,351","4,034,553","3,295,589","2,810,892","2,733,973","3,061,885","3,612,255","4,330,705","4,893,424","5,147,240","5,348,752","5,505,976","5,588,371","5,694,954","5,784,847","5,869,628","6,007,111","6,132,724","6,239,400","6,251,171","6,181,773","6,034,823","5,804,165","5,478,009","5,194,551","4,937,121","4,761,286",***,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60-64,"5,046,471","4,870,626","4,478,227","4,129,717","3,969,753","4,054,675","4,313,537","4,744,012","5,126,797","5,226,818","5,149,244","4,574,740","3,805,478","3,107,436","2,650,307","2,592,717","2,928,800","3,459,211","4,145,033","4,680,076","4,919,257","5,114,272","5,275,854","5,465,124","5,582,716","5,692,775","5,770,209","5,915,710","5,954,337","6,046,601","6,017,542","5,952,025","5,815,167",***,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65-69,"4,218,263","4,496,800","4,688,628","4,745,910","4,762,568","4,596,563","4,443,913","4,079,997","3,776,567","3,625,363","3,706,340","3,947,088","4,342,974","4,704,076","4,809,298","4,749,905","4,214,606","3,511,639","2,869,021","2,451,811","2,410,649","2,734,901","3,237,049","3,957,455","4,474,053","4,711,817","4,916,975","5,072,561","5,170,159","5,265,958","5,342,255","5,412,938","5,567,377",***,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70 и более ,"7,172,039","7,221,953","7,313,978","7,462,215","7,651,415","7,906,894","8,155,563","8,442,840","8,624,340","8,801,772","8,840,747","8,877,033","8,791,492","8,739,198","8,807,578","8,956,558","9,270,407","9,558,963","9,833,398","10,003,562","10,096,215","9,880,011","9,533,059","9,391,393","9,171,855","9,219,654","9,347,646","9,492,669","9,822,349","10,009,658","10,042,722","10,352,472","10,715,840",***,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
