;;1958;1961;1965;1970;1975;1980;1985;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013
SKR;Суммарный коэффициент рождаемости;2,626;2,417;2,125;2,007;1,969;1,895;2,111;1,892;1,732;1,547;1,36;1,385;1,337;1,27;1,212;1,232;1,157;1,195;1,223;1,286;1,32;1,344;1,294;1,305;1,416;1,502;1,542;1,567;1,582;1,691;1,707
