;;1970;1975;1980;1985;1990;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012
VS;Всего;105,1;132,5;165,4;195,8;213,3;215;214,5;214,2;214,1;214,3;212,8;214,8;214,9;216;216,6;219,2;221,4;224;225,5;226,1;230;233,3;239,7
TES;тепловые;81,3;100,4;121,1;137,3;149,7;149,7;149,2;149;148,3;148,3;146,8;147,4;147,3;148;148,3;149,5;151,5;153,3;155,1;155,4;158,1;161,4;165,8
GES;гидроэлектростанции;23;27,4;35,1;41,5;43,4;44;44;43,9;44,1;44,3;44,3;44,7;44,8;45,2;45,5;45,9;46,1;46,8;47,1;47,3;47,4;47,5;48,5
AES;атомные;0,8;4,7;9,2;17;20,2;21,3;21,3;21,3;21,7;21,7;21,7;22,7;22,7;22,7;22,7;23,7;23,7;23,7;23,3;23,3;24,3;24,3;25,3
