EE;Производство электроэнергии, млрд.квт-ч;21
ES;Производство электроэнергии по видам электростанций, млрд.квт-ч;22
POW;Суммарная мощность по видам электростанций, млрд.квт-ч;22
KIUM;Коэффициент использования установленной мощности по видам электростанций, %;22
EB;Энергобаланс (млрд.квт-ч);22
EBP;Энергобаланс - потребление (млрд.квт-ч);22
