;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
СОЦИАЛЬНО-ЭКОНОМИЧЕСКИЕ ПОКАЗАТЕЛИ РОССИЙСКОЙ ФЕДЕРАЦИИ В 1991-2024 гг.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Сельское хозяйство, охота и лесное хозяйство;;;;;;;;;;;;8 418,0;9 959,5;13 464,5;11 899,4;13 740,8;16 803,6;18 536,4;24 980,9;22 018,6;25 428,7;27 959,6;29 313,7;33 633,2;33 731,3;33 117,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Рыболовство, рыбоводство;;;;;;;;;;;;1 010,2;1 052,8;1 325,0;882,2;808,3;783,7;994,9;1 524,3;3 169,3;4 626,8;8 938,3;9 329,6;9 792,7;9 808,5;8 827,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Добыча полезных ископаемых;;;;;;;;;;;;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Обрабатывающие производства;;;;;;;;;;;;…;…;…;495,6;1 025,7;1 484,1;2 266,6;2 489,9;2 554,7;2 452,5;15 338,3;14 824,2;14 050,8;14 000,5;14 588,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Производство и распределение электроэнергии, газа и воды;;;;;;;;;;;;-;-;-;-;-;-;-;-;-;-;890,4;718,9;792,0;674,9;831,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Строительство;;;;;;;;;;;;2 708,6;3 287,1;2 895,2;3 056,7;3 435,6;5 298,4;5 045,2;4 866,8;6 187,1;-;-;-;-;-;-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Оптовая и розничная торговля; ремонт автотранспортных средств, мотоциклов, бытовых изделий и предметов личного пользования";;;;;;;;;;;;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Гостиницы и рестораны;;;;;;;;;;;;-;-;-;-;-;-;-;-;2252;2 676,5;14 601,6;16 246,5;18 450,8;14 150,7;16 747,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Транспорт и связь;;;;;;;;;;;;…;…;…;4 731,9;5 226,2;5 288,9;8 270,9;18 690,2;23 599,4;12 078,7;14 899,1;19 183,1;35 125,6;37 045,4;27 265,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Финансовая деятельность;;;;;;;;;;;;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Операции с недвижимым имуществом, аренда и предоставление услуг;;;;;;;;;;;;54 588,8;68 723,6;82 026,8;86 135,1;114 355,5;123 309,8;140 186,9;147 682,6;182 782,0;420 575,3;501 697,0;603 303,0;637 736,3;652 603,9;644 789,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Государственное управление 
и обеспечение военной безопасности; социальное страхование";;;;;;;;;;;;478 148,7;632 732,0;802 513,8;959 089,9;1 189 163,1;1 466 357,0;1 884 401,2;2 203 213,3;2 423 548,6;3 631 807,6;4 555 153,6;5 201 321,6;5 533 093,3;5 745 663,5;6 140 037,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Образование;;;;;;;;;;;;222 509,0;250 240,8;319 123,3;392 386,0;494 804,8;616 020,4;784 848,3;932 338,0;1 071 139,1;1 250 236,8;1 336 036,7;1 527 686,3;1 645 319,0;1 700 611,0;1 749 877,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Здравоохранение и предоставление социальных услуг;;;;;;;;;;;;239 912,6;271 425,5;352 233,1;424 566,5;600 652,7;763 713,5;966 961,0;1 101 384,3;1 254 191,3;1 511 003,0;1 692 640,6;2 024 329,0;2 341 202,3;2 378 145,1;2 490 481,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Предоставление прочих коммунальных, социальных и персональных услуг;;;;;;;;;;;;25 695,5;31 579,2;40 159,2;50 329,8;63 578,0;80 352,4;103 943,9;125 856,7;199 861,5;272 769,0;316 803,9;357 039,0;416 935,7;461 063,5;468 883,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Деятельность домашних хозяйств;;;;;;;;;;;;;;;;;;;;-;-;-;-;-;-;-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Итого в основных ценах;;;;;;;;;;;;1 032 991,3;1 269 000,5;1 613 740,9;1 933 572,9;2 486 790,7;3 079 411,9;3 915 455,3;4 563 027,0;5 191 304,0;7 133 654,9;8 484 959,0;9 803 295,1;10 686 131,7;11 047 498,2;11 595 447,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Сектор ""Домашние хозяйства""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Сельское хозяйство, охота и лесное хозяйство;;;;;;;;;;;;386 747,1;404 905,9;432 658,8;498 959,2;553 665,0;615 575,3;766 319,0;861 357,4;924 995,1;1 047 217,6;1 045 889,4;1 192 918,0;1 339 235,6;1 553 116,0;1 566 588,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Рыболовство, рыбоводство;;;;;;;;;;;;4 768,4;5 704,3;3 797,2;6 692,6;6 684,0;6 826,6;7 921,9;10 999,8;9 792,2;10 165,8;11 160,7;11 881,6;13 248,1;16 000,8;16 830,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Добыча полезных ископаемых;;;;;;;;;;;;970,2;1 192,5;147,6;450,6;720,8;1 100,5;184,2;113,8;217,5;251,3;293,9;169,8;187,5;458,4;472,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Обрабатывающие производства;;;;;;;;;;;;82 291,4;41 832,1;37 105,1;64 792,8;74 985,3;100 429,7;105 873,2;81 348,0;95 685,7;64 287,0;90 388,3;109 581,3;98 554,0;156 033,5;149 373,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Производство и распределение электроэнергии, газа и воды;;;;;;;;;;;;…;…;1 498,0;405,1;353,5;290,6;272,8;300,3;468,1;478,8;545,8;562,8;510,1;802,3;798,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Строительство;;;;;;;;;;;;45 920,5;55 137,1;76 557,5;93 336,9;102 934,7;143 050,3;179 672,6;191 177,5;193 464,9;204 555,1;236 182,9;256 619,0;323 690,1;411 780,8;443 631,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Оптовая и розничная торговля; ремонт автотранспортных средств, мотоциклов, бытовых изделий и предметов личного пользования";;;;;;;;;;;;517 841,9;572 993,1;700 882,7;861 903,3;1 096 240,6;1 243 599,2;1 238 869,6;1 389 066,6;1 295 218,4;1 540 949,1;1 692 595,0;1 766 598,5;1 718 621,8;1 758 549,0;1 705 398,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Гостиницы и рестораны;;;;;;;;;;;;17 140,1;11 555,5;18 888,5;32 173,8;49 511,1;79 090,6;96 749,0;98 538,6;96 828,4;114 177,0;120 096,6;125 912,8;133 195,4;161 620,9;161 029,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Транспорт и связь;;;;;;;;;;;;48 950,5;55 702,3;55 514,4;68 396,6;94 562,8;133 990,0;176 582,8;190 136,1;231 535,0;260 139,1;315 352,1;324 562,8;381 164,3;430 220,7;454 110,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Финансовая деятельность;;;;;;;;;;;;-;-;-;-;-;-;-;-;19 008,7;19 513,5;21 536,1;35 363,3;36 715,1;35 657,1;42 819,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Операции с недвижимым имуществом, аренда и предоставление услуг;;;;;;;;;;;;131 116,7;130 592,5;290 621,4;397 148,0;489 593,3;569 356,1;660 641,7;727 860,7;1 034 903,4;4 019 331,8;4 869 029,1;4 913 344,4;5 091 036,6;5 336 984,0;5 610 255,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Государственное управление 
и обеспечение военной безопасности; социальное страхование";;;;;;;;;;;;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Образование;;;;;;;;;;;;6 600,8;8 607,5;10 289,6;14 413,3;18 747,8;24 506,2;21 902,4;25 427,3;25 319,2;33 083,9;72 382,8;81 643,8;87 626,8;103 510,6;104 651,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Здравоохранение и предоставление социальных услуг;;;;;;;;;;;;18 141,9;16 688,9;19 355,0;23 696,4;28 886,5;25 779,2;27 502,0;29 376,0;27 828,2;34 553,4;51 794,5;58 238,1;60 482,6;69 945,6;74 403,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Предоставление прочих коммунальных, социальных и персональных услуг;;;;;;;;;;;;4 800,1;8 640,0;10 822,5;18 485,9;21 465,7;26 031,2;34 427,3;42 586,1;50 327,0;59 706,5;109 147,9;128 822,0;139 084,7;192 218,2;192 732,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Деятельность домашних хозяйств;;;;;;;;;;;;;;;;;;;;46,6;338 573,0;375 849,0;406 093,2;436 077,0;482 588,4;506 278,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Итого в основных ценах;;;;;;;;;;;;1 265 289,5;1 313 551,8;1 658 138,2;2 080 854,4;2 538 351,2;2 969 625,7;3 316 918,6;3 648 288,3;4 005 638,5;7 746 983,1;9 012 243,9;9 412 311,4;9 859 429,8;10 709 486,2;11 029 374,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Сектор ""Некоммерческие организации, обслуживающие домашние хозяйства""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Сельское хозяйство, охота и лесное хозяйство;;;;;;;;;;;;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Рыболовство, рыбоводство;;;;;;;;;;;;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Добыча полезных ископаемых;;;;;;;;;;;;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Обрабатывающие производства;;;;;;;;;;;;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Производство и распределение электроэнергии, газа и воды;;;;;;;;;;;;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Строительство;;;;;;;;;;;;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Оптовая и розничная торговля; ремонт автотранспортных средств, мотоциклов, бытовых изделий и предметов личного пользования";;;;;;;;;;;;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Гостиницы и рестораны;;;;;;;;;;;;4 382,3;4 816,8;3 787,1;6 229,4;6 722,1;7 262,1;8 045,4;6 320,0;5 453,7;5 568,5;6 172,5;5 516,5;5 079,5;5 159,2;5 475,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Транспорт и связь;;;;;;;;;;;;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Финансовая деятельность;;;;;;;;;;;;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Операции с недвижимым имуществом, аренда и предоставление услуг;;;;;;;;;;;;2 221,2;2 896,5;3 211,9;1 037,9;1 361,7;1 158,5;1 169,6;19 932,4;21 051,4;20 300,2;22 087,6;22 587,3;24 855,7;27 461,1;29 387,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Государственное управление 
и обеспечение военной безопасности; социальное страхование";;;;;;;;;;;;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Образование;;;;;;;;;;;;7 312,7;8 386,2;5 777,1;5 453,0;4 378,5;3 673,8;4 053,4;6 552,5;7 013,5;6 559,4;6 915,4;7 451,3;7 418,6;7 660,3;8 722,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Здравоохранение и предоставление социальных услуг;;;;;;;;;;;;11 604,8;13 008,2;16 649,8;10 944,0;12 670,5;13 760,4;13 880,3;11 233,5;11 324,7;12 655,7;13 117,5;13 021,9;14 476,4;13 095,3;13 734,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Предоставление прочих коммунальных, социальных и персональных услуг;;;;;;;;;;;;50 877,6;58 406,7;53 908,7;52 145,5;58 768,3;62 426,8;74 091,1;69 635,5;72 898,7;75 804,8;84 014,8;89 504,0;102 582,5;112 789,7;123 219,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Деятельность домашних хозяйств;;;;;;;;;;;;;;;;;;;;-;-;-;-;-;-;-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Итого в основных ценах;;;;;;;;;;;;76 398,7;87 514,4;83 334,6;75 810,0;83 901,1;88 281,7;101 239,8;113 673,9;117 742,0;120 888,6;132 307,7;138 081,0;154 412,7;166 165,6;180 538,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
В соответствии с Общероссийским классификатором видов экономической деятельности ОК 029-2014 (КДЕС Ред.2) ОКВЭД2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Выпуск товаров и услуг по видам экономической деятельности и секторам (в текущих ценах; миллионов рублей)";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Сектор ""Нефинансовые корпорации""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Сельское, лесное хозяйство, охота, рыболовство и рыбоводство;;;;;;;;;;;;;;;;;;;;;2 148 176,0;2 256 075,2;2 445 221,2;2 935 220,6;3 673 731,9;3 979 947,0;4 054 665,0;4 460 484,8;4 907 980,3;5 359 315,9;6 643 192,3;…;…;…;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Добыча полезных ископаемых;;;;;;;;;;;;;;;;;;;;;7 340 811,4;8 331 791,5;8 934 885,6;9 519 371,4;10 933 096,6;11 368 082,5;13 511 210,0;17 573 547,3;17 902 858,8;14 364 962,3;23 302 800,5;…;…;…;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Обрабатывающие производства;;;;;;;;;;;;;;;;;;;;;24 182 333,0;26 629 941,8;28 539 545,1;31 246 732,1;35 066 389,3;36 732 795,0;40 403 486,3;47 278 103,9;50 031 826,7;50 139 227,7;65 290 511,8;…;…;…;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Обеспечение электрической энергией, газом и паром; кондиционирование воздуха";;;;;;;;;;;;;;;;;;;;;5 645 954,1;5 704 527,9;6 347 138,3;6 699 967,7;6 949 665,1;7 561 041,5;7 907 607,0;8 384 773,7;8 701 684,2;8 717 270,8;9 590 992,2;…;…;…;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Водоснабжение; воотведение, организация сбора и утилизации отходов, деятельность по ликвидации загрязнений";;;;;;;;;;;;;;;;;;;;;615 044,4;682 751,6;750 450,7;844 163,8;951 944,1;882 082,9;1 036 672,6;1 216 551,2;1 296 329,3;1 580 682,2;2 060 307,7;…;…;…;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Строительство;;;;;;;;;;;;;;;;;;;;;7 331 164,9;8 314 134,2;8 410 229,3;8 646 249,5;9 075 372,0;9 694 499,0;10 348 282,4;10 989 465,8;11 172 680,4;11 061 380,8;12 683 651,8;…;…;…;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Торговля оптовая и розничная; ремонт автотранспортных средств 
и мотоциклов";;;;;;;;;;;;;;;;;;;;;11 690 023,6;12 852 081,0;13 822 764,6;15 545 909,7;17 285 888,0;16 741 317,9;17 816 000,3;19 043 387,4;19 412 682,5;19 102 928,8;25 098 524,0;…;…;…;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Транспортировка и храние;;;;;;;;;;;;;;;;;;;;;6 288 627,9;7 195 945,0;8 117 870,4;8 573 927,5;10 023 273,8;10 998 729,0;11 706 607,1;12 921 975,2;13 928 250,9;13 135 950,3;15 811 939,0;…;…;…;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Деятельность гостиниц и предприятий общественного питания;;;;;;;;;;;;;;;;;;;;;672 222,3;780 611,8;825 682,6;908 057,7;1 026 867,2;1 072 490,2;1 232 363,1;1 383 162,5;1 549 416,7;1 282 037,1;1 815 011,9;…;…;…;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Деятельность в области информации 
и связи";;;;;;;;;;;;;;;;;;;;;2 362 663,2;2 687 136,4;2 916 757,9;3 158 979,2;3 398 658,7;3 569 439,9;3 926 347,1;4 258 312,8;4 719 561,2;5 178 103,7;6 257 511,5;…;…;…;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Деятельность финансовая и страховая;;;;;;;;;;;;;;;;;;;;;-;-;-;-;-;-;-;-;-;0,0;0,0;…;…;…;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Деятельность по операциям 
с недвижимым имуществом";;;;;;;;;;;;;;;;;;;;;2 401 582,5;2 615 884,0;3 010 023,7;3 280 209,4;3 509 236,4;3 659 948,3;3 999 115,7;4 320 079,2;4 477 221,6;4 362 669,3;4 811 565,0;…;…;…;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Деятельность профессиональная, научная и техническая;;;;;;;;;;;;;;;;;;;;;2 898 244,5;3 205 990,6;3 806 856,5;4 328 181,6;4 694 937,2;4 799 555,8;5 107 692,0;5 256 313,5;5 767 446,1;6 710 546,5;6 594 312,2;…;…;…;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Деятельность административная 
и сопутствующие дополнительные услуги";;;;;;;;;;;;;;;;;;;;;1 116 707,1;1 228 711,2;1 522 701,1;1 663 919,5;2 101 115,4;2 311 542,5;2 446 601,4;2 499 833,4;2 579 204,1;2 702 488,7;3 346 454,4;…;…;…;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Государственное управление 
и обеспечение военной безопасности;  социальное отрахование";;;;;;;;;;;;;;;;;;;;;-;-;-;-;-;-;-;-;-;0,0;0,0;…;…;…;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Образование;;;;;;;;;;;;;;;;;;;;;151 773,4;170 678,1;180 964,8;194 243,5;191 761,8;223 547,5;237 623,5;261 673,5;176 676,8;185 093,0;194 316,6;…;…;…;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Деятельность в области здравоохранения и социальных услуг;;;;;;;;;;;;;;;;;;;;;359 414,7;360 821,9;377 122,5;457 060,7;584 393,7;617 183,4;722 447,1;836 836,1;989 497,3;1 219 213,0;1 547 591,8;…;…;…;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Деятельность в области культуры, спорта, организации досуга и развлечений;;;;;;;;;;;;;;;;;;;;;148 841,6;159 640,6;200 990,4;235 110,6;286 812,5;321 930,2;362 008,6;472 302,5;499 556,1;432 819,3;641 841,7;…;…;…;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Предоставление прочих видов услуг;;;;;;;;;;;;;;;;;;;;;175 993,2;166 771,2;188 601,3;201 144,8;247 564,4;315 975,4;358 748,9;377 989,3;408 204,0;427 072,9;457 013,4;…;…;…;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Деятельность домашних хозяйств 
как работодателей; недифференцированная деятельность частных домашних хозяйств 
по производству товаров и оказанию услуг для собственного потребления ";;;;;;;;;;;;;;;;;;;;;-;-;-;-;-;-;-;-;-;-;-;-;-;-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Итого в основных ценах;;;;;;;;;;;;;;;;;;;;;75 529 577,9;83 343 494,2;90 397 806,3;98 438 449,2;110 000 708,2;114 850 108,0;125 177 478,1;141 534 792,3;148 521 077,0;145 961 762,4;186 147 537,8;…;…;…;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Сектор ""Финансовые корпорации""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Сельское, лесное хозяйство, охота, рыболовство и рыбоводство;;;;;;;;;;;;;;;;;;;;;-;-;-;-;-;-;-;-;-;-;-;-;-;-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Добыча полезных ископаемых;;;;;;;;;;;;;;;;;;;;;-;-;-;-;-;-;-;-;-;-;-;-;-;-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Обрабатывающие производства;;;;;;;;;;;;;;;;;;;;;-;-;-;-;-;-;-;-;-;-;-;-;-;-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Обеспечение электрической энергией, газом и паром; кондиционирование воздуха";;;;;;;;;;;;;;;;;;;;;-;-;-;-;-;-;-;-;-;-;-;-;-;-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Водоснабжение; воотведение, организация сбора и утилизации отходов, деятельность по ликвидации загрязнений";;;;;;;;;;;;;;;;;;;;;-;-;-;-;-;-;-;-;-;-;-;-;-;-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Строительство;;;;;;;;;;;;;;;;;;;;;-;-;-;-;-;-;-;-;-;-;-;-;-;-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Торговля оптовая и розничная; ремонт автотранспортных средств 
и мотоциклов";;;;;;;;;;;;;;;;;;;;;-;-;-;-;-;-;-;-;-;-;-;-;-;-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Транспортировка и храние;;;;;;;;;;;;;;;;;;;;;-;-;-;-;-;-;-;-;-;-;-;-;-;-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Деятельность гостиниц и предприятий общественного питания;;;;;;;;;;;;;;;;;;;;;-;-;-;-;-;-;-;-;-;-;-;-;-;-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Деятельность в области информации 
и связи";;;;;;;;;;;;;;;;;;;;;-;-;-;-;-;-;-;-;-;-;-;-;-;-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Деятельность финансовая и страховая;;;;;;;;;;;;;;;;;;;;;2 821 430,3;3 464 102,5;4 001 032,3;4 310 014,7;3 900 652,4;4 748 208,9;5 049 638,3;5 676 184,5;6 107 024,5;6 956 301,2;8 738 599,3;…;…;…;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Деятельность по операциям 
с недвижимым имуществом";;;;;;;;;;;;;;;;;;;;;-;-;-;-;-;-;-;-;-;-;-;-;-;-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Деятельность профессиональная, научная и техническая;;;;;;;;;;;;;;;;;;;;;-;-;-;-;-;-;-;-;-;-;-;-;-;-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Деятельность административная 
и сопутствующие дополнительные услуги";;;;;;;;;;;;;;;;;;;;;-;-;-;-;-;-;-;-;-;-;-;-;-;-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Государственное управление 
и обеспечение военной безопасности;  социальное отрахование";;;;;;;;;;;;;;;;;;;;;-;-;-;-;-;-;-;-;-;-;-;-;-;-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Образование;;;;;;;;;;;;;;;;;;;;;-;-;-;-;-;-;-;-;-;-;-;-;-;-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Деятельность в области здравоохранения и социальных услуг;;;;;;;;;;;;;;;;;;;;;-;-;-;-;-;-;-;-;-;-;-;-;-;-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Деятельность в области культуры, спорта, организации досуга 
и развлечений";;;;;;;;;;;;;;;;;;;;;-;-;-;-;-;-;-;-;-;-;-;-;-;-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Предоставление прочих видов услуг;;;;;;;;;;;;;;;;;;;;;-;-;-;-;-;-;-;-;-;-;-;-;-;-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Деятельность домашних хозяйств 
как работодателей; недифференцированная деятельность частных домашних хозяйств 
по производству товаров и оказанию услуг для собственного потребления ";;;;;;;;;;;;;;;;;;;;;-;-;-;-;-;-;-;-;-;-;-;-;-;-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Итого в основных ценах;;;;;;;;;;;;;;;;;;;;;2 821 430,3;3 464 102,5;4 001 032,3;4 310 014,7;3 900 652,4;4 748 208,9;5 049 638,3;5 676 184,5;6 107 024,5;6 956 301,2;8 738 599,3;…;…;…;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Сектор ""Государственное управление""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Сельское, лесное хозяйство, охота, рыболовство и рыбоводство;;;;;;;;;;;;;;;;;;;;;38 262,6;46 956,2;50 049,2;56 021,1;56 118,8;54 507,7;33 646,5;47 717,1;84 373,7;95 733,7;101 307,0;…;…;…;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Добыча полезных ископаемых;;;;;;;;;;;;;;;;;;;;;-;-;-;-;-;-;-;-;-;-;0,0;…;…;…;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Обрабатывающие производства;;;;;;;;;;;;;;;;;;;;;-;16 363,4;14 238,2;15 159,5;14 036,6;17 178,6;23 792,9;25 366,2;2 797,2;4 130,4;5 581,3;…;…;…;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Обеспечение электрической энергией, газом и паром; кондиционирование воздуха";;;;;;;;;;;;;;;;;;;;;-;3 084,2;2 671,6;2 962,9;2 364,6;2 919,8;4 422,7;5 057,5;8 407,7;14 390,8;17 103,4;…;…;…;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Водоснабжение; воотведение, организация сбора и утилизации отходов, деятельность по ликвидации загрязнений";;;;;;;;;;;;;;;;;;;;;-;1 312,0;1 919,1;2 960,5;3 504,2;4 431,6;365,1;418,4;32 152,5;21 176,0;35 852,6;…;…;…;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Строительство;;;;;;;;;;;;;;;;;;;;;-;-;-;-;-;-;-;-;38 072,9;47 408,8;49 300,9;…;…;…;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Торговля оптовая и розничная; ремонт автотранспортных средств 
и мотоциклов";;;;;;;;;;;;;;;;;;;;;-;-;-;-;-;-;-;-;-;-;-;-;-;-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
