"Численность населения с денежными доходами ниже ниже границы бедности/величины прожиточного минимума4);5), процентов от общей численности населения";;33,5;31,3;22,4;24,8;22,1;20,8;23,4;28,4;29,0;27,5;24,6;20,3;17,6;17,8;15,2;13,3;13,4;13,0;12,5;12,7;10,8;10,8;11,3;13,5;13,3;13,0;12,7;12,4;12,2;11,1;9,0;8,3;7,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Коэффициент Джини (индекс концентрации доходов)5);0,260;0,289;0,407;0,409;0,387;0,387;0,390;0,394;0,400;0,395;0,397;0,397;0,403;0,409;0,409;0,415;0,422;0,421;0,421;0,421;0,417;0,420;0,417;0,414;0,411;0,411;0,410;0,414;0,412;0,406;0,409;0,398;0,405;0,410;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Коэффициент фондов (коэффициент дифференциации доходов)5), в разах;;8,0;13,5;15,2;13,5;13,3;13,6;13,8;14,1;13,9;13,9;14,0;14,5;15,2;15,2;15,9;16,7;16,6;16,6;16,6;16,1;16,4;16,1;15,8;15,5;15,5;15,3;15,8;15,6;14,9;15,2;14,0;14,8;15,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
_____________;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1) Данные за 2014 г. приведены без учета сведений по Республике Крым и г. Севастополю.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2) За 1992-1999 гг. приведены данные, определенные  на основе методических рекомендаций, утвержденных Минтрудом России 10 ноября 1992 г. ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"За 2000 г. приведены оценки на основе ежеквартальных данных о величине прожиточного  минимума, установленных Правительством Российской Федерации  (начиная с IV квартала 2017 г.-Минтрудом России) в соответствии с Федеральным Законом от 24 октября 1997 г. № 134-ФЗ «О прожиточном минимуме в Российской Федерации» (в редакции, действовавшей до вступления в силу Федерального закона от 29 декабря 2020 г. № 473-ФЗ).  
C 2005 г. изменен состав потребительской корзины для определения величины прожиточного минимума. 
С 2013 г. изменен порядок расчета величины прожиточного минимума на основании Федерального закона от 3 декабря 2012 г. № 233-ФЗ «О внесении измененийв Федеральный закон «О прожиточном минимуме в Российской Федерации».
С 2021 г. изменен порядок и периодичность расчета величины прожиточного минимума на основании Федерального закона от 29 декабря 2020 года № 473-ФЗ 
""О внесении изменений в отдельные законодательные акты Российской Федерации"". 
В 2022 г. приведены данные о величине прожиточного минимума, установленные с 1 июня 2023  г. в соответствии с постановлением Правительства Российской Федерации от 28 мая 2022 г. № 973 с учетом индексации величины прожиточного минимума в целом по Российской Федерации на 10%, по данным Минтруда России (https://mintrud.gov.ru/social/social/1269).";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3) 1991-1992 гг. - совокупный доход (с учетом стоимости чистой продукции личных подсобных хозяйств населения).;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"4) На основании Федерального закона от 24 октября 1997 г. № 134-ФЗ «О прожиточном минимуме в Российской Федерации» с 2005 г. изменен состав потребительской корзины для определения величины прожиточного минимума. 
На основании Федерального закона  от 3 декабря 2012 г. № 233-ФЗ «О внесении изменений в Федеральный закон «О прожиточном минимуме в Российской Федерации» с  2013 по 2020 гг. изменен порядок определения  величины прожиточного минимума.
В соответствии с  постановлением Правительства Российской Федерации от 26 ноября 2021 г. № 2049 в оценках показателя «Уровень бедности» используется граница бедности (до 2020 года включительно - величина прожиточного минимума).";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
" 5) Данные до 2012 г. включительно  рассчитаны с использованием величины макроэкономического показателя среднедушевых денежных доходов населения, определенной в соответствии с  Методикой расчета баланса денежных доходов и расходов населения (постановление Госкомстата России от 16 июля 1996 № 61); начиная с 2013 г. - в соответствии с официальной статистической методологией расчета показателя «Среднедушевые денежные доходы населения», утвержденной приказом Росстата от 22.09.2025 № 522 (приложение № 1).";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Расходы, финансовые активы и имущество населения1);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Денежные расходы и сбережения, млрд руб. 
(до 1998 г. - трлн руб.)2)";0,8;7,1;80,0;364,8;910,9;1357,1;1656,4;1776,0;2908,1;3984,0;5325,8;6831,0;8900,5;10976,2;13819,0;17290,1;21311,4;25244,0;28697,5;32 498,3;35 648,7;39 903,7;44 230,6;47 309,2;53 153,2;54 325,3;56 205,1;58 781,5;62 531,7;63 692,0;70 547,6;83 425,2;94 063,2;112 160,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Покупка товаров и оплата услуг, млрд руб.
(до 1998 г. - трлн руб.)2)";0,5;5,2;55,1;235,4;641,7;940,4;1138,1;1380,3;2281,2;3009,4;3972,8;5001,8;6147,2;7670,7;9613,8;11927,6;14831,4;18715,8;20034,9;22 614,4;26 185,9;29 611,2;35 746,8;38 807,6;41 054,1;42 087,0;44 455,4;47 509,0;50 597,0;48 231,4;56 627,6;62 930,4;72 384,3;83 537,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Обязательные платежи и разнообразные взносы, млрд руб.(до 1998 г. - трлн руб.)2);0,1;0,6;6,1;24,7;50,9;79,1;104,6;108,9;192,5;309,9;473,0;586,9;737,5;1000,9;1389,6;1813,0;2503,9;3094,8;3002,8;3 164,9;3 677,7;4 439,9;6 564,6;7 215,5;7 282,3;7 479,2;7 937,2;8 800,4;9 522,5;9 696,3;10 918,9;13 305,0;13 888,7;17 777,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Приобретение недвижимости, млрд руб.
(до 1998 г. - трлн руб.)2)";0,0;0,0;0,0;0,1;1,0;1,3;12,3;23,6;38,7;47,7;75,4;119,8;180,1;255,2;352,2;572,3;834,0;1194,7;838,8;1 104,5;1 444,1;1 691,8;929,8;1 052,8;892,0;1 117,0;1 119,1;1 431,0;1 457,0;1 805,8;2 240,5;2 918,5;3 620,8;3 921,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Прирост финансовых активов, млрд руб.
(до 1998 г. - трлн руб.)2)";0,2;1,3;18,8;104,6;217,3;336,3;401,4;263,2;395,7;617,0;804,6;1122,5;1835,7;2049,4;2463,4;2977,2;3142,1;2238,7;4821,0;5 614,5;4 341,0;4 160,8;989,4;233,3;3 924,8;3 642,1;2 693,4;1 041,1;955,2;3 958,5;760,6;4 271,2;4 169,5;6 923,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Покупка гражданами иностранной валюты через кредитные организации, млн руб 
(до 1998 г. - трлн руб.)2)";0,0;0,0;6,4;64,6;135,1;252,2;347,5;213,6;226,9;253,6;300,8;379,4;643,7;905,6;1173,0;1180,0;1105,3;2004,1;1561,1;1 173,3;1 499,5;1 903,4;1 874,6;2 806,9;2 233,7;2 175,3;2 058,0;2 137,9;1 773,6;1 421,7;1 227,5;687,9;1 479,9;1 541,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Продажа гражданами иностранной валюты через кредитные организации, млн руб.
(до 1998 г. - трлн руб.)2)";0,0;0,0;0,5;11,9;58,9;90,2;147,1;132,1;172,6;190,6;223,1;238,3;542,3;585,6;601,4;953,9;992,1;714,4;1056,3;977,9;950,0;983,8;1 092,0;1 190,9;1 488,4;1 109,5;879,3;1 062,4;855,9;787,9;819,2;779,3;862,9;1 032,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Покупательная способность среднедушевых денежных доходов населения:;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
говядина, кг в месяц;53,0;34,5;43,1;59,6;49,3;56,8;49,1;42,8;35,1;40,6;38,6;44,6;58,0;62,8;61,6;67,4;77,8;80,7;78,3;85,0;78,8;79,2;86,3;86,7;81,2;81,8;83,2;84,9;87,1;85,5;87,2;86,6;92,2;97,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
молоко питьевое 3), л в месяц;886,8;417,6;497,0;369,1;238,5;258,6;313,6;305,4;271,4;313,0;334,0;394,1;464,2;497,0;543,1;619,4;666,2;603,7;585,5;548,6;553,3;601,5;622,7;552,3;559,0;538,4;513,9;530,3;536,3;527,3;565,6;571,6;639,9;707,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
творог, кг в месяц;223,8;86,3;113,4;93,2;70,8;76,2;80,3;76,7;67,2;77,3;77,4;88,8;106,4;111,6;119,0;131,0;139,1;121,1;130,1;131,6;125,8;134,4;137,5;119,7;116,6;111,7;107,4;109,7;111,1;108,8;115,3;116,5;130,7;150,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
яйца куриные, шт. в месяц;1880;1229;1794;1632;1329;1400;1612;1532;1372;1700;1845;2271;2789;2846;3383;4312;4421;4209;4890;5 548;5 622;5 932;5 715;5 522;5 218;5 215;5 818;5 905;5 795;5 721;5 157;5 975;5 965;5 530,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
сахар-песок, кг в месяц;209,8;68,5;117,1;202,0;139,6;194,7;224,4;177,2;160,7;190,5;197,3;239,3;263,1;326,2;406,4;391,3;569,5;624,0;553,7;525,5;548,9;717,2;785,7;725,5;565,2;574,7;730,4;822,1;860,4;917,6;777,2;653,7;763,8;870,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
масло подсолнечное, кг в месяц;128,4;56,7;87,6;90,3;63,2;83,5;107,6;77,4;61,6;96,6;118,3;109,8;139,7;167,2;202,1;256,2;281,7;206,0;268,4;315,5;268,0;313,6;329,9;368,3;314,0;278,0;307,7;332,4;352,8;337,6;305,3;346,8;417,8;481,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
масло сливочное, кг в месяц;52,3;19,6;33,0;45,7;26,4;37,2;41,0;34,6;25,9;35,2;44,2;54,0;62,4;71,7;82,6;95,4;102,1;88,4;93,8;89,1;83,4;91,3;92,4;79,5;77,8;72,7;61,6;61,6;60,4;57,3;60,0;57,9;64,3;65,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
картофель, кг в месяц;338,1;256,9;489,7;421,1;299,6;378,8;480,9;434,2;294,7;394,0;499,8;468,7;505,6;777,4;794,1;791,5;930,6;811,1;976,4;928,9;822,6;1 370,7;1 087,0;960,4;1 069,9;1 399,4;1 177,6;1 230,1;1 316,6;1 285,2;941,8;1 049,0;1 552,1;1 453,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
мука пшеничная, кг в месяц;356,1;194,6;434,2;380,1;267,7;240,2;285,9;307,1;266,2;284,5;359,3;480,4;564,0;484,1;650,4;807,3;855,9;718,1;813,5;975,7;996,7;1 088,9;946,5;976,4;931,4;923,3;968,4;1 032,0;976,0;916,9;910,7;899,3;1 079,4;1 239,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"хлеб и булочные изделия из пшеничной муки, 
кг в месяц";552,9;241,7;508,5;294,6;205,1;175,4;199,5;208,9;221,1;228,9;267,1;326,0;370,7;351,4;424,3;497,0;530,1;480,6;506,4;560,2;574,0;609,8;587,2;592,6;595,2;576,6;572,3;576,2;573,2;546,4;558,5;570,7;616,3;654,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
рис шлифованный, кг в месяц;233,8;116,2;270,1;300,5;156,2;153,3;190,6;153,9;103,1;159,2;230,7;262,5;324,9;339,1;383,1;449,0;457,5;380,3;364,4;446,5;500,3;589,8;613,5;575,1;456,3;466,0;503,4;527,6;515,3;464,9;475,5;437,2;468,9;495,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
крупы, кг в месяц;338,1;142,4;306,3;284,5;220,7;187,9;232,3;225,7;206,6;224,9;326,3;418,1;397,5;437,5;591,3;682,0;736,2;635,0;732,8;755,9;524,9;811,8;818,9;837,5;724,0;694,3;778,3;851,7;709,8;632,2;646,6;648,6;830,8;988,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Покупательная способность среднемесячной номинальной начисленной заработной платы:;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
говядина, кг в месяц;61,8;51,5;55,8;63,5;45,2;58,4;49,6;44,5;32,2;39,5;40,8;49,3;61,7;66,2;65,2;70,6;84,4;93,9;86,4;93,9;88,6;90,9;100,4;104,8;91,7;97,7;102,8;112,1;118,3;122,2;125,0;119,4;128,7;135,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
молоко питьевое 3), л в месяц;1034;623,2;644,0;393,6;218,4;265,6;316,8;317,7;249,1;305,1;353,4;435,4;494,0;523,4;574,4;648,6;722,2;702,2;645,8;606,3;583,7;690,7;724,5;667,4;631,1;643,5;634,7;699,7;728,6;753,5;810,7;788,3;894,0;985,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
творог, кг в месяц;261,0;128,7;147,7;99,4;64,8;78,2;81,1;79,8;61,7;75,3;81,9;98,1;113,2;117,5;125,8;137,2;150,8;140,8;143,5;145,4;141,5;154,4;160,0;144,7;131,7;133,5;132,6;144,8;151,0;155,5;165,3;160,6;182,5;208,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
