% к итогу, по стоимости;1995;2000;2005;2006;2007;2008;2009;2010;2011
продовольственные товары;1,8;1,6;1,9;1,8;2,6;2;3,3;2,2;2,6
минеральные продукты;42,5;53,8;64,8;65,9;64,9;69,8;67,4;68,5;71,1
продукция химической промышленности;10;7,2;6;5,6;5,9;6,4;6,2;6,2;6,3
кожевенное сырье, пушнина и изделия из них;0,4;0,3;0,1;0,1;0,1;0,1;0,1;0,1;0,1
древесина и целлюлозно-бумажные изделия;5,6;4,3;3,4;3,2;3,5;2,5;2,8;2,4;2,2
текстиль, текстильные изделия и обувь;1,5;0,8;0,4;0,3;0,3;0,2;0,2;0,2;0,2
металлы, драгоценные камни и изделия из них;26,7;21,7;16,8;16,3;15,9;13,2;12,8;12,7;11,4
машины, оборудование и транспортные средства;10,2;8,8;5,6;5,8;5,6;4,9;5,9;5,4;5
прочие товары;1,3;1,5;1;1;1,2;0,9;1,3;2,3;1,1
